"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"St. Bernard Parish, LA"	"22087"	33	69621	47.4
	"St. Landry Parish, LA"	"22097"	11	85034	12.9 (Unreliable)
	"St. Tammany Parish, LA"	"22103"	50	205708	24.3
	"Terrebonne Parish, LA"	"22109"	19	106257	17.9 (Unreliable)
	"Cumberland County, ME"	"23005"	31	273041	11.4
	"Penobscot County, ME"	"23019"	18	148759	12.1 (Unreliable)
	"York County, ME"	"23031"	18	195851	9.2 (Unreliable)
	"Allegany County, MD"	"24001"	16	74076	21.6 (Unreliable)
	"Anne Arundel County, MD"	"24003"	50	507769	9.8
	"Baltimore County, MD"	"24005"	154	777756	19.8
	"Carroll County, MD"	"24013"	26	161389	16.1
	"Cecil County, MD"	"24015"	16	92444	17.3 (Unreliable)
	"Charles County, MD"	"24017"	12	131942	9.1 (Unreliable)
	"Frederick County, MD"	"24021"	12	213827	5.6 (Unreliable)
	"Harford County, MD"	"24025"	43	231411	18.6
	"Howard County, MD"	"24027"	22	263186	8.4
	"Montgomery County, MD"	"24031"	43	910498	4.7
	"Prince George's County, MD"	"24033"	54	837648	6.4
	"Baltimore city, MD"	"24510"	266	629033	42.3
	"Barnstable County, MA"	"25001"	22	226011	9.7
	"Berkshire County, MA"	"25003"	14	133423	10.5 (Unreliable)
	"Bristol County, MA"	"25005"	107	546281	19.6
	"Essex County, MA"	"25009"	106	731544	14.5
	"Hampden County, MA"	"25013"	62	460673	13.5
	"Hampshire County, MA"	"25015"	15	154621	9.7 (Unreliable)
	"Middlesex County, MA"	"25017"	148	1464083	10.1
	"Norfolk County, MA"	"25021"	58	653032	8.9
	"Plymouth County, MA"	"25023"	60	484245	12.4
	"Suffolk County, MA"	"25025"	137	697080	19.7
	"Worcester County, MA"	"25027"	85	774476	11.0
	"Bay County, MI"	"26017"	10	109559	9.1 (Unreliable)
	"Berrien County, MI"	"26021"	13	160314	8.1 (Unreliable)
	"Calhoun County, MI"	"26025"	15	138962	10.8 (Unreliable)
	"Genesee County, MI"	"26049"	36	441689	8.2
	"Ingham County, MI"	"26065"	20	282183	7.1
	"Jackson County, MI"	"26075"	13	162119	8.0 (Unreliable)
	"Kalamazoo County, MI"	"26077"	18	243834	7.4 (Unreliable)
	"Kent County, MI"	"26081"	39	587790	6.6
	"Macomb County, MI"	"26099"	82	815982	10.0
	"Monroe County, MI"	"26115"	14	149747	9.3 (Unreliable)
	"Muskegon County, MI"	"26121"	16	172269	9.3 (Unreliable)
	"Oakland County, MI"	"26125"	81	1201756	6.7
	"Ottawa County, MI"	"26139"	13	249828	5.2 (Unreliable)
	"Saginaw County, MI"	"26145"	19	208755	9.1 (Unreliable)
	"St. Clair County, MI"	"26147"	11	167549	6.6 (Unreliable)
	"Washtenaw County, MI"	"26161"	15	336154	4.5 (Unreliable)
	"Wayne County, MI"	"26163"	184	2006154	9.2
	"Anoka County, MN"	"27003"	15	311863	4.8 (Unreliable)
	"Dakota County, MN"	"27037"	16	372265	4.3 (Unreliable)
	"Hennepin County, MN"	"27053"	64	1119458	5.7
	"Ramsey County, MN"	"27123"	29	505958	5.7
	"St. Louis County, MN"	"27137"	22	200076	11.0
	"Hancock County, MS"	"28045"	13	45772	28.4 (Unreliable)
	"Harrison County, MS"	"28047"	34	191290	17.8
	"Jackson County, MS"	"28059"	23	134234	17.1
	"Pearl River County, MS"	"28109"	11	49968	22.0 (Unreliable)
	"Rankin County, MS"	"28121"	10	123796	8.1 (Unreliable)
	"Boone County, MO"	"29019"	15	143019	10.5 (Unreliable)
	"Christian County, MO"	"29043"	15	60672	24.7 (Unreliable)
	"Clay County, MO"	"29047"	22	193436	11.4
	"Greene County, MO"	"29077"	50	249312	20.1
	"Jackson County, MO"	"29095"	57	658914	8.7
	"Jefferson County, MO"	"29099"	20	204912	9.8
	"St. Charles County, MO"	"29183"	23	311405	7.4
	"St. Francois County, MO"	"29187"	12	58118	20.6 (Unreliable)
	"St. Louis County, MO"	"29189"	77	1011678	7.6
	"St. Louis city, MO"	"29510"	61	334893	18.2
	"Missoula County, MT"	"30063"	14	99976	14.0 (Unreliable)
	"Yellowstone County, MT"	"30111"	15	133715	11.2 (Unreliable)
	"Douglas County, NE"	"31055"	17	476701	3.6 (Unreliable)
	"Lancaster County, NE"	"31109"	14	262667	5.3 (Unreliable)
	"Clark County, NV"	"32003"	253	1584166	16.0
	"Washoe County, NV"	"32031"	59	372302	15.8
	"Hillsborough County, NH"	"33011"	30	391461	7.7
	"Merrimack County, NH"	"33013"	21	142548	14.7
	"Rockingham County, NH"	"33015"	26	287893	9.0
	"Strafford County, NH"	"33017"	13	116846	11.1 (Unreliable)
	"Atlantic County, NJ"	"34001"	45	263285	17.1
	"Bergen County, NJ"	"34003"	61	892214	6.8
	"Burlington County, NJ"	"34005"	35	442434	7.9
	"Camden County, NJ"	"34007"	61	508563	12.0
	"Cumberland County, NJ"	"34011"	18	148437	12.1 (Unreliable)
	"Essex County, NJ"	"34013"	91	795167	11.4
	"Gloucester County, NJ"	"34015"	29	267445	10.8
	"Hudson County, NJ"	"34017"	49	614813	8.0
	"Mercer County, NJ"	"34021"	18	358724	5.0 (Unreliable)
	"Middlesex County, NJ"	"34023"	56	775973	7.2
	"Monmouth County, NJ"	"34025"	57	627413	9.1
	"Morris County, NJ"	"34027"	30	481000	6.2
	"Ocean County, NJ"	"34029"	40	545093	7.3
	"Passaic County, NJ"	"34031"	35	494915	7.1
	"Somerset County, NJ"	"34035"	19	307902	6.2 (Unreliable)
	"Sussex County, NJ"	"34037"	15	149260	10.0 (Unreliable)
	"Union County, NJ"	"34039"	32	527611	6.1
	"Warren County, NJ"	"34041"	10	108163	9.2 (Unreliable)
	"Bernalillo County, NM"	"35001"	144	587049	24.5
	"Chaves County, NM"	"35005"	20	61248	32.7
	"Dona Ana County, NM"	"35013"	21	182045	11.5
	"Eddy County, NM"	"35015"	10	51036	19.6 (Unreliable)
	"Otero County, NM"	"35035"	11	61371	17.9 (Unreliable)
	"Rio Arriba County, NM"	"35039"	14	40416	34.6 (Unreliable)
	"Sandoval County, NM"	"35043"	13	99350	13.1 (Unreliable)
	"San Juan County, NM"	"35045"	13	121553	10.7 (Unreliable)
	"Santa Fe County, NM"	"35049"	28	135213	20.7
	"Valencia County, NM"	"35061"	19	68850	27.6 (Unreliable)
	"Bronx County, NY"	"36005"	146	1362373	10.7
	"Kings County, NY"	"36047"	223	2472999	9.0
	"Monroe County, NY"	"36055"	11	741671	1.5 (Unreliable)
	"Nassau County, NY"	"36059"	24	1339761	1.8
	"New York County, NY"	"36061"	202	1562154	12.9
	"Onondaga County, NY"	"36067"	15	460961	3.3 (Unreliable)
	"Queens County, NY"	"36081"	147	2214608	6.6
	"Richmond County, NY"	"36085"	35	455939	7.7
	"Suffolk County, NY"	"36103"	27	1470849	1.8
	"Westchester County, NY"	"36119"	18	935799	1.9 (Unreliable)
	"Alamance County, NC"	"37001"	12	136009	8.8 (Unreliable)
	"Brunswick County, NC"	"37019"	13	80584	16.1 (Unreliable)
	"Buncombe County, NC"	"37021"	24	214982	11.2
	"Burke County, NC"	"37023"	12	89493	13.4 (Unreliable)
	"Cabarrus County, NC"	"37025"	14	143336	9.8 (Unreliable)
	"Catawba County, NC"	"37035"	21	145601	14.4
	"Cleveland County, NC"	"37045"	14	97241	14.4 (Unreliable)
	"Cumberland County, NC"	"37051"	23	303318	7.6
	"Davidson County, NC"	"37057"	21	152809	13.7
	"Durham County, NC"	"37063"	17	235570	7.2 (Unreliable)
	"Forsyth County, NC"	"37067"	28	316659	8.8
	"Gaston County, NC"	"37071"	33	191545	17.2
	"Guilford County, NC"	"37081"	31	436327	7.1
	"Haywood County, NC"	"37087"	13	56077	23.2 (Unreliable)
	"Henderson County, NC"	"37089"	16	94246	17.0 (Unreliable)
	"Iredell County, NC"	"37097"	13	133099	9.8 (Unreliable)
	"Johnston County, NC"	"37101"	14	135628	10.3 (Unreliable)
	"Mecklenburg County, NC"	"37119"	44	753991	5.8
	"Moore County, NC"	"37125"	11	78333	14.0 (Unreliable)
	"New Hanover County, NC"	"37129"	21	171928	12.2
	"Orange County, NC"	"37135"	10	118667	8.4 (Unreliable)
	"Pitt County, NC"	"37147"	14	141610	9.9 (Unreliable)
	"Rockingham County, NC"	"37157"	12	92779	12.9 (Unreliable)
	"Rowan County, NC"	"37159"	13	132562	9.8 (Unreliable)
	"Rutherford County, NC"	"37161"	11	64475	17.1 (Unreliable)
	"Wake County, NC"	"37183"	43	695746	6.2
	"Wilkes County, NC"	"37193"	17	67617	25.1 (Unreliable)
	"Butler County, OH"	"39017"	32	343022	9.3
	"Clark County, OH"	"39023"	13	141758	9.2 (Unreliable)
	"Clermont County, OH"	"39025"	14	184446	7.6 (Unreliable)
	"Cuyahoga County, OH"	"39035"	99	1359929	7.3
	"Franklin County, OH"	"39049"	76	1095250	6.9
	"Greene County, OH"	"39057"	17	153064	11.1 (Unreliable)
	"Hamilton County, OH"	"39061"	77	825139	9.3
	"Jefferson County, OH"	"39081"	12	72122	16.6 (Unreliable)
	"Licking County, OH"	"39089"	13	152582	8.5 (Unreliable)
	"Lorain County, OH"	"39093"	16	290622	5.5 (Unreliable)
	"Lucas County, OH"	"39095"	31	453778	6.8
	"Mahoning County, OH"	"39099"	19	251696	7.5 (Unreliable)
	"Montgomery County, OH"	"39113"	56	551742	10.1
	"Scioto County, OH"	"39145"	11	78278	14.1 (Unreliable)
	"Stark County, OH"	"39151"	14	376721	3.7 (Unreliable)
	"Summit County, OH"	"39153"	52	545163	9.5
	"Trumbull County, OH"	"39155"	21	220889	9.5
	"Warren County, OH"	"39165"	15	181976	8.2 (Unreliable)
	"Cleveland County, OK"	"40027"	18	221714	8.1 (Unreliable)
	"Le Flore County, OK"	"40079"	10	48437	20.6 (Unreliable)
	"Oklahoma County, OK"	"40109"	78	674571	11.6
	"Tulsa County, OK"	"40143"	105	568406	18.5
	"Washington County, OK"	"40147"	10	49004	20.4 (Unreliable)
	"Clackamas County, OR"	"41005"	28	352032	8.0
	"Deschutes County, OR"	"41017"	10	129094	7.7 (Unreliable)
	"Douglas County, OR"	"41019"	14	102776	13.6 (Unreliable)
	"Jackson County, OR"	"41029"	31	189838	16.3
	"Josephine County, OR"	"41033"	10	78779	12.7 (Unreliable)
	"Lane County, OR"	"41039"	31	330845	9.4
	"Linn County, OR"	"41043"	12	106035	11.3 (Unreliable)
	"Marion County, OR"	"41047"	21	295317	7.1
	"Multnomah County, OR"	"41051"	99	679348	14.6
	"Washington County, OR"	"41067"	28	474336	5.9
	"Allegheny County, PA"	"42003"	197	1258420	15.7
	"Beaver County, PA"	"42007"	21	177523	11.8
	"Bedford County, PA"	"42009"	11	49812	22.1 (Unreliable)
	"Berks County, PA"	"42011"	31	385846	8.0
	"Blair County, PA"	"42013"	25	127353	19.6
	"Bucks County, PA"	"42017"	71	610174	11.6
	"Butler County, PA"	"42019"	17	178289	9.5 (Unreliable)
	"Cambria County, PA"	"42021"	25	148836	16.8
	"Chester County, PA"	"42029"	21	455111	4.6
	"Cumberland County, PA"	"42041"	10	219351	4.6 (Unreliable)
	"Dauphin County, PA"	"42043"	13	255585	5.1 (Unreliable)
	"Delaware County, PA"	"42045"	75	552111	13.6
	"Erie County, PA"	"42049"	18	280153	6.4 (Unreliable)
	"Fayette County, PA"	"42051"	21	143596	14.6
	"Franklin County, PA"	"42055"	10	133583	7.5 (Unreliable)
	"Lackawanna County, PA"	"42069"	33	211769	15.6
	"Lancaster County, PA"	"42071"	29	485119	6.0
	"Lawrence County, PA"	"42073"	11	93696	11.7 (Unreliable)
	"Lehigh County, PA"	"42077"	44	321588	13.7
	"Luzerne County, PA"	"42079"	48	315640	15.2
	"Mercer County, PA"	"42085"	15	119431	12.6 (Unreliable)
	"Monroe County, PA"	"42089"	24	154027	15.6
	"Montgomery County, PA"	"42091"	70	772666	9.1
	"Northampton County, PA"	"42095"	22	276735	7.9
	"Philadelphia County, PA"	"42101"	278	1493802	18.6
	"Schuylkill County, PA"	"42107"	16	147792	10.8 (Unreliable)
	"Somerset County, PA"	"42111"	12	79754	15.0 (Unreliable)
	"Washington County, PA"	"42125"	26	203859	12.8
	"Westmoreland County, PA"	"42129"	40	367836	10.9
	"York County, PA"	"42133"	30	395093	7.6
	"Kent County, RI"	"44003"	28	170641	16.4
	"Providence County, RI"	"44007"	94	636149	14.8
	"Aiken County, SC"	"45003"	13	146793	8.9 (Unreliable)
	"Anderson County, SC"	"45007"	16	171862	9.3 (Unreliable)
	"Beaufort County, SC"	"45013"	12	130998	9.2 (Unreliable)
	"Berkeley County, SC"	"45015"	11	148035	7.4 (Unreliable)
	"Charleston County, SC"	"45019"	17	321222	5.3 (Unreliable)
	"Greenville County, SC"	"45045"	40	394242	10.1
	"Horry County, SC"	"45051"	40	211725	18.9
	"Lexington County, SC"	"45063"	13	226887	5.7 (Unreliable)
	"Richland County, SC"	"45079"	26	336273	7.7
	"Spartanburg County, SC"	"45083"	23	260223	8.8
	"York County, SC"	"45091"	10	177138	5.6 (Unreliable)
	"Anderson County, TN"	"47001"	18	71608	25.1 (Unreliable)
	"Blount County, TN"	"47009"	18	111156	16.2 (Unreliable)
	"Davidson County, TN"	"47037"	74	577231	12.8
	"Hamilton County, TN"	"47065"	34	313079	10.9
	"Knox County, TN"	"47093"	77	394263	19.5
	"Loudon County, TN"	"47105"	12	41813	28.7 (Unreliable)
	"Montgomery County, TN"	"47125"	13	139322	9.3 (Unreliable)
	"Putnam County, TN"	"47141"	10	64810	15.4 (Unreliable)
	"Roane County, TN"	"47145"	10	52780	18.9 (Unreliable)
	"Rutherford County, TN"	"47149"	19	203483	9.3 (Unreliable)
	"Sevier County, TN"	"47155"	10	76616	13.1 (Unreliable)
	"Shelby County, TN"	"47157"	41	906733	4.5
	"Sullivan County, TN"	"47163"	18	153280	11.7 (Unreliable)
	"Sumner County, TN"	"47165"	16	138153	11.6 (Unreliable)
	"Washington County, TN"	"47179"	19	110592	17.2 (Unreliable)
	"Wilson County, TN"	"47189"	14	94924	14.7 (Unreliable)
	"Angelina County, TX"	"48005"	10	81510	12.3 (Unreliable)
	"Bexar County, TX"	"48029"	117	1469623	8.0
	"Brazoria County, TX"	"48039"	17	261269	6.5 (Unreliable)
	"Cameron County, TX"	"48061"	10	358492	2.8 (Unreliable)
	"Collin County, TX"	"48085"	33	589394	5.6
	"Comal County, TX"	"48091"	12	84837	14.1 (Unreliable)
	"Dallas County, TX"	"48113"	181	2246432	8.1
	"Denton County, TX"	"48121"	30	509732	5.9
	"Ector County, TX"	"48135"	17	122739	13.9 (Unreliable)
	"El Paso County, TX"	"48141"	54	705200	7.7
	"Fort Bend County, TX"	"48157"	18	418747	4.3 (Unreliable)
	"Galveston County, TX"	"48167"	34	265269	12.8
	"Grayson County, TX"	"48181"	12	114421	10.5 (Unreliable)
	"Harris County, TX"	"48201"	319	3586133	8.9
	"Hays County, TX"	"48209"	10	115665	8.6 (Unreliable)
	"Hunt County, TX"	"48231"	10	80958	12.4 (Unreliable)
	"Jefferson County, TX"	"48245"	23	250183	9.2
	"Lubbock County, TX"	"48303"	17	253388	6.7 (Unreliable)
	"Montgomery County, TX"	"48339"	57	341499	16.7
	"Nueces County, TX"	"48355"	45	317632	14.2
	"Orange County, TX"	"48361"	23	83553	27.5
	"Parker County, TX"	"48367"	14	97041	14.4 (Unreliable)
	"Potter County, TX"	"48375"	15	117067	12.8 (Unreliable)
	"Randall County, TX"	"48381"	10	107607	9.3 (Unreliable)
	"Tarrant County, TX"	"48439"	141	1553086	9.1
	"Taylor County, TX"	"48441"	15	125542	11.9 (Unreliable)
	"Tom Green County, TX"	"48451"	18	104330	17.3 (Unreliable)
	"Travis County, TX"	"48453"	84	856315	9.8
	"Webb County, TX"	"48479"	13	211786	6.1 (Unreliable)
	"Wichita County, TX"	"48485"	17	130411	13.0 (Unreliable)
	"Williamson County, TX"	"48491"	14	302895	4.6 (Unreliable)
	"Carbon County, UT"	"49007"	12	20146	59.6 (Unreliable)
	"Davis County, UT"	"49011"	29	255582	11.3
	"Salt Lake County, UT"	"49035"	165	924802	17.8
	"Utah County, UT"	"49049"	57	406158	14.0
	"Washington County, UT"	"49053"	14	104188	13.4 (Unreliable)
	"Weber County, UT"	"49057"	24	205319	11.7
