"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Kent County, DE"	"10001"	14	157925	8.9 (Unreliable)
	"New Castle County, DE"	"10003"	80	533958	15.0
	"Sussex County, DE"	"10005"	30	191991	15.6
	"District of Columbia, DC"	"11001"	56	580236	9.7
	"Alachua County, FL"	"12001"	19	244888	7.8 (Unreliable)
	"Bay County, FL"	"12005"	28	166267	16.8
	"Brevard County, FL"	"12009"	125	542378	23.0
	"Broward County, FL"	"12011"	314	1723633	18.2
	"Citrus County, FL"	"12017"	30	142122	21.1
	"Clay County, FL"	"12019"	25	187289	13.3
	"Collier County, FL"	"12021"	63	316641	19.9
	"Columbia County, FL"	"12023"	12	67318	17.8 (Unreliable)
	"Duval County, FL"	"12031"	109	855437	12.7
	"Escambia County, FL"	"12033"	40	296854	13.5
	"Hernando County, FL"	"12053"	50	172437	29.0
	"Hillsborough County, FL"	"12057"	246	1196773	20.6
	"Indian River County, FL"	"12061"	34	136277	24.9
	"Lake County, FL"	"12069"	30	293654	10.2
	"Lee County, FL"	"12071"	95	610984	15.5
	"Leon County, FL"	"12073"	19	271130	7.0 (Unreliable)
	"Manatee County, FL"	"12081"	55	318766	17.3
	"Marion County, FL"	"12083"	47	330052	14.2
	"Martin County, FL"	"12085"	28	144369	19.4
	"Miami-Dade County, FL"	"12086"	150	2436062	6.2
	"Monroe County, FL"	"12087"	19	72730	26.1 (Unreliable)
	"Nassau County, FL"	"12089"	22	71557	30.7
	"Okaloosa County, FL"	"12091"	20	181752	11.0
	"Okeechobee County, FL"	"12093"	11	39968	27.5 (Unreliable)
	"Orange County, FL"	"12095"	125	1115525	11.2
	"Osceola County, FL"	"12097"	26	261746	9.9
	"Palm Beach County, FL"	"12099"	271	1294938	20.9
	"Pasco County, FL"	"12101"	149	461313	32.3
	"Pinellas County, FL"	"12103"	271	916458	29.6
	"Polk County, FL"	"12105"	99	594801	16.6
	"St. Johns County, FL"	"12109"	10	181720	5.5 (Unreliable)
	"St. Lucie County, FL"	"12111"	40	273151	14.6
	"Santa Rosa County, FL"	"12113"	25	148538	16.8
	"Sarasota County, FL"	"12115"	85	377178	22.5
	"Seminole County, FL"	"12117"	52	416564	12.5
	"Volusia County, FL"	"12127"	104	497366	20.9
	"Walton County, FL"	"12131"	10	53563	18.7 (Unreliable)
	"Barrow County, GA"	"13013"	12	67362	17.8 (Unreliable)
	"Bartow County, GA"	"13015"	16	98415	16.3 (Unreliable)
	"Bibb County, GA"	"13021"	16	154384	10.4 (Unreliable)
	"Carroll County, GA"	"13045"	28	110242	25.4
	"Catoosa County, GA"	"13047"	16	63271	25.3 (Unreliable)
	"Chatham County, GA"	"13051"	21	255269	8.2
	"Cherokee County, GA"	"13057"	19	208271	9.1 (Unreliable)
	"Clayton County, GA"	"13063"	14	262099	5.3 (Unreliable)
	"Cobb County, GA"	"13067"	63	679822	9.3
	"Coweta County, GA"	"13077"	11	122281	9.0 (Unreliable)
	"DeKalb County, GA"	"13089"	41	685646	6.0
	"Dougherty County, GA"	"13095"	11	94363	11.7 (Unreliable)
	"Douglas County, GA"	"13097"	11	129508	8.5 (Unreliable)
	"Floyd County, GA"	"13115"	14	95922	14.6 (Unreliable)
	"Forsyth County, GA"	"13117"	16	166338	9.6 (Unreliable)
	"Fulton County, GA"	"13121"	116	888694	13.1
	"Glynn County, GA"	"13127"	14	78013	17.9 (Unreliable)
	"Gwinnett County, GA"	"13135"	46	780721	5.9
	"Hall County, GA"	"13139"	18	177277	10.2 (Unreliable)
	"Henry County, GA"	"13151"	22	194658	11.3
	"Houston County, GA"	"13153"	12	134922	8.9 (Unreliable)
	"Jackson County, GA"	"13157"	10	59420	16.8 (Unreliable)
	"Murray County, GA"	"13213"	11	39869	27.6 (Unreliable)
	"Muscogee County, GA"	"13215"	14	184763	7.6 (Unreliable)
	"Paulding County, GA"	"13223"	19	137066	13.9 (Unreliable)
	"Richmond County, GA"	"13245"	22	198423	11.1
	"Spalding County, GA"	"13255"	10	63651	15.7 (Unreliable)
	"Walker County, GA"	"13295"	11	68103	16.2 (Unreliable)
	"Ware County, GA"	"13299"	10	36065	27.7 (Unreliable)
	"Whitfield County, GA"	"13313"	16	100546	15.9 (Unreliable)
	"Hawaii County, HI"	"15001"	25	181506	13.8
	"Honolulu County, HI"	"15003"	87	933680	9.3
	"Ada County, ID"	"16001"	43	382618	11.2
	"Bannock County, ID"	"16005"	10	80609	12.4 (Unreliable)
	"Bonneville County, ID"	"16019"	16	100811	15.9 (Unreliable)
	"Canyon County, ID"	"16027"	12	184996	6.5 (Unreliable)
	"Kootenai County, ID"	"16055"	18	135627	13.3 (Unreliable)
	"Champaign County, IL"	"17019"	17	197570	8.6 (Unreliable)
	"Cook County, IL"	"17031"	544	5161831	10.5
	"DuPage County, IL"	"17043"	87	909798	9.6
	"Grundy County, IL"	"17063"	11	49166	22.4 (Unreliable)
	"Kane County, IL"	"17089"	27	504437	5.4
	"Kankakee County, IL"	"17091"	15	112658	13.3 (Unreliable)
	"Kendall County, IL"	"17093"	16	108559	14.7 (Unreliable)
	"Lake County, IL"	"17097"	84	697369	12.0
	"LaSalle County, IL"	"17099"	15	114171	13.1 (Unreliable)
	"Livingston County, IL"	"17105"	10	39071	25.6 (Unreliable)
	"McHenry County, IL"	"17111"	29	307246	9.4
	"McLean County, IL"	"17113"	18	166825	10.8 (Unreliable)
	"Macon County, IL"	"17115"	10	110588	9.0 (Unreliable)
	"Madison County, IL"	"17119"	40	268232	14.9
	"Peoria County, IL"	"17143"	29	184803	15.7
	"Rock Island County, IL"	"17161"	18	147501	12.2 (Unreliable)
	"St. Clair County, IL"	"17163"	29	266518	10.9
	"Sangamon County, IL"	"17167"	11	195094	5.6 (Unreliable)
	"Tazewell County, IL"	"17179"	19	133893	14.2 (Unreliable)
	"Vermilion County, IL"	"17183"	12	81930	14.6 (Unreliable)
	"Whiteside County, IL"	"17195"	11	58784	18.7 (Unreliable)
	"Will County, IL"	"17197"	63	671392	9.4
	"Williamson County, IL"	"17199"	14	65674	21.3 (Unreliable)
	"Winnebago County, IL"	"17201"	68	295726	23.0
	"Allen County, IN"	"18003"	31	351264	8.8
	"Bartholomew County, IN"	"18005"	16	76080	21.0 (Unreliable)
	"Clark County, IN"	"18019"	17	107406	15.8 (Unreliable)
	"Delaware County, IN"	"18035"	18	117007	15.4 (Unreliable)
	"Elkhart County, IN"	"18039"	22	197762	11.1
	"Floyd County, IN"	"18043"	11	73775	14.9 (Unreliable)
	"Hamilton County, IN"	"18057"	10	261974	3.8 (Unreliable)
	"Hancock County, IN"	"18059"	10	68107	14.7 (Unreliable)
	"Hendricks County, IN"	"18063"	14	140710	9.9 (Unreliable)
	"Henry County, IN"	"18065"	18	49420	36.4 (Unreliable)
	"Howard County, IN"	"18067"	21	83472	25.2
	"Johnson County, IN"	"18081"	17	136933	12.4 (Unreliable)
	"Lake County, IN"	"18089"	37	495479	7.5
	"Lawrence County, IN"	"18093"	12	46233	26.0 (Unreliable)
	"Madison County, IN"	"18095"	24	131537	18.2
	"Marion County, IN"	"18097"	148	889504	16.6
	"Monroe County, IN"	"18105"	22	134401	16.4
	"Morgan County, IN"	"18109"	13	68964	18.9 (Unreliable)
	"Porter County, IN"	"18127"	25	162538	15.4
	"St. Joseph County, IN"	"18141"	20	267282	7.5
	"Sullivan County, IN"	"18153"	12	21550	55.7 (Unreliable)
	"Tippecanoe County, IN"	"18157"	17	169039	10.1 (Unreliable)
	"Vanderburgh County, IN"	"18163"	45	178053	25.3
	"Vigo County, IN"	"18167"	13	106972	12.2 (Unreliable)
	"Wabash County, IN"	"18169"	10	33238	30.1 (Unreliable)
	"Warrick County, IN"	"18173"	10	58435	17.1 (Unreliable)
	"Wayne County, IN"	"18177"	12	69093	17.4 (Unreliable)
	"Linn County, IA"	"19113"	13	208558	6.2 (Unreliable)
	"Polk County, IA"	"19153"	42	419495	10.0
	"Scott County, IA"	"19163"	22	161824	13.6
	"Johnson County, KS"	"20091"	38	532175	7.1
	"Leavenworth County, KS"	"20103"	10	74560	13.4 (Unreliable)
	"Sedgwick County, KS"	"20173"	57	486077	11.7
	"Shawnee County, KS"	"20177"	18	175449	10.3 (Unreliable)
	"Wyandotte County, KS"	"20209"	21	155092	13.5
	"Bath County, KY"	"21011"	11	11647	94.4 (Unreliable)
	"Bell County, KY"	"21013"	14	28836	48.6 (Unreliable)
	"Boone County, KY"	"21015"	22	115262	19.1
	"Boyd County, KY"	"21019"	25	49244	50.8
	"Breathitt County, KY"	"21025"	10	14249	70.2 (Unreliable)
	"Campbell County, KY"	"21037"	21	88548	23.7
	"Carter County, KY"	"21043"	16	27752	57.7 (Unreliable)
	"Clark County, KY"	"21049"	15	35256	42.5 (Unreliable)
	"Daviess County, KY"	"21059"	15	95411	15.7 (Unreliable)
	"Fayette County, KY"	"21067"	33	287683	11.5
	"Floyd County, KY"	"21071"	15	39964	37.5 (Unreliable)
	"Greenup County, KY"	"21089"	11	37106	29.6 (Unreliable)
	"Henderson County, KY"	"21101"	10	46046	21.7 (Unreliable)
	"Hopkins County, KY"	"21107"	13	47051	27.6 (Unreliable)
	"Jefferson County, KY"	"21111"	94	730194	12.9
	"Jessamine County, KY"	"21113"	16	47429	33.7 (Unreliable)
	"Kenton County, KY"	"21117"	37	158258	23.4
	"Knox County, KY"	"21121"	17	31746	53.6 (Unreliable)
	"Laurel County, KY"	"21125"	10	58142	17.2 (Unreliable)
	"Madison County, KY"	"21151"	11	81521	13.5 (Unreliable)
	"Montgomery County, KY"	"21173"	13	25981	50.0 (Unreliable)
	"Perry County, KY"	"21193"	15	28686	52.3 (Unreliable)
	"Pike County, KY"	"21195"	28	65275	42.9
	"Warren County, KY"	"21227"	11	109803	10.0 (Unreliable)
	"Whitley County, KY"	"21235"	10	36163	27.7 (Unreliable)
	"Ascension Parish, LA"	"22005"	12	102891	11.7 (Unreliable)
	"Beauregard Parish, LA"	"22011"	12	34893	34.4 (Unreliable)
	"Bossier Parish, LA"	"22015"	16	113824	14.1 (Unreliable)
	"Caddo Parish, LA"	"22017"	22	251953	8.7
	"Calcasieu Parish, LA"	"22019"	33	188928	17.5
	"East Baton Rouge Parish, LA"	"22033"	32	433723	7.4
	"Jefferson Parish, LA"	"22051"	91	431759	21.1
	"Jefferson Davis Parish, LA"	"22053"	10	31497	31.7 (Unreliable)
	"Lafayette Parish, LA"	"22055"	27	215139	12.6
	"Lafourche Parish, LA"	"22057"	10	95603	10.5 (Unreliable)
	"Livingston Parish, LA"	"22063"	32	123962	25.8
	"Orleans Parish, LA"	"22071"	54	301842	17.9
	"Ouachita Parish, LA"	"22073"	19	151727	12.5 (Unreliable)
	"St. Bernard Parish, LA"	"22087"	21	28879	72.7
	"St. Charles Parish, LA"	"22089"	10	52516	19.0 (Unreliable)
	"St. Landry Parish, LA"	"22097"	17	84427	20.1 (Unreliable)
	"St. Mary Parish, LA"	"22101"	11	54352	20.2 (Unreliable)
	"St. Tammany Parish, LA"	"22103"	56	229252	24.4
	"Tangipahoa Parish, LA"	"22105"	23	118621	19.4
	"Terrebonne Parish, LA"	"22109"	16	111453	14.4 (Unreliable)
	"Androscoggin County, ME"	"23001"	13	108284	12.0 (Unreliable)
	"Cumberland County, ME"	"23005"	41	280681	14.6
	"Kennebec County, ME"	"23011"	14	122147	11.5 (Unreliable)
	"Penobscot County, ME"	"23019"	24	153372	15.6
	"York County, ME"	"23031"	26	197650	13.2
	"Allegany County, MD"	"24001"	11	74638	14.7 (Unreliable)
	"Anne Arundel County, MD"	"24003"	76	525304	14.5
	"Baltimore County, MD"	"24005"	133	798651	16.7
	"Carroll County, MD"	"24013"	21	167433	12.5
	"Cecil County, MD"	"24015"	15	100232	15.0 (Unreliable)
	"Charles County, MD"	"24017"	16	143783	11.1 (Unreliable)
	"Frederick County, MD"	"24021"	16	229286	7.0 (Unreliable)
	"Harford County, MD"	"24025"	39	242779	16.1
	"Howard County, MD"	"24027"	16	278405	5.7 (Unreliable)
	"Montgomery County, MD"	"24031"	51	942748	5.4
	"Prince George's County, MD"	"24033"	52	850167	6.1
	"St. Mary's County, MD"	"24037"	11	101921	10.8 (Unreliable)
	"Washington County, MD"	"24043"	21	146674	14.3
	"Wicomico County, MD"	"24045"	10	97111	10.3 (Unreliable)
	"Worcester County, MD"	"24047"	12	51196	23.4 (Unreliable)
	"Baltimore city, MD"	"24510"	155	620184	25.0
	"Barnstable County, MA"	"25001"	29	217066	13.4
	"Berkshire County, MA"	"25003"	10	131372	7.6 (Unreliable)
	"Bristol County, MA"	"25005"	99	546456	18.1
	"Essex County, MA"	"25009"	86	734361	11.7
	"Hampden County, MA"	"25013"	52	462053	11.3
	"Hampshire County, MA"	"25015"	15	157615	9.5 (Unreliable)
	"Middlesex County, MA"	"25017"	153	1477049	10.4
	"Norfolk County, MA"	"25021"	83	661703	12.5
	"Plymouth County, MA"	"25023"	58	490371	11.8
	"Suffolk County, MA"	"25025"	97	702201	13.8
	"Worcester County, MA"	"25027"	100	790847	12.6
	"Allegan County, MI"	"26005"	13	111589	11.6 (Unreliable)
	"Bay County, MI"	"26017"	21	108320	19.4
	"Berrien County, MI"	"26021"	19	157380	12.1 (Unreliable)
	"Calhoun County, MI"	"26025"	25	137313	18.2
	"Eaton County, MI"	"26045"	10	108021	9.3 (Unreliable)
	"Genesee County, MI"	"26049"	86	433082	19.9
	"Ingham County, MI"	"26065"	25	281315	8.9
	"Ionia County, MI"	"26067"	10	65167	15.3 (Unreliable)
	"Kalamazoo County, MI"	"26077"	26	246862	10.5
	"Kent County, MI"	"26081"	60	599234	10.0
	"Livingston County, MI"	"26093"	25	181171	13.8
	"Macomb County, MI"	"26099"	178	837857	21.2
	"Monroe County, MI"	"26115"	24	152806	15.7
	"Muskegon County, MI"	"26121"	23	173846	13.2
	"Oakland County, MI"	"26125"	76	1199545	6.3
	"Ottawa County, MI"	"26139"	21	261906	8.0
	"Saginaw County, MI"	"26145"	32	201966	15.8
	"St. Clair County, MI"	"26147"	32	165959	19.3
	"Shiawassee County, MI"	"26155"	16	71523	22.4 (Unreliable)
	"Van Buren County, MI"	"26159"	17	76501	22.2 (Unreliable)
	"Washtenaw County, MI"	"26161"	29	341595	8.5
	"Wayne County, MI"	"26163"	269	1865058	14.4
	"Anoka County, MN"	"27003"	20	327427	6.1
	"Dakota County, MN"	"27037"	30	393900	7.6
	"Hennepin County, MN"	"27053"	104	1135173	9.2
	"Ramsey County, MN"	"27123"	61	502890	12.1
	"St. Louis County, MN"	"27137"	12	199745	6.0 (Unreliable)
	"Sherburne County, MN"	"27141"	12	87495	13.7 (Unreliable)
	"Washington County, MN"	"27163"	15	233306	6.4 (Unreliable)
	"DeSoto County, MS"	"28033"	18	156214	11.5 (Unreliable)
	"Hancock County, MS"	"28045"	11	42764	25.7 (Unreliable)
	"Harrison County, MS"	"28047"	35	182735	19.2
	"Hinds County, MS"	"28049"	11	244695	4.5 (Unreliable)
	"Jackson County, MS"	"28059"	25	137791	18.1
	"Lee County, MS"	"28081"	12	81501	14.7 (Unreliable)
	"Pearl River County, MS"	"28109"	16	56538	28.3 (Unreliable)
	"Rankin County, MS"	"28121"	17	139136	12.2 (Unreliable)
	"Boone County, MO"	"29019"	22	158089	13.9
	"Cass County, MO"	"29037"	17	98095	17.3 (Unreliable)
	"Clay County, MO"	"29047"	25	215142	11.6
	"Franklin County, MO"	"29071"	20	101149	19.8
	"Greene County, MO"	"29077"	72	270901	26.6
	"Jackson County, MO"	"29095"	81	665427	12.2
	"Jasper County, MO"	"29097"	18	115144	15.6 (Unreliable)
	"Jefferson County, MO"	"29099"	27	216409	12.5
	"Platte County, MO"	"29165"	11	87003	12.6 (Unreliable)
	"Pulaski County, MO"	"29169"	10	48300	20.7 (Unreliable)
	"St. Charles County, MO"	"29183"	37	351179	10.5
	"St. Francois County, MO"	"29187"	11	64280	17.1 (Unreliable)
	"St. Louis County, MO"	"29189"	108	998331	10.8
	"Webster County, MO"	"29225"	10	35938	27.8 (Unreliable)
	"St. Louis city, MO"	"29510"	59	317955	18.6
	"Cascade County, MT"	"30013"	14	80529	17.4 (Unreliable)
	"Flathead County, MT"	"30029"	16	90260	17.7 (Unreliable)
	"Lewis and Clark County, MT"	"30049"	11	61747	17.8 (Unreliable)
	"Missoula County, MT"	"30063"	22	107747	20.4
	"Yellowstone County, MT"	"30111"	14	144255	9.7 (Unreliable)
	"Douglas County, NE"	"31055"	34	504547	6.7
	"Lancaster County, NE"	"31109"	16	279605	5.7 (Unreliable)
	"Clark County, NV"	"32003"	364	1912349	19.0
	"Douglas County, NV"	"32005"	13	47270	27.5 (Unreliable)
	"Nye County, NV"	"32023"	13	44367	29.3 (Unreliable)
	"Washoe County, NV"	"32031"	93	414793	22.4
	"Belknap County, NH"	"33001"	11	60239	18.3 (Unreliable)
	"Hillsborough County, NH"	"33011"	41	399556	10.3
	"Merrimack County, NH"	"33013"	18	147170	12.2 (Unreliable)
	"Rockingham County, NH"	"33015"	28	294996	9.5
	"Strafford County, NH"	"33017"	11	122460	9.0 (Unreliable)
	"Atlantic County, NJ"	"34001"	38	273014	13.9
	"Bergen County, NJ"	"34003"	62	895328	6.9
	"Burlington County, NJ"	"34005"	38	446831	8.5
	"Camden County, NJ"	"34007"	89	513853	17.3
	"Cape May County, NJ"	"34009"	12	97550	12.3 (Unreliable)
	"Essex County, NJ"	"34013"	56	778165	7.2
	"Gloucester County, NJ"	"34015"	44	286072	15.4
	"Hudson County, NJ"	"34017"	44	619533	7.1
	"Hunterdon County, NJ"	"34019"	12	128449	9.3 (Unreliable)
	"Mercer County, NJ"	"34021"	16	364119	4.4 (Unreliable)
	"Middlesex County, NJ"	"34023"	59	799191	7.4
	"Monmouth County, NJ"	"34025"	43	627348	6.9
	"Morris County, NJ"	"34027"	37	489743	7.6
	"Ocean County, NJ"	"34029"	51	569485	9.0
	"Passaic County, NJ"	"34031"	36	494904	7.3
	"Somerset County, NJ"	"34035"	13	318856	4.1 (Unreliable)
	"Union County, NJ"	"34039"	26	527528	4.9
	"Bernalillo County, NM"	"35001"	219	646879	33.9
	"Chaves County, NM"	"35005"	12	64378	18.6 (Unreliable)
	"Dona Ana County, NM"	"35013"	34	200855	16.9
	"Eddy County, NM"	"35015"	16	52566	30.4 (Unreliable)
	"Grant County, NM"	"35017"	13	29921	43.4 (Unreliable)
	"Lea County, NM"	"35025"	10	62737	15.9 (Unreliable)
	"McKinley County, NM"	"35031"	11	70449	15.6 (Unreliable)
	"Otero County, NM"	"35035"	13	62498	20.8 (Unreliable)
	"Rio Arriba County, NM"	"35039"	29	40008	72.5
	"Sandoval County, NM"	"35043"	24	125368	19.1
	"San Juan County, NM"	"35045"	18	126905	14.2 (Unreliable)
	"Santa Fe County, NM"	"35049"	39	141704	27.5
	"Taos County, NM"	"35055"	10	32467	30.8 (Unreliable)
	"Valencia County, NM"	"35061"	15	74879	20.0 (Unreliable)
	"Albany County, NY"	"36001"	30	303739	9.9
	"Bronx County, NY"	"36005"	137	1363488	10.0
	"Broome County, NY"	"36007"	15	201029	7.5 (Unreliable)
	"Chautauqua County, NY"	"36013"	17	135229	12.6 (Unreliable)
	"Chemung County, NY"	"36015"	10	88503	11.3 (Unreliable)
	"Clinton County, NY"	"36019"	10	82401	12.1 (Unreliable)
	"Dutchess County, NY"	"36027"	38	296267	12.8
	"Erie County, NY"	"36029"	88	920571	9.6
	"Kings County, NY"	"36047"	186	2460361	7.6
	"Monroe County, NY"	"36055"	62	741018	8.4
	"Nassau County, NY"	"36059"	133	1325129	10.0
	"New York County, NY"	"36061"	139	1587022	8.8
	"Niagara County, NY"	"36063"	30	215793	13.9
	"Onondaga County, NY"	"36067"	58	463472	12.5
	"Orange County, NY"	"36071"	38	370201	10.3
	"Oswego County, NY"	"36075"	10	122366	8.2 (Unreliable)
	"Queens County, NY"	"36081"	130	2193623	5.9
	"Richmond County, NY"	"36085"	56	463701	12.1
	"Rockland County, NY"	"36087"	22	305413	7.2
	"Saratoga County, NY"	"36091"	16	217282	7.4 (Unreliable)
	"Schenectady County, NY"	"36093"	10	153360	6.5 (Unreliable)
	"Suffolk County, NY"	"36103"	193	1480218	13.0
	"Sullivan County, NY"	"36105"	16	77755	20.6 (Unreliable)
	"Ulster County, NY"	"36111"	17	183174	9.3 (Unreliable)
	"Westchester County, NY"	"36119"	71	937449	7.6
	"Alamance County, NC"	"37001"	25	147704	16.9
	"Brunswick County, NC"	"37019"	18	103257	17.4 (Unreliable)
	"Buncombe County, NC"	"37021"	28	233772	12.0
	"Burke County, NC"	"37023"	26	90788	28.6
	"Cabarrus County, NC"	"37025"	26	171915	15.1
	"Caldwell County, NC"	"37027"	20	82527	24.2
	"Carteret County, NC"	"37031"	14	64700	21.6 (Unreliable)
	"Catawba County, NC"	"37035"	26	153848	16.9
	"Cleveland County, NC"	"37045"	25	98155	25.5
	"Columbus County, NC"	"37047"	10	56503	17.7 (Unreliable)
	"Craven County, NC"	"37049"	17	99423	17.1 (Unreliable)
	"Cumberland County, NC"	"37051"	37	311800	11.9
	"Davidson County, NC"	"37057"	30	161520	18.6
	"Durham County, NC"	"37063"	29	259356	11.2
	"Forsyth County, NC"	"37067"	42	344330	12.2
	"Gaston County, NC"	"37071"	38	204454	18.6
	"Guilford County, NC"	"37081"	38	477809	8.0
	"Harnett County, NC"	"37085"	16	108752	14.7 (Unreliable)
	"Haywood County, NC"	"37087"	13	58811	22.1 (Unreliable)
	"Henderson County, NC"	"37089"	20	104289	19.2
	"Iredell County, NC"	"37097"	18	156204	11.5 (Unreliable)
	"Lincoln County, NC"	"37109"	11	76143	14.4 (Unreliable)
