"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Kings County, CA"	"06031"	14	151895	9.2 (Unreliable)
	"Lake County, CA"	"06033"	34	64242	52.9
	"Lassen County, CA"	"06035"	13	34288	37.9 (Unreliable)
	"Los Angeles County, CA"	"06037"	684	9888476	6.9
	"Madera County, CA"	"06039"	24	151962	15.8
	"Marin County, CA"	"06041"	21	255457	8.2
	"Mendocino County, CA"	"06045"	17	87442	19.4 (Unreliable)
	"Merced County, CA"	"06047"	34	259678	13.1
	"Monterey County, CA"	"06053"	47	421157	11.2
	"Napa County, CA"	"06055"	18	137940	13.0 (Unreliable)
	"Nevada County, CA"	"06057"	14	98772	14.2 (Unreliable)
	"Orange County, CA"	"06059"	319	3053884	10.4
	"Placer County, CA"	"06061"	26	356783	7.3
	"Riverside County, CA"	"06065"	254	2236146	11.4
	"Sacramento County, CA"	"06067"	213	1435002	14.8
	"San Bernardino County, CA"	"06071"	111	2062945	5.4
	"San Diego County, CA"	"06073"	415	3140692	13.2
	"San Francisco County, CA"	"06075"	194	815672	23.8
	"San Joaquin County, CA"	"06077"	134	694943	19.3
	"San Luis Obispo County, CA"	"06079"	42	271176	15.5
	"San Mateo County, CA"	"06081"	66	728919	9.1
	"Santa Barbara County, CA"	"06083"	42	425998	9.9
	"Santa Clara County, CA"	"06085"	144	1812868	7.9
	"Santa Cruz County, CA"	"06087"	56	264896	21.1
	"Shasta County, CA"	"06089"	53	177963	29.8
	"Siskiyou County, CA"	"06093"	12	44673	26.9 (Unreliable)
	"Solano County, CA"	"06095"	58	416486	13.9
	"Sonoma County, CA"	"06097"	50	487641	10.3
	"Stanislaus County, CA"	"06099"	82	518073	15.8
	"Sutter County, CA"	"06101"	14	94614	14.8 (Unreliable)
	"Tehama County, CA"	"06103"	13	63254	20.6 (Unreliable)
	"Tulare County, CA"	"06107"	34	447384	7.6
	"Tuolumne County, CA"	"06109"	14	54749	25.6 (Unreliable)
	"Ventura County, CA"	"06111"	111	830707	13.4
	"Yolo County, CA"	"06113"	20	202167	9.9
	"Adams County, CO"	"08001"	93	452040	20.6
	"Arapahoe County, CO"	"08005"	82	585836	14.0
	"Boulder County, CO"	"08013"	40	300597	13.3
	"Denver County, CO"	"08031"	163	619281	26.3
	"Douglas County, CO"	"08035"	28	292607	9.6
	"El Paso County, CO"	"08041"	99	636901	15.5
	"Garfield County, CO"	"08045"	11	55964	19.7 (Unreliable)
	"Jefferson County, CO"	"08059"	73	539865	13.5
	"Larimer County, CO"	"08069"	53	305267	17.4
	"Mesa County, CO"	"08077"	33	147172	22.4
	"Pueblo County, CO"	"08101"	32	159785	20.0
	"Weld County, CO"	"08123"	34	258629	13.1
	"Fairfield County, CT"	"09001"	70	928890	7.5
	"Hartford County, CT"	"09003"	95	897057	10.6
	"Litchfield County, CT"	"09005"	16	188968	8.5 (Unreliable)
	"Middlesex County, CT"	"09007"	22	166225	13.2
	"New Haven County, CT"	"09009"	130	864009	15.0
	"New London County, CT"	"09011"	39	273226	14.3
	"Tolland County, CT"	"09013"	13	153093	8.5 (Unreliable)
	"Windham County, CT"	"09015"	17	118425	14.4 (Unreliable)
	"Kent County, DE"	"10001"	33	165258	20.0
	"New Castle County, DE"	"10003"	88	542308	16.2
	"Sussex County, DE"	"10005"	39	200358	19.5
	"District of Columbia, DC"	"11001"	86	620477	13.9
	"Alachua County, FL"	"12001"	25	249722	10.0
	"Bay County, FL"	"12005"	12	169647	7.1 (Unreliable)
	"Brevard County, FL"	"12009"	125	544456	23.0
	"Broward County, FL"	"12011"	242	1787889	13.5
	"Charlotte County, FL"	"12015"	11	159671	6.9 (Unreliable)
	"Citrus County, FL"	"12017"	37	139841	26.5
	"Clay County, FL"	"12019"	27	192375	14.0
	"Collier County, FL"	"12021"	44	327541	13.4
	"Duval County, FL"	"12031"	149	872480	17.1
	"Escambia County, FL"	"12033"	34	299698	11.3
	"Flagler County, FL"	"12035"	18	97412	18.5 (Unreliable)
	"Hernando County, FL"	"12053"	41	172909	23.7
	"Highlands County, FL"	"12055"	21	98308	21.4
	"Hillsborough County, FL"	"12057"	245	1271205	19.3
	"Indian River County, FL"	"12061"	25	139027	18.0
	"Lake County, FL"	"12069"	43	299926	14.3
	"Lee County, FL"	"12071"	96	630543	15.2
	"Leon County, FL"	"12073"	15	278362	5.4 (Unreliable)
	"Manatee County, FL"	"12081"	75	327373	22.9
	"Marion County, FL"	"12083"	52	332429	15.6
	"Martin County, FL"	"12085"	28	147694	19.0
	"Miami-Dade County, FL"	"12086"	123	2573361	4.8
	"Monroe County, FL"	"12087"	24	74096	32.4
	"Nassau County, FL"	"12089"	13	74162	17.5 (Unreliable)
	"Okaloosa County, FL"	"12091"	22	183245	12.0
	"Okeechobee County, FL"	"12093"	13	39449	33.0 (Unreliable)
	"Orange County, FL"	"12095"	151	1169806	12.9
	"Osceola County, FL"	"12097"	40	278906	14.3
	"Palm Beach County, FL"	"12099"	211	1336175	15.8
	"Pasco County, FL"	"12101"	150	466672	32.1
	"Pinellas County, FL"	"12103"	251	917879	27.3
	"Polk County, FL"	"12105"	114	609669	18.7
	"Putnam County, FL"	"12107"	19	73688	25.8 (Unreliable)
	"St. Johns County, FL"	"12109"	22	196050	11.2
	"St. Lucie County, FL"	"12111"	48	280907	17.1
	"Santa Rosa County, FL"	"12113"	25	155739	16.1
	"Sarasota County, FL"	"12115"	85	381666	22.3
	"Seminole County, FL"	"12117"	60	427064	14.0
	"Volusia County, FL"	"12127"	90	494523	18.2
	"Bartow County, GA"	"13015"	19	100297	18.9 (Unreliable)
	"Bibb County, GA"	"13021"	20	155781	12.8
	"Camden County, GA"	"13039"	10	50323	19.9 (Unreliable)
	"Carroll County, GA"	"13045"	25	110706	22.6
	"Catoosa County, GA"	"13047"	10	64864	15.4 (Unreliable)
	"Chatham County, GA"	"13051"	25	271863	9.2
	"Cherokee County, GA"	"13057"	24	217737	11.0
	"Clarke County, GA"	"13059"	15	118450	12.7 (Unreliable)
	"Clayton County, GA"	"13063"	22	262721	8.4
	"Cobb County, GA"	"13067"	77	697552	11.0
	"Columbia County, GA"	"13073"	11	128767	8.5 (Unreliable)
	"Coweta County, GA"	"13077"	15	129429	11.6 (Unreliable)
	"DeKalb County, GA"	"13089"	46	698342	6.6
	"Douglas County, GA"	"13097"	15	133275	11.3 (Unreliable)
	"Fayette County, GA"	"13113"	11	107208	10.3 (Unreliable)
	"Floyd County, GA"	"13115"	15	96214	15.6 (Unreliable)
	"Forsyth County, GA"	"13117"	28	182351	15.4
	"Fulton County, GA"	"13121"	98	949323	10.3
	"Gordon County, GA"	"13129"	13	55472	23.4 (Unreliable)
	"Gwinnett County, GA"	"13135"	46	824537	5.6
	"Hall County, GA"	"13139"	25	182878	13.7
	"Henry County, GA"	"13151"	33	207039	15.9
	"Jackson County, GA"	"13157"	11	60544	18.2 (Unreliable)
	"Murray County, GA"	"13213"	16	39433	40.6 (Unreliable)
	"Muscogee County, GA"	"13215"	21	195400	10.7
	"Newton County, GA"	"13217"	15	100565	14.9 (Unreliable)
	"Paulding County, GA"	"13223"	22	143819	15.3
	"Richmond County, GA"	"13245"	25	200509	12.5
	"Rockdale County, GA"	"13247"	11	85532	12.9 (Unreliable)
	"Troup County, GA"	"13285"	14	67719	20.7 (Unreliable)
	"Walker County, GA"	"13295"	12	68610	17.5 (Unreliable)
	"Whitfield County, GA"	"13313"	15	103075	14.6 (Unreliable)
	"Hawaii County, HI"	"15001"	23	186933	12.3
	"Honolulu County, HI"	"15003"	115	966279	11.9
	"Maui County, HI"	"15009"	38	156759	24.2
	"Ada County, ID"	"16001"	51	401118	12.7
	"Bannock County, ID"	"16005"	17	83584	20.3 (Unreliable)
	"Bonneville County, ID"	"16019"	14	105832	13.2 (Unreliable)
	"Canyon County, ID"	"16027"	20	191376	10.5
	"Kootenai County, ID"	"16055"	12	141025	8.5 (Unreliable)
	"Twin Falls County, ID"	"16083"	17	78050	21.8 (Unreliable)
	"Champaign County, IL"	"17019"	24	202688	11.8
	"Cook County, IL"	"17031"	503	5214682	9.6
	"DeKalb County, IL"	"17037"	11	104364	10.5 (Unreliable)
	"DuPage County, IL"	"17043"	88	924245	9.5
	"Kane County, IL"	"17089"	50	519723	9.6
	"Kankakee County, IL"	"17091"	15	113518	13.2 (Unreliable)
	"Kendall County, IL"	"17093"	11	116856	9.4 (Unreliable)
	"Lake County, IL"	"17097"	87	700893	12.4
	"LaSalle County, IL"	"17099"	26	113671	22.9
	"McHenry County, IL"	"17111"	33	307820	10.7
	"McLean County, IL"	"17113"	14	170789	8.2 (Unreliable)
	"Madison County, IL"	"17119"	55	268552	20.5
	"Peoria County, IL"	"17143"	35	186624	18.8
	"Rock Island County, IL"	"17161"	17	147411	11.5 (Unreliable)
	"St. Clair County, IL"	"17163"	37	270001	13.7
	"Sangamon County, IL"	"17167"	24	198905	12.1
	"Tazewell County, IL"	"17179"	18	135776	13.3 (Unreliable)
	"Will County, IL"	"17197"	79	680501	11.6
	"Williamson County, IL"	"17199"	13	66741	19.5 (Unreliable)
	"Winnebago County, IL"	"17201"	39	293620	13.3
	"Allen County, IN"	"18003"	32	358759	8.9
	"Clark County, IN"	"18019"	30	111538	26.9
	"Dearborn County, IN"	"18029"	13	50002	26.0 (Unreliable)
	"Delaware County, IN"	"18035"	20	117872	17.0
	"Elkhart County, IN"	"18039"	19	198495	9.6 (Unreliable)
	"Floyd County, IN"	"18043"	14	75030	18.7 (Unreliable)
	"Grant County, IN"	"18053"	19	69702	27.3 (Unreliable)
	"Hamilton County, IN"	"18057"	22	283302	7.8
	"Hendricks County, IN"	"18063"	19	148646	12.8 (Unreliable)
	"Howard County, IN"	"18067"	22	82856	26.6
	"Johnson County, IN"	"18081"	19	141754	13.4 (Unreliable)
	"Lake County, IN"	"18089"	23	494729	4.6
	"La Porte County, IN"	"18091"	24	111202	21.6
	"Madison County, IN"	"18095"	44	131015	33.6
	"Marion County, IN"	"18097"	157	910861	17.2
	"Marshall County, IN"	"18099"	10	46951	21.3 (Unreliable)
	"Monroe County, IN"	"18105"	19	140196	13.6 (Unreliable)
	"Montgomery County, IN"	"18107"	12	38324	31.3 (Unreliable)
	"Morgan County, IN"	"18109"	12	69191	17.3 (Unreliable)
	"Porter County, IN"	"18127"	24	165519	14.5
	"St. Joseph County, IN"	"18141"	42	266710	15.7
	"Scott County, IN"	"18143"	17	23925	71.1 (Unreliable)
	"Starke County, IN"	"18149"	10	23206	43.1 (Unreliable)
	"Tippecanoe County, IN"	"18157"	25	175513	14.2
	"Vanderburgh County, IN"	"18163"	52	180372	28.8
	"Vigo County, IN"	"18167"	19	108296	17.5 (Unreliable)
	"Wayne County, IN"	"18177"	15	68663	21.8 (Unreliable)
	"Linn County, IA"	"19113"	22	214022	10.3
	"Polk County, IA"	"19153"	57	437807	13.0
	"Pottawattamie County, IA"	"19155"	11	93450	11.8 (Unreliable)
	"Scott County, IA"	"19163"	28	167046	16.8
	"Woodbury County, IA"	"19193"	10	102649	9.7 (Unreliable)
	"Douglas County, KS"	"20045"	12	112424	10.7 (Unreliable)
	"Johnson County, KS"	"20091"	44	552855	8.0
	"Leavenworth County, KS"	"20103"	13	77102	16.9 (Unreliable)
	"Sedgwick County, KS"	"20173"	58	500900	11.6
	"Shawnee County, KS"	"20177"	26	178908	14.5
	"Wyandotte County, KS"	"20209"	18	157973	11.4 (Unreliable)
	"Bell County, KY"	"21013"	17	28635	59.4 (Unreliable)
	"Boone County, KY"	"21015"	22	121449	18.1
	"Boyd County, KY"	"21019"	12	49409	24.3 (Unreliable)
	"Bullitt County, KY"	"21029"	13	75298	17.3 (Unreliable)
	"Campbell County, KY"	"21037"	34	90976	37.4
	"Clark County, KY"	"21049"	13	35466	36.7 (Unreliable)
	"Clay County, KY"	"21051"	25	21616	115.7
	"Daviess County, KY"	"21059"	11	97237	11.3 (Unreliable)
	"Fayette County, KY"	"21067"	57	301272	18.9
	"Floyd County, KY"	"21071"	38	39813	95.4
	"Grayson County, KY"	"21085"	12	25789	46.5 (Unreliable)
	"Hardin County, KY"	"21093"	11	107498	10.2 (Unreliable)
	"Harlan County, KY"	"21095"	11	29172	37.7 (Unreliable)
	"Hopkins County, KY"	"21107"	10	46879	21.3 (Unreliable)
	"Jefferson County, KY"	"21111"	143	746240	19.2
	"Johnson County, KY"	"21115"	19	23448	81.0 (Unreliable)
	"Kenton County, KY"	"21117"	58	160401	36.2
	"Knox County, KY"	"21121"	23	32086	71.7
	"Laurel County, KY"	"21125"	21	59368	35.4
	"Letcher County, KY"	"21133"	20	24432	81.9
	"McCracken County, KY"	"21145"	14	65779	21.3 (Unreliable)
	"Madison County, KY"	"21151"	18	84842	21.2 (Unreliable)
	"Perry County, KY"	"21193"	19	28740	66.1 (Unreliable)
	"Pike County, KY"	"21195"	36	64950	55.4
	"Pulaski County, KY"	"21199"	15	63435	23.6 (Unreliable)
	"Warren County, KY"	"21227"	20	115558	17.3
	"Whitley County, KY"	"21235"	15	35656	42.1 (Unreliable)
	"Acadia Parish, LA"	"22001"	16	61775	25.9 (Unreliable)
	"Ascension Parish, LA"	"22005"	11	110039	10.0 (Unreliable)
	"Caddo Parish, LA"	"22017"	29	257005	11.3
	"Calcasieu Parish, LA"	"22019"	24	193825	12.4
	"East Baton Rouge Parish, LA"	"22033"	26	441268	5.9
	"Iberia Parish, LA"	"22045"	10	73542	13.6 (Unreliable)
	"Jefferson Parish, LA"	"22051"	87	433983	20.0
	"Lafayette Parish, LA"	"22055"	29	224297	12.9
	"Lafourche Parish, LA"	"22057"	16	96988	16.5 (Unreliable)
	"Livingston Parish, LA"	"22063"	37	130221	28.4
	"Orleans Parish, LA"	"22071"	43	360840	11.9
	"Ouachita Parish, LA"	"22073"	10	154623	6.5 (Unreliable)
	"Rapides Parish, LA"	"22079"	20	132047	15.1
	"St. Tammany Parish, LA"	"22103"	48	236832	20.3
	"Tangipahoa Parish, LA"	"22105"	21	122629	17.1
	"Terrebonne Parish, LA"	"22109"	21	111667	18.8
	"Androscoggin County, ME"	"23001"	14	107394	13.0 (Unreliable)
	"Aroostook County, ME"	"23003"	14	71362	19.6 (Unreliable)
	"Cumberland County, ME"	"23005"	27	282767	9.5
	"Kennebec County, ME"	"23011"	16	121787	13.1 (Unreliable)
	"Penobscot County, ME"	"23019"	21	153814	13.7
	"York County, ME"	"23031"	23	198223	11.6
	"Allegany County, MD"	"24001"	16	74586	21.5 (Unreliable)
	"Anne Arundel County, MD"	"24003"	85	545017	15.6
	"Baltimore County, MD"	"24005"	119	813169	14.6
	"Calvert County, MD"	"24009"	15	89291	16.8 (Unreliable)
	"Caroline County, MD"	"24011"	13	32912	39.5 (Unreliable)
	"Carroll County, MD"	"24013"	17	167238	10.2 (Unreliable)
	"Cecil County, MD"	"24015"	33	101635	32.5
	"Charles County, MD"	"24017"	18	149282	12.1 (Unreliable)
	"Frederick County, MD"	"24021"	30	237322	12.6
	"Harford County, MD"	"24025"	41	246704	16.6
	"Howard County, MD"	"24027"	25	293898	8.5
	"Montgomery County, MD"	"24031"	44	992928	4.4
	"Prince George's County, MD"	"24033"	48	874983	5.5
	"Washington County, MD"	"24043"	22	148827	14.8
	"Wicomico County, MD"	"24045"	13	100113	13.0 (Unreliable)
	"Baltimore city, MD"	"24510"	140	620815	22.6
	"Barnstable County, MA"	"25001"	26	215372	12.1
	"Berkshire County, MA"	"25003"	19	130515	14.6 (Unreliable)
	"Bristol County, MA"	"25005"	103	549400	18.7
	"Essex County, MA"	"25009"	78	751507	10.4
	"Hampden County, MA"	"25013"	65	465973	13.9
	"Hampshire County, MA"	"25015"	12	160134	7.5 (Unreliable)
	"Middlesex County, MA"	"25017"	171	1523717	11.2
	"Norfolk County, MA"	"25021"	77	678262	11.4
	"Plymouth County, MA"	"25023"	80	498268	16.1
	"Suffolk County, MA"	"25025"	98	736602	13.3
	"Worcester County, MA"	"25027"	119	803752	14.8
	"Bay County, MI"	"26017"	26	107498	24.2
	"Berrien County, MI"	"26021"	22	156518	14.1
	"Calhoun County, MI"	"26025"	31	135245	22.9
	"Cass County, MI"	"26027"	14	52459	26.7 (Unreliable)
	"Eaton County, MI"	"26045"	10	107869	9.3 (Unreliable)
	"Genesee County, MI"	"26049"	89	421773	21.1
	"Grand Traverse County, MI"	"26055"	14	88169	15.9 (Unreliable)
	"Ingham County, MI"	"26065"	39	282034	13.8
	"Kalamazoo County, MI"	"26077"	37	252480	14.7
	"Kent County, MI"	"26081"	60	608076	9.9
	"Lapeer County, MI"	"26087"	13	88066	14.8 (Unreliable)
	"Livingston County, MI"	"26093"	18	182380	9.9 (Unreliable)
	"Macomb County, MI"	"26099"	211	843299	25.0
	"Manistee County, MI"	"26101"	12	24734	48.5 (Unreliable)
	"Midland County, MI"	"26111"	11	83755	13.1 (Unreliable)
	"Monroe County, MI"	"26115"	20	151513	13.2
	"Muskegon County, MI"	"26121"	31	169979	18.2
	"Oakland County, MI"	"26125"	76	1211103	6.3
	"Ottawa County, MI"	"26139"	30	266387	11.3
	"Saginaw County, MI"	"26145"	29	198838	14.6
	"St. Clair County, MI"	"26147"	38	161530	23.5
	"Shiawassee County, MI"	"26155"	15	69952	21.4 (Unreliable)
	"Van Buren County, MI"	"26159"	12	75913	15.8 (Unreliable)
	"Washtenaw County, MI"	"26161"	36	349071	10.3
	"Wayne County, MI"	"26163"	278	1800915	15.4
	"Anoka County, MN"	"27003"	40	332838	12.0
	"Clay County, MN"	"27027"	10	59950	16.7 (Unreliable)
	"Dakota County, MN"	"27037"	39	401969	9.7
	"Hennepin County, MN"	"27053"	123	1169416	10.5
	"Olmsted County, MN"	"27109"	11	145932	7.5 (Unreliable)
	"Ramsey County, MN"	"27123"	63	515954	12.2
	"St. Louis County, MN"	"27137"	21	200323	10.5
	"Stearns County, MN"	"27145"	14	151310	9.3 (Unreliable)
	"Washington County, MN"	"27163"	23	241559	9.5
	"DeSoto County, MS"	"28033"	14	163984	8.5 (Unreliable)
	"Harrison County, MS"	"28047"	43	190942	22.5
	"Jackson County, MS"	"28059"	30	140034	21.4
	"Rankin County, MS"	"28121"	27	144085	18.7
	"Boone County, MO"	"29019"	22	166030	13.3
	"Butler County, MO"	"29023"	16	42989	37.2 (Unreliable)
	"Cape Girardeau County, MO"	"29031"	11	76674	14.3 (Unreliable)
	"Cass County, MO"	"29037"	14	99999	14.0 (Unreliable)
	"Christian County, MO"	"29043"	11	78694	14.0 (Unreliable)
	"Clay County, MO"	"29047"	22	225083	9.8
	"Franklin County, MO"	"29071"	27	101615	26.6
	"Greene County, MO"	"29077"	64	277402	23.1
	"Jackson County, MO"	"29095"	92	675185	13.6
	"Jasper County, MO"	"29097"	17	117839	14.4 (Unreliable)
	"Jefferson County, MO"	"29099"	53	219724	24.1
	"Newton County, MO"	"29145"	10	58828	17.0 (Unreliable)
	"Phelps County, MO"	"29161"	17	45185	37.6 (Unreliable)
	"Pulaski County, MO"	"29169"	14	53273	26.3 (Unreliable)
	"St. Charles County, MO"	"29183"	62	365262	17.0
	"St. Francois County, MO"	"29187"	17	65575	25.9 (Unreliable)
	"St. Louis County, MO"	"29189"	161	998999	16.1
	"St. Louis city, MO"	"29510"	91	319144	28.5
	"Cascade County, MT"	"30013"	11	81784	13.5 (Unreliable)
	"Lewis and Clark County, MT"	"30049"	16	64263	24.9 (Unreliable)
	"Missoula County, MT"	"30063"	11	110169	10.0 (Unreliable)
	"Yellowstone County, MT"	"30111"	24	149845	16.0
	"Douglas County, NE"	"31055"	51	524557	9.7
	"Lancaster County, NE"	"31109"	20	289945	6.9
	"Sarpy County, NE"	"31153"	16	162674	9.8 (Unreliable)
	"Clark County, NV"	"32003"	456	1966295	23.2
	"Douglas County, NV"	"32005"	10	47031	21.3 (Unreliable)
	"Nye County, NV"	"32023"	13	44043	29.5 (Unreliable)
	"Washoe County, NV"	"32031"	120	424885	28.2
	"Carson City, NV"	"32510"	10	54738	18.3 (Unreliable)
	"Belknap County, NH"	"33001"	11	60240	18.3 (Unreliable)
	"Cheshire County, NH"	"33005"	17	76915	22.1 (Unreliable)
	"Hillsborough County, NH"	"33011"	73	401774	18.2
	"Merrimack County, NH"	"33013"	16	146733	10.9 (Unreliable)
	"Rockingham County, NH"	"33015"	45	296001	15.2
	"Strafford County, NH"	"33017"	17	124053	13.7 (Unreliable)
	"Atlantic County, NJ"	"34001"	59	275017	21.5
	"Bergen County, NJ"	"34003"	75	913717	8.2
	"Burlington County, NJ"	"34005"	59	450555	13.1
	"Camden County, NJ"	"34007"	120	513097	23.4
	"Cape May County, NJ"	"34009"	15	96604	15.5 (Unreliable)
	"Cumberland County, NJ"	"34011"	15	157000	9.6 (Unreliable)
	"Essex County, NJ"	"34013"	67	786958	8.5
	"Gloucester County, NJ"	"34015"	59	289737	20.4
	"Hudson County, NJ"	"34017"	50	647983	7.7
	"Mercer County, NJ"	"34021"	38	368044	10.3
	"Middlesex County, NJ"	"34023"	75	817143	9.2
	"Monmouth County, NJ"	"34025"	96	629815	15.2
	"Morris County, NJ"	"34027"	44	495792	8.9
	"Ocean County, NJ"	"34029"	84	579038	14.5
	"Passaic County, NJ"	"34031"	43	504031	8.5
	"Salem County, NJ"	"34033"	15	66029	22.7 (Unreliable)
	"Somerset County, NJ"	"34035"	28	326716	8.6
	"Sussex County, NJ"	"34037"	18	148138	12.2 (Unreliable)
	"Union County, NJ"	"34039"	29	540487	5.4
	"Warren County, NJ"	"34041"	14	108114	12.9 (Unreliable)
	"Bernalillo County, NM"	"35001"	206	669295	30.8
	"Chaves County, NM"	"35005"	19	65646	28.9 (Unreliable)
	"Dona Ana County, NM"	"35013"	36	212869	16.9
	"Lea County, NM"	"35025"	15	65037	23.1 (Unreliable)
	"Otero County, NM"	"35035"	14	65494	21.4 (Unreliable)
	"Rio Arriba County, NM"	"35039"	29	40313	71.9
	"Sandoval County, NM"	"35043"	28	134246	20.9
	"San Juan County, NM"	"35045"	21	127991	16.4
	"San Miguel County, NM"	"35047"	13	29335	44.3 (Unreliable)
	"Santa Fe County, NM"	"35049"	42	145378	28.9
	"Valencia County, NM"	"35061"	24	76877	31.2
	"Albany County, NY"	"36001"	30	305019	9.8
	"Bronx County, NY"	"36005"	134	1399990	9.6
	"Broome County, NY"	"36007"	24	199459	12.0
	"Cayuga County, NY"	"36011"	12	79811	15.0 (Unreliable)
	"Chautauqua County, NY"	"36013"	14	134266	10.4 (Unreliable)
	"Chemung County, NY"	"36015"	14	88988	15.7 (Unreliable)
	"Clinton County, NY"	"36019"	13	81852	15.9 (Unreliable)
	"Dutchess County, NY"	"36027"	38	298289	12.7
	"Erie County, NY"	"36029"	112	920088	12.2
	"Jefferson County, NY"	"36045"	18	118161	15.2 (Unreliable)
	"Kings County, NY"	"36047"	191	2543667	7.5
	"Monroe County, NY"	"36055"	70	747714	9.4
	"Nassau County, NY"	"36059"	148	1346815	11.0
	"New York County, NY"	"36061"	127	1609533	7.9
	"Niagara County, NY"	"36063"	24	215729	11.1
	"Oneida County, NY"	"36065"	16	234292	6.8 (Unreliable)
	"Onondaga County, NY"	"36067"	45	467913	9.6
	"Orange County, NY"	"36071"	52	374358	13.9
	"Oswego County, NY"	"36075"	17	121999	13.9 (Unreliable)
	"Putnam County, NY"	"36079"	10	99958	10.0 (Unreliable)
	"Queens County, NY"	"36081"	143	2259756	6.3
	"Richmond County, NY"	"36085"	79	471152	16.8
	"Rockland County, NY"	"36087"	19	315772	6.0 (Unreliable)
	"Saratoga County, NY"	"36091"	14	221166	6.3 (Unreliable)
	"Schenectady County, NY"	"36093"	13	154673	8.4 (Unreliable)
	"Suffolk County, NY"	"36103"	279	1500259	18.6
	"Sullivan County, NY"	"36105"	31	77104	40.2
	"Tompkins County, NY"	"36109"	11	102111	10.8 (Unreliable)
	"Ulster County, NY"	"36111"	25	182647	13.7
	"Westchester County, NY"	"36119"	91	957052	9.5
	"Alamance County, NC"	"37001"	21	152847	13.7
	"Alexander County, NC"	"37003"	10	37108	26.9 (Unreliable)
	"Brunswick County, NC"	"37019"	29	110223	26.3
	"Buncombe County, NC"	"37021"	36	241387	14.9
	"Burke County, NC"	"37023"	16	90609	17.7 (Unreliable)
	"Cabarrus County, NC"	"37025"	17	181199	9.4 (Unreliable)
	"Caldwell County, NC"	"37027"	13	82311	15.8 (Unreliable)
	"Carteret County, NC"	"37031"	18	67358	26.7 (Unreliable)
	"Catawba County, NC"	"37035"	29	154556	18.8
	"Cherokee County, NC"	"37039"	18	27134	66.3 (Unreliable)
	"Cleveland County, NC"	"37045"	13	97534	13.3 (Unreliable)
	"Columbus County, NC"	"37047"	13	57828	22.5 (Unreliable)
	"Cumberland County, NC"	"37051"	47	323887	14.5
	"Davidson County, NC"	"37057"	37	163305	22.7
	"Durham County, NC"	"37063"	27	276590	9.8
