"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Lassen County, CA"	"06035"	11	32144	34.2 (Unreliable)
	"Los Angeles County, CA"	"06037"	815	10015436	8.1
	"Madera County, CA"	"06039"	21	151811	13.8
	"Marin County, CA"	"06041"	40	258506	15.5
	"Mendocino County, CA"	"06045"	22	87207	25.2
	"Merced County, CA"	"06047"	34	262661	12.9
	"Monterey County, CA"	"06053"	55	428064	12.8
	"Napa County, CA"	"06055"	17	140102	12.1 (Unreliable)
	"Nevada County, CA"	"06057"	24	98156	24.5
	"Orange County, CA"	"06059"	358	3112576	11.5
	"Placer County, CA"	"06061"	48	366435	13.1
	"Riverside County, CA"	"06065"	317	2291452	13.8
	"Sacramento County, CA"	"06067"	242	1460023	16.6
	"San Bernardino County, CA"	"06071"	125	2087945	6.0
	"San Diego County, CA"	"06073"	428	3218419	13.3
	"San Francisco County, CA"	"06075"	130	839280	15.5
	"San Joaquin County, CA"	"06077"	109	703265	15.5
	"San Luis Obispo County, CA"	"06079"	38	276191	13.8
	"San Mateo County, CA"	"06081"	56	748952	7.5
	"Santa Barbara County, CA"	"06083"	53	435800	12.2
	"Santa Clara County, CA"	"06085"	152	1866961	8.1
	"Santa Cruz County, CA"	"06087"	44	268948	16.4
	"Shasta County, CA"	"06089"	50	179062	27.9
	"Solano County, CA"	"06095"	54	423972	12.7
	"Sonoma County, CA"	"06097"	38	494657	7.7
	"Stanislaus County, CA"	"06099"	73	524744	13.9
	"Sutter County, CA"	"06101"	16	94801	16.9 (Unreliable)
	"Tulare County, CA"	"06107"	38	453354	8.4
	"Tuolumne County, CA"	"06109"	12	53940	22.2 (Unreliable)
	"Ventura County, CA"	"06111"	126	839498	15.0
	"Yolo County, CA"	"06113"	25	206685	12.1
	"Adams County, CO"	"08001"	82	470107	17.4
	"Arapahoe County, CO"	"08005"	102	607660	16.8
	"Boulder County, CO"	"08013"	56	310287	18.0
	"Broomfield County, CO"	"08014"	11	60116	18.3 (Unreliable)
	"Denver County, CO"	"08031"	119	647433	18.4
	"Douglas County, CO"	"08035"	30	306442	9.8
	"El Paso County, CO"	"08041"	110	654993	16.8
	"Jefferson County, CO"	"08059"	83	551912	15.0
	"Larimer County, CO"	"08069"	61	316605	19.3
	"Mesa County, CO"	"08077"	20	147372	13.6
	"Pueblo County, CO"	"08101"	45	160803	28.0
	"Weld County, CO"	"08123"	30	270182	11.1
	"Fairfield County, CT"	"09001"	114	940621	12.1
	"Hartford County, CT"	"09003"	152	897737	16.9
	"Litchfield County, CT"	"09005"	39	186760	20.9
	"Middlesex County, CT"	"09007"	21	165219	12.7
	"New Haven County, CT"	"09009"	159	862712	18.4
	"New London County, CT"	"09011"	63	273405	23.0
	"Tolland County, CT"	"09013"	13	151881	8.6 (Unreliable)
	"Windham County, CT"	"09015"	21	117668	17.8
	"Kent County, DE"	"10001"	33	169457	19.5
	"New Castle County, DE"	"10003"	97	549521	17.7
	"Sussex County, DE"	"10005"	36	206417	17.4
	"District of Columbia, DC"	"11001"	102	649165	15.7
	"Alachua County, FL"	"12001"	20	252636	7.9
	"Bay County, FL"	"12005"	20	174994	11.4
	"Brevard County, FL"	"12009"	106	551299	19.2
	"Broward County, FL"	"12011"	199	1840051	10.8
	"Citrus County, FL"	"12017"	27	139063	19.4
	"Clay County, FL"	"12019"	38	196276	19.4
	"Collier County, FL"	"12021"	34	339244	10.0
	"Columbia County, FL"	"12023"	13	67512	19.3 (Unreliable)
	"Duval County, FL"	"12031"	143	886873	16.1
	"Escambia County, FL"	"12033"	25	307782	8.1
	"Flagler County, FL"	"12035"	12	100013	12.0 (Unreliable)
	"Hernando County, FL"	"12053"	47	174019	27.0
	"Highlands County, FL"	"12055"	19	97817	19.4 (Unreliable)
	"Hillsborough County, FL"	"12057"	167	1293189	12.9
	"Indian River County, FL"	"12061"	15	141966	10.6 (Unreliable)
	"Lake County, FL"	"12069"	31	307922	10.1
	"Lee County, FL"	"12071"	61	660085	9.2
	"Leon County, FL"	"12073"	15	282071	5.3 (Unreliable)
	"Manatee County, FL"	"12081"	72	342246	21.0
	"Marion County, FL"	"12083"	54	335800	16.1
	"Martin County, FL"	"12085"	26	151237	17.2
	"Miami-Dade County, FL"	"12086"	113	2641273	4.3
	"Monroe County, FL"	"12087"	12	76204	15.7 (Unreliable)
	"Nassau County, FL"	"12089"	16	75606	21.2 (Unreliable)
	"Okaloosa County, FL"	"12091"	12	193408	6.2 (Unreliable)
	"Orange County, FL"	"12095"	123	1225366	10.0
	"Osceola County, FL"	"12097"	32	299822	10.7
	"Palm Beach County, FL"	"12099"	238	1375619	17.3
	"Pasco County, FL"	"12101"	103	475679	21.7
	"Pinellas County, FL"	"12103"	185	929085	19.9
	"Polk County, FL"	"12105"	96	622656	15.4
	"Putnam County, FL"	"12107"	10	72377	13.8 (Unreliable)
	"St. Johns County, FL"	"12109"	19	209607	9.1 (Unreliable)
	"St. Lucie County, FL"	"12111"	38	286138	13.3
	"Santa Rosa County, FL"	"12113"	13	160649	8.1 (Unreliable)
	"Sarasota County, FL"	"12115"	67	389911	17.2
	"Seminole County, FL"	"12117"	55	436512	12.6
	"Sumter County, FL"	"12119"	14	108263	12.9 (Unreliable)
	"Volusia County, FL"	"12127"	101	501282	20.1
	"Bartow County, GA"	"13015"	12	101206	11.9 (Unreliable)
	"Bibb County, GA"	"13021"	15	154566	9.7 (Unreliable)
	"Carroll County, GA"	"13045"	17	112333	15.1 (Unreliable)
	"Chatham County, GA"	"13051"	31	277992	11.2
	"Cherokee County, GA"	"13057"	33	224481	14.7
	"Clarke County, GA"	"13059"	11	121040	9.1 (Unreliable)
	"Clayton County, GA"	"13063"	20	264668	7.6
	"Cobb County, GA"	"13067"	105	716873	14.6
	"Columbia County, GA"	"13073"	11	136190	8.1 (Unreliable)
	"Coweta County, GA"	"13077"	12	133091	9.0 (Unreliable)
	"DeKalb County, GA"	"13089"	37	715014	5.2
	"Douglas County, GA"	"13097"	11	136270	8.1 (Unreliable)
	"Fannin County, GA"	"13111"	11	23714	46.4 (Unreliable)
	"Floyd County, GA"	"13115"	17	96006	17.7 (Unreliable)
	"Forsyth County, GA"	"13117"	19	194781	9.8 (Unreliable)
	"Fulton County, GA"	"13121"	124	982983	12.6
	"Glynn County, GA"	"13127"	18	81601	22.1 (Unreliable)
	"Gwinnett County, GA"	"13135"	59	856374	6.9
	"Hall County, GA"	"13139"	28	187373	14.9
	"Henry County, GA"	"13151"	25	210371	11.9
	"Houston County, GA"	"13153"	13	148024	8.8 (Unreliable)
	"Jackson County, GA"	"13157"	14	60856	23.0 (Unreliable)
	"Murray County, GA"	"13213"	11	39253	28.0 (Unreliable)
	"Muscogee County, GA"	"13215"	16	203669	7.9 (Unreliable)
	"Newton County, GA"	"13217"	13	102272	12.7 (Unreliable)
	"Paulding County, GA"	"13223"	14	147086	9.5 (Unreliable)
	"Richmond County, GA"	"13245"	20	201069	9.9
	"Rockdale County, GA"	"13247"	11	86670	12.7 (Unreliable)
	"Walton County, GA"	"13297"	18	86011	20.9 (Unreliable)
	"Whitfield County, GA"	"13313"	14	103008	13.6 (Unreliable)
	"Hawaii County, HI"	"15001"	24	191147	12.6
	"Honolulu County, HI"	"15003"	111	984730	11.3
	"Maui County, HI"	"15009"	20	160887	12.4
	"Ada County, ID"	"16001"	57	416177	13.7
	"Bannock County, ID"	"16005"	18	83467	21.6 (Unreliable)
	"Bonneville County, ID"	"16019"	35	107460	32.6
	"Canyon County, ID"	"16027"	21	198673	10.6
	"Kootenai County, ID"	"16055"	10	144299	6.9 (Unreliable)
	"Twin Falls County, ID"	"16083"	10	79788	12.5 (Unreliable)
	"Champaign County, IL"	"17019"	22	205365	10.7
	"Coles County, IL"	"17029"	11	53046	20.7 (Unreliable)
	"Cook County, IL"	"17031"	628	5240283	12.0
	"DuPage County, IL"	"17043"	94	931296	10.1
	"Kane County, IL"	"17089"	48	523590	9.2
	"Kankakee County, IL"	"17091"	21	112227	18.7
	"Kendall County, IL"	"17093"	13	119709	10.9 (Unreliable)
	"Lake County, IL"	"17097"	68	703411	9.7
	"LaSalle County, IL"	"17099"	27	112687	24.0
	"McHenry County, IL"	"17111"	35	306944	11.4
	"McLean County, IL"	"17113"	18	174777	10.3 (Unreliable)
	"Macon County, IL"	"17115"	11	109533	10.0 (Unreliable)
	"Madison County, IL"	"17119"	48	267246	18.0
	"Peoria County, IL"	"17143"	34	188377	18.0
	"Rock Island County, IL"	"17161"	15	147509	10.2 (Unreliable)
	"St. Clair County, IL"	"17163"	33	266807	12.4
	"Sangamon County, IL"	"17167"	23	198973	11.6
	"Tazewell County, IL"	"17179"	11	136203	8.1 (Unreliable)
	"Will County, IL"	"17197"	79	683474	11.6
	"Williamson County, IL"	"17199"	10	67387	14.8 (Unreliable)
	"Winnebago County, IL"	"17201"	89	290868	30.6
	"Allen County, IN"	"18003"	57	363265	15.7
	"Boone County, IN"	"18011"	14	60479	23.1 (Unreliable)
	"Clark County, IN"	"18019"	21	112746	18.6
	"Delaware County, IN"	"18035"	20	116989	17.1
	"Elkhart County, IN"	"18039"	19	200354	9.5 (Unreliable)
	"Grant County, IN"	"18053"	19	69011	27.5 (Unreliable)
	"Hamilton County, IN"	"18057"	19	296918	6.4 (Unreliable)
	"Hancock County, IN"	"18059"	13	71086	18.3 (Unreliable)
	"Hendricks County, IN"	"18063"	23	153584	15.0
	"Henry County, IN"	"18065"	14	49035	28.6 (Unreliable)
	"Howard County, IN"	"18067"	24	82840	29.0
	"Jackson County, IN"	"18071"	10	43484	23.0 (Unreliable)
	"Johnson County, IN"	"18081"	25	145634	17.2
	"Lake County, IN"	"18089"	55	491354	11.2
	"La Porte County, IN"	"18091"	17	111323	15.3 (Unreliable)
	"Madison County, IN"	"18095"	24	130388	18.4
	"Marion County, IN"	"18097"	206	928521	22.2
	"Monroe County, IN"	"18105"	19	141934	13.4 (Unreliable)
	"Morgan County, IN"	"18109"	13	69375	18.7 (Unreliable)
	"Porter County, IN"	"18127"	37	166552	22.2
	"St. Joseph County, IN"	"18141"	39	266972	14.6
	"Tippecanoe County, IN"	"18157"	26	181242	14.3
	"Vanderburgh County, IN"	"18163"	36	181693	19.8
	"Vigo County, IN"	"18167"	28	108226	25.9
	"Wayne County, IN"	"18177"	20	67854	29.5
	"Linn County, IA"	"19113"	23	216077	10.6
	"Polk County, IA"	"19153"	57	451461	12.6
	"Pottawattamie County, IA"	"19155"	12	92814	12.9 (Unreliable)
	"Scott County, IA"	"19163"	40	170551	23.5
	"Story County, IA"	"19169"	10	93569	10.7 (Unreliable)
	"Woodbury County, IA"	"19193"	16	102242	15.6 (Unreliable)
	"Butler County, KS"	"20015"	14	65835	21.3 (Unreliable)
	"Douglas County, KS"	"20045"	14	114672	12.2 (Unreliable)
	"Johnson County, KS"	"20091"	52	566393	9.2
	"Leavenworth County, KS"	"20103"	13	78141	16.6 (Unreliable)
	"Reno County, KS"	"20155"	13	64168	20.3 (Unreliable)
	"Saline County, KS"	"20169"	12	55726	21.5 (Unreliable)
	"Sedgwick County, KS"	"20173"	71	506141	14.0
	"Shawnee County, KS"	"20177"	13	178661	7.3 (Unreliable)
	"Wyandotte County, KS"	"20209"	10	160744	6.2 (Unreliable)
	"Barren County, KY"	"21009"	10	42996	23.3 (Unreliable)
	"Bell County, KY"	"21013"	24	27971	85.8
	"Boone County, KY"	"21015"	41	123998	33.1
	"Bullitt County, KY"	"21029"	11	76863	14.3 (Unreliable)
	"Campbell County, KY"	"21037"	29	90873	31.9
	"Clark County, KY"	"21049"	10	35595	28.1 (Unreliable)
	"Daviess County, KY"	"21059"	24	98311	24.4
	"Fayette County, KY"	"21067"	63	308501	20.4
	"Floyd County, KY"	"21071"	18	38558	46.7 (Unreliable)
	"Franklin County, KY"	"21073"	14	49600	28.2 (Unreliable)
	"Greenup County, KY"	"21089"	15	36423	41.2 (Unreliable)
	"Hardin County, KY"	"21093"	13	108282	12.0 (Unreliable)
	"Harlan County, KY"	"21095"	12	28562	42.0 (Unreliable)
	"Hopkins County, KY"	"21107"	17	46560	36.5 (Unreliable)
	"Jefferson County, KY"	"21111"	185	757715	24.4
	"Kenton County, KY"	"21117"	66	162918	40.5
	"Knox County, KY"	"21121"	10	31867	31.4 (Unreliable)
	"McCracken County, KY"	"21145"	17	65368	26.0 (Unreliable)
	"Madison County, KY"	"21151"	13	86062	15.1 (Unreliable)
	"Marshall County, KY"	"21157"	11	31228	35.2 (Unreliable)
	"Pike County, KY"	"21195"	20	63917	31.3
	"Pulaski County, KY"	"21199"	11	63734	17.3 (Unreliable)
	"Warren County, KY"	"21227"	16	118948	13.5 (Unreliable)
	"Whitley County, KY"	"21235"	14	35751	39.2 (Unreliable)
	"Ascension Parish, LA"	"22005"	22	114557	19.2
	"Bossier Parish, LA"	"22015"	16	123894	12.9 (Unreliable)
	"Caddo Parish, LA"	"22017"	24	255224	9.4
	"Calcasieu Parish, LA"	"22019"	26	195491	13.3
	"East Baton Rouge Parish, LA"	"22033"	55	444527	12.4
	"Iberia Parish, LA"	"22045"	20	73988	27.0
	"Jefferson Parish, LA"	"22051"	126	434770	29.0
	"Lafayette Parish, LA"	"22055"	30	231247	13.0
	"Lafourche Parish, LA"	"22057"	16	97148	16.5 (Unreliable)
	"Livingston Parish, LA"	"22063"	37	134175	27.6
	"Orleans Parish, LA"	"22071"	116	378886	30.6
	"Ouachita Parish, LA"	"22073"	17	156142	10.9 (Unreliable)
	"Rapides Parish, LA"	"22079"	18	132482	13.6 (Unreliable)
	"St. Bernard Parish, LA"	"22087"	22	43409	50.7
	"St. Charles Parish, LA"	"22089"	14	52650	26.6 (Unreliable)
	"St. Tammany Parish, LA"	"22103"	72	242427	29.7
	"Tangipahoa Parish, LA"	"22105"	20	125430	15.9
	"Terrebonne Parish, LA"	"22109"	22	112803	19.5
	"Washington Parish, LA"	"22117"	14	46319	30.2 (Unreliable)
	"Androscoggin County, ME"	"23001"	11	107370	10.2 (Unreliable)
	"Cumberland County, ME"	"23005"	46	286124	16.1
	"Kennebec County, ME"	"23011"	19	121185	15.7 (Unreliable)
	"Penobscot County, ME"	"23019"	19	153518	12.4 (Unreliable)
	"York County, ME"	"23031"	26	199442	13.0
	"Allegany County, MD"	"24001"	16	73618	21.7 (Unreliable)
	"Anne Arundel County, MD"	"24003"	97	555897	17.4
	"Baltimore County, MD"	"24005"	149	823295	18.1
	"Calvert County, MD"	"24009"	19	90477	21.0 (Unreliable)
	"Carroll County, MD"	"24013"	37	167476	22.1
	"Cecil County, MD"	"24015"	25	101917	24.5
	"Charles County, MD"	"24017"	15	152821	9.8 (Unreliable)
	"Frederick County, MD"	"24021"	37	241180	15.3
	"Harford County, MD"	"24025"	46	249210	18.5
	"Howard County, MD"	"24027"	28	304534	9.2
	"Montgomery County, MD"	"24031"	56	1017759	5.5
	"Prince George's County, MD"	"24033"	53	891302	5.9
	"Queen Anne's County, MD"	"24035"	10	48495	20.6 (Unreliable)
	"St. Mary's County, MD"	"24037"	12	109607	10.9 (Unreliable)
	"Washington County, MD"	"24043"	37	149321	24.8
	"Wicomico County, MD"	"24045"	11	100944	10.9 (Unreliable)
	"Baltimore city, MD"	"24510"	205	622858	32.9
	"Barnstable County, MA"	"25001"	49	214844	22.8
	"Berkshire County, MA"	"25003"	21	129409	16.2
	"Bristol County, MA"	"25005"	134	552637	24.2
	"Essex County, MA"	"25009"	128	764129	16.8
	"Franklin County, MA"	"25011"	11	71149	15.5 (Unreliable)
	"Hampden County, MA"	"25013"	81	467206	17.3
	"Hampshire County, MA"	"25015"	32	160851	19.9
	"Middlesex County, MA"	"25017"	170	1556956	10.9
	"Norfolk County, MA"	"25021"	91	688749	13.2
	"Plymouth County, MA"	"25023"	91	503281	18.1
	"Suffolk County, MA"	"25025"	128	759670	16.8
	"Worcester County, MA"	"25027"	143	810230	17.6
	"Allegan County, MI"	"26005"	10	112415	8.9 (Unreliable)
	"Bay County, MI"	"26017"	20	106910	18.7
	"Berrien County, MI"	"26021"	19	155501	12.2 (Unreliable)
	"Calhoun County, MI"	"26025"	31	134869	23.0
	"Clinton County, MI"	"26037"	10	77127	13.0 (Unreliable)
	"Eaton County, MI"	"26045"	18	108245	16.6 (Unreliable)
	"Genesee County, MI"	"26049"	55	415553	13.2
	"Grand Traverse County, MI"	"26055"	10	89998	11.1 (Unreliable)
	"Ingham County, MI"	"26065"	50	282587	17.7
	"Kalamazoo County, MI"	"26077"	42	257162	16.3
	"Kent County, MI"	"26081"	70	623226	11.2
	"Lapeer County, MI"	"26087"	12	88307	13.6 (Unreliable)
	"Livingston County, MI"	"26093"	29	184445	15.7
	"Macomb County, MI"	"26099"	237	855885	27.7
	"Marquette County, MI"	"26103"	12	67776	17.7 (Unreliable)
	"Monroe County, MI"	"26115"	40	150224	26.6
	"Muskegon County, MI"	"26121"	35	172230	20.3
	"Oakland County, MI"	"26125"	109	1231947	8.8
	"Ottawa County, MI"	"26139"	24	273531	8.8
	"Saginaw County, MI"	"26145"	31	196785	15.8
	"St. Clair County, MI"	"26147"	39	160206	24.3
	"Van Buren County, MI"	"26159"	15	75330	19.9 (Unreliable)
	"Washtenaw County, MI"	"26161"	52	354573	14.7
	"Wayne County, MI"	"26163"	386	1774623	21.8
	"Anoka County, MN"	"27003"	44	338907	13.0
	"Dakota County, MN"	"27037"	34	408351	8.3
	"Hennepin County, MN"	"27053"	144	1198619	12.0
	"Olmsted County, MN"	"27109"	17	149033	11.4 (Unreliable)
	"Ramsey County, MN"	"27123"	66	527378	12.5
	"St. Louis County, MN"	"27137"	25	200526	12.5
	"Stearns County, MN"	"27145"	17	152397	11.2 (Unreliable)
	"Washington County, MN"	"27163"	20	246470	8.1
	"DeSoto County, MS"	"28033"	15	168395	8.9 (Unreliable)
	"Hancock County, MS"	"28045"	20	45592	43.9
	"Harrison County, MS"	"28047"	44	196367	22.4
	"Hinds County, MS"	"28049"	14	245918	5.7 (Unreliable)
	"Jackson County, MS"	"28059"	25	140353	17.8
	"Pearl River County, MS"	"28109"	16	54943	29.1 (Unreliable)
	"Rankin County, MS"	"28121"	17	147040	11.6 (Unreliable)
	"Boone County, MO"	"29019"	22	171072	12.9
	"Buchanan County, MO"	"29021"	15	89776	16.7 (Unreliable)
	"Butler County, MO"	"29023"	10	42970	23.3 (Unreliable)
	"Callaway County, MO"	"29027"	10	44513	22.5 (Unreliable)
	"Cape Girardeau County, MO"	"29031"	11	77636	14.2 (Unreliable)
	"Cass County, MO"	"29037"	11	100807	10.9 (Unreliable)
	"Clay County, MO"	"29047"	28	230365	12.2
	"Franklin County, MO"	"29071"	21	101733	20.6
	"Greene County, MO"	"29077"	60	284012	21.1
	"Jackson County, MO"	"29095"	118	679717	17.4
	"Jasper County, MO"	"29097"	13	116455	11.2 (Unreliable)
	"Jefferson County, MO"	"29099"	63	221288	28.5
	"Newton County, MO"	"29145"	10	58783	17.0 (Unreliable)
	"Platte County, MO"	"29165"	12	93333	12.9 (Unreliable)
	"St. Charles County, MO"	"29183"	58	374196	15.5
	"St. Francois County, MO"	"29187"	23	66229	34.7
	"St. Louis County, MO"	"29189"	177	1000778	17.7
	"Scott County, MO"	"29201"	10	39205	25.5 (Unreliable)
	"Warren County, MO"	"29219"	12	33038	36.3 (Unreliable)
	"St. Louis city, MO"	"29510"	97	317947	30.5
	"Cascade County, MT"	"30013"	16	82367	19.4 (Unreliable)
	"Flathead County, MT"	"30029"	18	92975	19.4 (Unreliable)
	"Gallatin County, MT"	"30031"	10	94637	10.6 (Unreliable)
	"Missoula County, MT"	"30063"	18	111707	16.1 (Unreliable)
	"Yellowstone County, MT"	"30111"	28	153982	18.2
	"Douglas County, NE"	"31055"	33	537483	6.1
	"Lancaster County, NE"	"31109"	27	297489	9.1
	"Clark County, NV"	"32003"	441	2025096	21.8
	"Nye County, NV"	"32023"	10	42922	23.3 (Unreliable)
	"Washoe County, NV"	"32031"	115	432897	26.6
	"Carson City, NV"	"32510"	13	53989	24.1 (Unreliable)
	"Belknap County, NH"	"33001"	10	60138	16.6 (Unreliable)
	"Cheshire County, NH"	"33005"	13	76598	17.0 (Unreliable)
	"Grafton County, NH"	"33009"	10	89440	11.2 (Unreliable)
	"Hillsborough County, NH"	"33011"	69	403308	17.1
	"Merrimack County, NH"	"33013"	20	147243	13.6
	"Rockingham County, NH"	"33015"	41	298706	13.7
	"Strafford County, NH"	"33017"	23	124802	18.4
	"Atlantic County, NJ"	"34001"	70	275784	25.4
	"Bergen County, NJ"	"34003"	98	925497	10.6
	"Burlington County, NJ"	"34005"	87	449939	19.3
	"Camden County, NJ"	"34007"	143	511702	27.9
	"Cape May County, NJ"	"34009"	33	95868	34.4
	"Cumberland County, NJ"	"34011"	25	156264	16.0
	"Essex County, NJ"	"34013"	111	789953	14.1
	"Gloucester County, NJ"	"34015"	83	290408	28.6
	"Hudson County, NJ"	"34017"	65	664163	9.8
	"Mercer County, NJ"	"34021"	46	371506	12.4
	"Middlesex County, NJ"	"34023"	75	828714	9.1
	"Monmouth County, NJ"	"34025"	78	628486	12.4
	"Morris County, NJ"	"34027"	45	498546	9.0
	"Ocean County, NJ"	"34029"	146	582978	25.0
	"Passaic County, NJ"	"34031"	63	506391	12.4
	"Somerset County, NJ"	"34035"	38	330962	11.5
	"Sussex County, NJ"	"34037"	16	145690	11.0 (Unreliable)
	"Union County, NJ"	"34039"	44	548112	8.0
	"Warren County, NJ"	"34041"	13	106984	12.2 (Unreliable)
	"Bernalillo County, NM"	"35001"	151	674460	22.4
	"Chaves County, NM"	"35005"	18	65861	27.3 (Unreliable)
	"Dona Ana County, NM"	"35013"	29	213651	13.6
	"Grant County, NM"	"35017"	10	29241	34.2 (Unreliable)
	"Lea County, NM"	"35025"	14	68164	20.5 (Unreliable)
	"McKinley County, NM"	"35031"	11	73270	15.0 (Unreliable)
	"Otero County, NM"	"35035"	10	65813	15.2 (Unreliable)
	"Rio Arriba County, NM"	"35039"	30	40058	74.9
	"Sandoval County, NM"	"35043"	25	136482	18.3
	"San Juan County, NM"	"35045"	19	126518	15.0 (Unreliable)
	"Santa Fe County, NM"	"35049"	47	146754	32.0
	"Valencia County, NM"	"35061"	22	76288	28.8
	"Albany County, NY"	"36001"	36	307496	11.7
	"Bronx County, NY"	"36005"	155	1426550	10.9
	"Broome County, NY"	"36007"	33	198370	16.6
	"Cayuga County, NY"	"36011"	15	79242	18.9 (Unreliable)
	"Chautauqua County, NY"	"36013"	14	133005	10.5 (Unreliable)
	"Chemung County, NY"	"36015"	14	88498	15.8 (Unreliable)
	"Columbia County, NY"	"36021"	10	62269	16.1 (Unreliable)
	"Dutchess County, NY"	"36027"	70	296708	23.6
	"Erie County, NY"	"36029"	137	922150	14.9
	"Jefferson County, NY"	"36045"	13	119112	10.9 (Unreliable)
	"Kings County, NY"	"36047"	193	2595344	7.4
	"Monroe County, NY"	"36055"	96	750367	12.8
	"Nassau County, NY"	"36059"	170	1354258	12.6
	"New York County, NY"	"36061"	181	1630453	11.1
	"Niagara County, NY"	"36063"	37	214267	17.3
	"Oneida County, NY"	"36065"	28	233800	12.0
	"Onondaga County, NY"	"36067"	67	469328	14.3
	"Ontario County, NY"	"36069"	13	109285	11.9 (Unreliable)
	"Orange County, NY"	"36071"	62	374956	16.5
	"Oswego County, NY"	"36075"	21	121321	17.3
	"Putnam County, NY"	"36079"	19	99678	19.1 (Unreliable)
	"Queens County, NY"	"36081"	180	2297598	7.8
	"Rensselaer County, NY"	"36083"	19	159862	11.9 (Unreliable)
	"Richmond County, NY"	"36085"	76	472515	16.1
	"Rockland County, NY"	"36087"	34	320321	10.6
	"St. Lawrence County, NY"	"36089"	12	112253	10.7 (Unreliable)
	"Saratoga County, NY"	"36091"	19	224207	8.5 (Unreliable)
	"Schenectady County, NY"	"36093"	19	154964	12.3 (Unreliable)
	"Suffolk County, NY"	"36103"	274	1500776	18.3
	"Sullivan County, NY"	"36105"	19	76919	24.7 (Unreliable)
	"Ulster County, NY"	"36111"	26	180987	14.4
	"Westchester County, NY"	"36119"	106	967377	11.0
	"Alamance County, NC"	"37001"	18	154622	11.6 (Unreliable)
	"Beaufort County, NC"	"37013"	10	47496	21.1 (Unreliable)
	"Brunswick County, NC"	"37019"	31	115287	26.9
	"Buncombe County, NC"	"37021"	28	247480	11.3
	"Burke County, NC"	"37023"	32	89265	35.8
	"Cabarrus County, NC"	"37025"	37	187294	19.8
	"Carteret County, NC"	"37031"	14	68441	20.5 (Unreliable)
