"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Vermilion County, IL"	"17183"	15	78990	19.0 (Unreliable)
	"Whiteside County, IL"	"17195"	11	56963	19.3 (Unreliable)
	"Will County, IL"	"17197"	102	686687	14.9
	"Winnebago County, IL"	"17201"	97	287168	33.8
	"Allen County, IN"	"18003"	62	368040	16.8
	"Boone County, IN"	"18011"	11	63400	17.4 (Unreliable)
	"Clark County, IN"	"18019"	26	115090	22.6
	"Dearborn County, IN"	"18029"	17	49475	34.4 (Unreliable)
	"Delaware County, IN"	"18035"	35	116019	30.2
	"Elkhart County, IN"	"18039"	23	203284	11.3
	"Fayette County, IN"	"18041"	13	23426	55.5 (Unreliable)
	"Floyd County, IN"	"18043"	17	76761	22.1 (Unreliable)
	"Grant County, IN"	"18053"	30	67692	44.3
	"Hamilton County, IN"	"18057"	34	309172	11.0
	"Hancock County, IN"	"18059"	21	72392	29.0
	"Hendricks County, IN"	"18063"	12	158059	7.6 (Unreliable)
	"Howard County, IN"	"18067"	30	82581	36.3
	"Jackson County, IN"	"18071"	11	43941	25.0 (Unreliable)
	"Johnson County, IN"	"18081"	24	149338	16.1
	"Lake County, IN"	"18089"	66	487649	13.5
	"La Porte County, IN"	"18091"	15	110762	13.5 (Unreliable)
	"Madison County, IN"	"18095"	34	129495	26.3
	"Marion County, IN"	"18097"	253	938058	27.0
	"Monroe County, IN"	"18105"	19	144257	13.2 (Unreliable)
	"Morgan County, IN"	"18109"	20	69646	28.7
	"Porter County, IN"	"18127"	37	167631	22.1
	"Ripley County, IN"	"18137"	10	28699	34.8 (Unreliable)
	"St. Joseph County, IN"	"18141"	57	268134	21.3
	"Tippecanoe County, IN"	"18157"	33	185741	17.8
	"Vanderburgh County, IN"	"18163"	44	181941	24.2
	"Vigo County, IN"	"18167"	16	107708	14.9 (Unreliable)
	"Wayne County, IN"	"18177"	31	66984	46.3
	"Linn County, IA"	"19113"	30	219792	13.6
	"Polk County, IA"	"19153"	73	466688	15.6
	"Pottawattamie County, IA"	"19155"	10	93534	10.7 (Unreliable)
	"Scott County, IA"	"19163"	36	172170	20.9
	"Butler County, KS"	"20015"	10	66601	15.0 (Unreliable)
	"Douglas County, KS"	"20045"	13	117915	11.0 (Unreliable)
	"Johnson County, KS"	"20091"	42	578758	7.3
	"Reno County, KS"	"20155"	12	63647	18.9 (Unreliable)
	"Sedgwick County, KS"	"20173"	77	510360	15.1
	"Shawnee County, KS"	"20177"	27	178541	15.1
	"Wyandotte County, KS"	"20209"	13	163095	8.0 (Unreliable)
	"Bell County, KY"	"21013"	24	27294	87.9
	"Boone County, KY"	"21015"	51	127163	40.1
	"Boyd County, KY"	"21019"	22	48488	45.4
	"Bullitt County, KY"	"21029"	15	78653	19.1 (Unreliable)
	"Butler County, KY"	"21031"	10	12860	77.8 (Unreliable)
	"Campbell County, KY"	"21037"	47	91925	51.1
	"Clark County, KY"	"21049"	13	35684	36.4 (Unreliable)
	"Daviess County, KY"	"21059"	14	99333	14.1 (Unreliable)
	"Fayette County, KY"	"21067"	107	314767	34.0
	"Floyd County, KY"	"21071"	17	37679	45.1 (Unreliable)
	"Franklin County, KY"	"21073"	12	50273	23.9 (Unreliable)
	"Greenup County, KY"	"21089"	11	36031	30.5 (Unreliable)
	"Jefferson County, KY"	"21111"	213	763509	27.9
	"Jessamine County, KY"	"21113"	14	51936	27.0 (Unreliable)
	"Kenton County, KY"	"21117"	114	164342	69.4
	"Knox County, KY"	"21121"	19	31668	60.0 (Unreliable)
	"Laurel County, KY"	"21125"	13	60101	21.6 (Unreliable)
	"Madison County, KY"	"21151"	28	88276	31.7
	"Martin County, KY"	"21159"	10	12352	81.0 (Unreliable)
	"Oldham County, KY"	"21185"	15	64626	23.2 (Unreliable)
	"Perry County, KY"	"21193"	11	27546	39.9 (Unreliable)
	"Pike County, KY"	"21195"	22	61804	35.6
	"Pulaski County, KY"	"21199"	11	63827	17.2 (Unreliable)
	"Scott County, KY"	"21209"	13	52327	24.8 (Unreliable)
	"Shelby County, KY"	"21211"	16	45591	35.1 (Unreliable)
	"Warren County, KY"	"21227"	15	123159	12.2 (Unreliable)
	"Whitley County, KY"	"21235"	17	36000	47.2 (Unreliable)
	"Ascension Parish, LA"	"22005"	18	119373	15.1 (Unreliable)
	"Bossier Parish, LA"	"22015"	12	125588	9.6 (Unreliable)
	"Caddo Parish, LA"	"22017"	32	251405	12.7
	"Calcasieu Parish, LA"	"22019"	23	198693	11.6
	"East Baton Rouge Parish, LA"	"22033"	76	446216	17.0
	"Iberia Parish, LA"	"22045"	14	73953	18.9 (Unreliable)
	"Jefferson Parish, LA"	"22051"	124	435555	28.5
	"Lafayette Parish, LA"	"22055"	30	239429	12.5
	"Lafourche Parish, LA"	"22057"	14	98162	14.3 (Unreliable)
	"Livingston Parish, LA"	"22063"	50	137675	36.3
	"Orleans Parish, LA"	"22071"	102	389738	26.2
	"Ouachita Parish, LA"	"22073"	23	157018	14.6
	"Rapides Parish, LA"	"22079"	15	132316	11.3 (Unreliable)
	"St. Bernard Parish, LA"	"22087"	11	45384	24.2 (Unreliable)
	"St. Charles Parish, LA"	"22089"	13	52702	24.7 (Unreliable)
	"St. Landry Parish, LA"	"22097"	12	83790	14.3 (Unreliable)
	"St. Mary Parish, LA"	"22101"	11	52854	20.8 (Unreliable)
	"St. Tammany Parish, LA"	"22103"	63	249968	25.2
	"Tangipahoa Parish, LA"	"22105"	26	128756	20.2
	"Terrebonne Parish, LA"	"22109"	36	114025	31.6
	"Vermilion Parish, LA"	"22113"	12	59961	20.0 (Unreliable)
	"Washington Parish, LA"	"22117"	18	46322	38.9 (Unreliable)
	"Androscoggin County, ME"	"23001"	26	107245	24.2
	"Cumberland County, ME"	"23005"	74	290464	25.5
	"Hancock County, ME"	"23009"	11	54268	20.3 (Unreliable)
	"Kennebec County, ME"	"23011"	32	120209	26.6
	"Penobscot County, ME"	"23019"	27	152478	17.7
	"Somerset County, ME"	"23025"	10	51056	19.6 (Unreliable)
	"York County, ME"	"23031"	43	201158	21.4
	"Allegany County, MD"	"24001"	15	72531	20.7 (Unreliable)
	"Anne Arundel County, MD"	"24003"	133	563837	23.6
	"Baltimore County, MD"	"24005"	243	829209	29.3
	"Calvert County, MD"	"24009"	23	90620	25.4
	"Carroll County, MD"	"24013"	42	167651	25.1
	"Cecil County, MD"	"24015"	34	102397	33.2
	"Charles County, MD"	"24017"	24	155923	15.4
	"Frederick County, MD"	"24021"	36	245377	14.7
	"Harford County, MD"	"24025"	56	250138	22.4
	"Howard County, MD"	"24027"	43	312711	13.8
	"Montgomery County, MD"	"24031"	93	1036233	9.0
	"Prince George's County, MD"	"24033"	68	906003	7.5
	"Queen Anne's County, MD"	"24035"	10	48889	20.5 (Unreliable)
	"St. Mary's County, MD"	"24037"	24	111628	21.5
	"Washington County, MD"	"24043"	58	149570	38.8
	"Wicomico County, MD"	"24045"	10	102019	9.8 (Unreliable)
	"Worcester County, MD"	"24047"	20	51380	38.9
	"Baltimore city, MD"	"24510"	324	621402	52.1
	"Barnstable County, MA"	"25001"	69	214621	32.1
	"Berkshire County, MA"	"25003"	38	127671	29.8
	"Bristol County, MA"	"25005"	169	556967	30.3
	"Essex County, MA"	"25009"	225	776111	29.0
	"Franklin County, MA"	"25011"	22	70550	31.2
	"Hampden County, MA"	"25013"	114	469078	24.3
	"Hampshire County, MA"	"25015"	20	161049	12.4
	"Middlesex County, MA"	"25017"	327	1581037	20.7
	"Norfolk County, MA"	"25021"	158	694895	22.7
	"Plymouth County, MA"	"25023"	162	509880	31.8
	"Suffolk County, MA"	"25025"	189	776688	24.3
	"Worcester County, MA"	"25027"	224	817618	27.4
	"Allegan County, MI"	"26005"	10	114661	8.7 (Unreliable)
	"Bay County, MI"	"26017"	24	105557	22.7
	"Berrien County, MI"	"26021"	33	154629	21.3
	"Calhoun County, MI"	"26025"	46	134447	34.2
	"Eaton County, MI"	"26045"	23	108676	21.2
	"Genesee County, MI"	"26049"	61	410442	14.9
	"Grand Traverse County, MI"	"26055"	14	91624	15.3 (Unreliable)
	"Ingham County, MI"	"26065"	65	285735	22.7
	"Isabella County, MI"	"26073"	13	70690	18.4 (Unreliable)
	"Jackson County, MI"	"26075"	18	159465	11.3 (Unreliable)
	"Kalamazoo County, MI"	"26077"	28	259966	10.8
	"Kent County, MI"	"26081"	103	636095	16.2
	"Lapeer County, MI"	"26087"	10	88444	11.3 (Unreliable)
	"Lenawee County, MI"	"26091"	28	98389	28.5
	"Livingston County, MI"	"26093"	28	187350	14.9
	"Macomb County, MI"	"26099"	251	864507	29.0
	"Marquette County, MI"	"26103"	16	67305	23.8 (Unreliable)
	"Monroe County, MI"	"26115"	47	149494	31.4
	"Montcalm County, MI"	"26117"	15	62826	23.9 (Unreliable)
	"Muskegon County, MI"	"26121"	40	172697	23.2
	"Oakland County, MI"	"26125"	124	1240301	10.0
	"Ottawa County, MI"	"26139"	31	280023	11.1
	"Saginaw County, MI"	"26145"	35	193290	18.1
	"St. Clair County, MI"	"26147"	43	159874	26.9
	"Shiawassee County, MI"	"26155"	10	68517	14.6 (Unreliable)
	"Van Buren County, MI"	"26159"	12	75064	16.0 (Unreliable)
	"Washtenaw County, MI"	"26161"	62	360847	17.2
	"Wayne County, MI"	"26163"	577	1757062	32.8
	"Anoka County, MN"	"27003"	36	343822	10.5
	"Clay County, MN"	"27027"	14	62118	22.5 (Unreliable)
	"Dakota County, MN"	"27037"	42	414299	10.1
	"Hennepin County, MN"	"27053"	155	1220459	12.7
	"Olmsted County, MN"	"27109"	10	151251	6.6 (Unreliable)
	"Ramsey County, MN"	"27123"	82	536071	15.3
	"St. Louis County, MN"	"27137"	32	200222	16.0
	"Stearns County, MN"	"27145"	18	154957	11.6 (Unreliable)
	"Washington County, MN"	"27163"	18	251103	7.2 (Unreliable)
	"DeSoto County, MS"	"28033"	32	173212	18.5
	"Harrison County, MS"	"28047"	27	200962	13.4
	"Hinds County, MS"	"28049"	16	243234	6.6 (Unreliable)
	"Jackson County, MS"	"28059"	26	141233	18.4
	"Lamar County, MS"	"28073"	12	60570	19.8 (Unreliable)
	"Pearl River County, MS"	"28109"	21	55163	38.1
	"Rankin County, MS"	"28121"	14	148770	9.4 (Unreliable)
	"Boone County, MO"	"29019"	21	174546	12.0
	"Cass County, MO"	"29037"	13	101496	12.8 (Unreliable)
	"Clay County, MO"	"29047"	39	235471	16.6
	"Cole County, MO"	"29051"	10	76780	13.0 (Unreliable)
	"Crawford County, MO"	"29055"	11	24487	44.9 (Unreliable)
	"Franklin County, MO"	"29071"	24	102382	23.4
	"Greene County, MO"	"29077"	90	287924	31.3
	"Jackson County, MO"	"29095"	129	686373	18.8
	"Jefferson County, MO"	"29099"	65	223908	29.0
	"Lincoln County, MO"	"29113"	14	54675	25.6 (Unreliable)
	"Platte County, MO"	"29165"	11	96217	11.4 (Unreliable)
	"Pulaski County, MO"	"29169"	13	53156	24.5 (Unreliable)
	"St. Charles County, MO"	"29183"	65	385171	16.9
	"St. Francois County, MO"	"29187"	19	66446	28.6 (Unreliable)
	"St. Louis County, MO"	"29189"	166	1001705	16.6
	"Scott County, MO"	"29201"	10	39004	25.6 (Unreliable)
	"Warren County, MO"	"29219"	11	33545	32.8 (Unreliable)
	"Webster County, MO"	"29225"	13	37526	34.6 (Unreliable)
	"St. Louis city, MO"	"29510"	106	314875	33.7
	"Cascade County, MT"	"30013"	11	82118	13.4 (Unreliable)
	"Flathead County, MT"	"30029"	11	96079	11.4 (Unreliable)
	"Lewis and Clark County, MT"	"30049"	12	66479	18.1 (Unreliable)
	"Missoula County, MT"	"30063"	16	113982	14.0 (Unreliable)
	"Yellowstone County, MT"	"30111"	28	156946	17.8
	"Douglas County, NE"	"31055"	47	549168	8.6
	"Lancaster County, NE"	"31109"	22	305705	7.2
	"Clark County, NV"	"32003"	439	2109289	20.8
	"Nye County, NV"	"32023"	16	43086	37.1 (Unreliable)
	"Washoe County, NV"	"32031"	92	445460	20.7
	"Carson City, NV"	"32510"	27	54405	49.6
	"Belknap County, NH"	"33001"	21	60427	34.8
	"Carroll County, NH"	"33003"	16	47222	33.9 (Unreliable)
	"Coos County, NH"	"33007"	13	32293	40.3 (Unreliable)
	"Grafton County, NH"	"33009"	16	88799	18.0 (Unreliable)
	"Hillsborough County, NH"	"33011"	166	406015	40.9
	"Merrimack County, NH"	"33013"	35	148094	23.6
	"Rockingham County, NH"	"33015"	96	301640	31.8
	"Strafford County, NH"	"33017"	42	126504	33.2
	"Atlantic County, NJ"	"34001"	63	273035	23.1
	"Bergen County, NJ"	"34003"	92	936010	9.8
	"Burlington County, NJ"	"34005"	92	449675	20.5
	"Camden County, NJ"	"34007"	155	510295	30.4
	"Cape May County, NJ"	"34009"	24	94843	25.3
	"Cumberland County, NJ"	"34011"	27	155241	17.4
	"Essex County, NJ"	"34013"	114	795039	14.3
	"Gloucester County, NJ"	"34015"	75	292106	25.7
	"Hudson County, NJ"	"34017"	85	673765	12.6
	"Hunterdon County, NJ"	"34019"	17	125390	13.6 (Unreliable)
	"Mercer County, NJ"	"34021"	61	371199	16.4
	"Middlesex County, NJ"	"34023"	98	836079	11.7
	"Monmouth County, NJ"	"34025"	117	626775	18.7
	"Morris County, NJ"	"34027"	47	498419	9.4
	"Ocean County, NJ"	"34029"	148	588791	25.1
	"Passaic County, NJ"	"34031"	66	508398	13.0
	"Salem County, NJ"	"34033"	19	63941	29.7 (Unreliable)
	"Somerset County, NJ"	"34035"	35	333015	10.5
	"Sussex County, NJ"	"34037"	30	143385	20.9
	"Union County, NJ"	"34039"	67	552949	12.1
	"Warren County, NJ"	"34041"	22	107071	20.5
	"Bernalillo County, NM"	"35001"	203	674959	30.1
	"Chaves County, NM"	"35005"	10	65529	15.3 (Unreliable)
	"Dona Ana County, NM"	"35013"	40	213567	18.7
	"Eddy County, NM"	"35015"	18	57611	31.2 (Unreliable)
	"Grant County, NM"	"35017"	10	28564	35.0 (Unreliable)
	"Lea County, NM"	"35025"	11	70848	15.5 (Unreliable)
	"Otero County, NM"	"35035"	14	64430	21.7 (Unreliable)
	"Rio Arriba County, NM"	"35039"	28	39526	70.8
	"Sandoval County, NM"	"35043"	23	139157	16.5
	"San Juan County, NM"	"35045"	17	118701	14.3 (Unreliable)
	"Santa Fe County, NM"	"35049"	49	147708	33.2
	"Taos County, NM"	"35055"	12	32887	36.5 (Unreliable)
	"Valencia County, NM"	"35061"	11	75636	14.5 (Unreliable)
	"Albany County, NY"	"36001"	36	308432	11.7
	"Bronx County, NY"	"36005"	225	1449196	15.5
	"Broome County, NY"	"36007"	39	196618	19.8
	"Cattaraugus County, NY"	"36009"	17	77909	21.8 (Unreliable)
	"Cayuga County, NY"	"36011"	17	78316	21.7 (Unreliable)
	"Chautauqua County, NY"	"36013"	26	130811	19.9
	"Chemung County, NY"	"36015"	14	87120	16.1 (Unreliable)
	"Clinton County, NY"	"36019"	10	81154	12.3 (Unreliable)
	"Cortland County, NY"	"36023"	10	48429	20.6 (Unreliable)
	"Dutchess County, NY"	"36027"	65	295228	22.0
	"Erie County, NY"	"36029"	279	922957	30.2
	"Genesee County, NY"	"36037"	11	58810	18.7 (Unreliable)
	"Greene County, NY"	"36039"	10	47695	21.0 (Unreliable)
