"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Sumner County, TN"	"47165"	12	141103	8.5 (Unreliable)
	"Washington County, TN"	"47179"	16	111849	14.3 (Unreliable)
	"Williamson County, TN"	"47187"	12	147439	8.1 (Unreliable)
	"Wilson County, TN"	"47189"	15	97139	15.4 (Unreliable)
	"Anderson County, TX"	"48001"	13	56245	23.1 (Unreliable)
	"Aransas County, TX"	"48007"	10	23067	43.4 (Unreliable)
	"Bexar County, TX"	"48029"	127	1500919	8.5
	"Brazoria County, TX"	"48039"	24	268051	9.0
	"Cameron County, TX"	"48061"	18	366299	4.9 (Unreliable)
	"Collin County, TX"	"48085"	42	617802	6.8
	"Comal County, TX"	"48091"	11	88119	12.5 (Unreliable)
	"Dallas County, TX"	"48113"	189	2244020	8.4
	"Denton County, TX"	"48121"	25	529811	4.7
	"Ector County, TX"	"48135"	12	124163	9.7 (Unreliable)
	"El Paso County, TX"	"48141"	40	717652	5.6
	"Fort Bend County, TX"	"48157"	14	441139	3.2 (Unreliable)
	"Galveston County, TX"	"48167"	38	269760	14.1
	"Harris County, TX"	"48201"	366	3630185	10.1
	"Hays County, TX"	"48209"	10	119395	8.4 (Unreliable)
	"Hidalgo County, TX"	"48215"	13	653779	2.0 (Unreliable)
	"Jefferson County, TX"	"48245"	22	250638	8.8
	"Johnson County, TX"	"48251"	10	138833	7.2 (Unreliable)
	"Liberty County, TX"	"48291"	10	74285	13.5 (Unreliable)
	"Lubbock County, TX"	"48303"	23	255669	9.0
	"McLennan County, TX"	"48309"	15	221353	6.8 (Unreliable)
	"Montgomery County, TX"	"48339"	36	357607	10.1
	"Nueces County, TX"	"48355"	34	321879	10.6
	"Orange County, TX"	"48361"	21	83580	25.1
	"Parker County, TX"	"48367"	10	99320	10.1 (Unreliable)
	"Smith County, TX"	"48423"	18	187300	9.6 (Unreliable)
	"Tarrant County, TX"	"48439"	130	1580595	8.2
	"Taylor County, TX"	"48441"	13	126702	10.3 (Unreliable)
	"Travis County, TX"	"48453"	94	870809	10.8
	"Webb County, TX"	"48479"	11	217858	5.0 (Unreliable)
	"Wichita County, TX"	"48485"	18	131677	13.7 (Unreliable)
	"Williamson County, TX"	"48491"	16	316532	5.1 (Unreliable)
	"Davis County, UT"	"49011"	27	262189	10.3
	"Salt Lake County, UT"	"49035"	166	934140	17.8
	"Utah County, UT"	"49049"	51	416220	12.3
	"Washington County, UT"	"49053"	10	110207	9.1 (Unreliable)
	"Weber County, UT"	"49057"	38	207794	18.3
	"Chesterfield County, VA"	"51041"	17	283030	6.0 (Unreliable)
	"Fairfax County, VA"	"51059"	27	1010938	2.7
	"Frederick County, VA"	"51069"	11	67442	16.3 (Unreliable)
	"Henrico County, VA"	"51087"	19	280290	6.8 (Unreliable)
	"Lee County, VA"	"51105"	13	25168	51.7 (Unreliable)
	"Prince William County, VA"	"51153"	12	337439	3.6 (Unreliable)
	"Russell County, VA"	"51167"	12	28546	42.0 (Unreliable)
	"Tazewell County, VA"	"51185"	13	44102	29.5 (Unreliable)
	"Wise County, VA"	"51195"	14	41591	33.7 (Unreliable)
	"Chesapeake city, VA"	"51550"	17	211927	8.0 (Unreliable)
	"Newport News city, VA"	"51700"	18	185204	9.7 (Unreliable)
	"Norfolk city, VA"	"51710"	17	243836	7.0 (Unreliable)
	"Portsmouth city, VA"	"51740"	16	97428	16.4 (Unreliable)
	"Richmond city, VA"	"51760"	34	196878	17.3
	"Roanoke city, VA"	"51770"	15	93614	16.0 (Unreliable)
	"Virginia Beach city, VA"	"51810"	33	437494	7.5
	"Benton County, WA"	"53005"	16	155689	10.3 (Unreliable)
	"Chelan County, WA"	"53007"	11	67882	16.2 (Unreliable)
	"Clallam County, WA"	"53009"	15	67411	22.3 (Unreliable)
	"Clark County, WA"	"53011"	37	384931	9.6
	"Cowlitz County, WA"	"53015"	23	95541	24.1
	"Grant County, WA"	"53025"	14	78734	17.8 (Unreliable)
	"Grays Harbor County, WA"	"53027"	22	69775	31.5
	"Island County, WA"	"53029"	10	77667	12.9 (Unreliable)
	"King County, WA"	"53033"	235	1775297	13.2
	"Kitsap County, WA"	"53035"	19	241960	7.9 (Unreliable)
	"Lewis County, WA"	"53041"	13	71021	18.3 (Unreliable)
	"Pierce County, WA"	"53053"	77	740137	10.4
	"Skagit County, WA"	"53057"	13	109030	11.9 (Unreliable)
	"Snohomish County, WA"	"53061"	106	643533	16.5
	"Spokane County, WA"	"53063"	86	435268	19.8
	"Thurston County, WA"	"53067"	28	222985	12.6
	"Whatcom County, WA"	"53073"	22	181756	12.1
	"Yakima County, WA"	"53077"	20	227280	8.8
	"Berkeley County, WV"	"54003"	11	88258	12.5 (Unreliable)
	"Boone County, WV"	"54005"	11	25455	43.2 (Unreliable)
	"Cabell County, WV"	"54011"	21	95239	22.0
	"Greenbrier County, WV"	"54025"	12	34938	34.3 (Unreliable)
	"Harrison County, WV"	"54033"	10	67900	14.7 (Unreliable)
	"Kanawha County, WV"	"54039"	33	195364	16.9
	"Logan County, WV"	"54045"	15	36582	41.0 (Unreliable)
	"McDowell County, WV"	"54047"	11	24264	45.3 (Unreliable)
	"Mercer County, WV"	"54055"	14	61694	22.7 (Unreliable)
	"Raleigh County, WV"	"54081"	20	78428	25.5
	"Wood County, WV"	"54107"	15	86892	17.3 (Unreliable)
	"Wyoming County, WV"	"54109"	14	24482	57.2 (Unreliable)
	"Brown County, WI"	"55009"	15	236654	6.3 (Unreliable)
	"Dane County, WI"	"55025"	39	453327	8.6
	"Kenosha County, WI"	"55059"	18	157968	11.4 (Unreliable)
	"Milwaukee County, WI"	"55079"	160	936914	17.1
	"Racine County, WI"	"55101"	20	191808	10.4
	"Rock County, WI"	"55105"	10	155685	6.4 (Unreliable)
	"Waukesha County, WI"	"55133"	19	376243	5.0 (Unreliable)
	"Winnebago County, WI"	"55139"	15	160130	9.4 (Unreliable)
	"Laramie County, WY"	"56021"	11	85427	12.9 (Unreliable)
"Total"			27424	292805298	9.4
"---"
"Dataset: Compressed Mortality, 1999-2016"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Age Group: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 Codes: X40 (Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics), X41"
"(Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not"
"elsewhere classified), X42 (Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not"
"elsewhere classified), X43 (Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system), X44"
"(Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances), X60 (Intentional"
"self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics), X61 (Intentional self-poisoning by and"
"exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified), X62"
"(Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified), X63"
"(Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system), X64 (Intentional"
"self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances), X85 (Assault by drugs,"
"medicaments and biological substances), Y10 (Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics,"
"undetermined intent), Y11 (Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic"
"drugs, not elsewhere classified, undetermined intent), Y12 (Poisoning by and exposure to narcotics and psychodysleptics"
"[hallucinogens], not elsewhere classified, undetermined intent), Y13 (Poisoning by and exposure to other drugs acting on the"
"autonomic nervous system, undetermined intent), Y14 (Poisoning by and exposure to other and unspecified drugs, medicaments and"
"biological substances, undetermined intent)"
"Race: All"
"States: All"
"Year: 2004"
"Group By: County"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Mar 9, 2018 10:50:53 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File"
"1999-2016 on CDC WONDER Online Database, released December 2017. Data are from the Compressed Mortality File 1999-2016 Series 20"
"No. 2V, 2017, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Mar 9, 2018 10:50:53 PM"
"---"
Messages:
"1. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above"
"to show zero rows."
"2. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Data are not available for this area for all of the requested years. See Caveats below for more information."
"---"
Caveats:
"1. Due to confidentiality constraints, sub-national death counts and rates are suppressed when the number of deaths is less than"
"10. Figures representing infant deaths and births have additional constraints for national and local data. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Assurance of Confidentiality."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Unreliable."
"3. About sub-national population figures for regions, divisions, states and counties: population figures for 1999 are from the"
"1990-1999 series of bridged-race intercensal estimates of the July 1 resident population; population figures for 2000 and 2010"
"are bridged-race April 1 census counts; population figures for 2001-2009 are from the revised 2000-2009 series of bridged-race"
"intercensal estimates of the July 1 resident population; and population figures for 2011-2016 are bridged-race postcensal"
"estimates of the July 1 resident population, from the Vintage 2016 series released by NCHS on June 26, 2017."
"4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
"5. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#ICD-10 Changes."
"6. Hoonah-Angoon Census Area, Alaska (FIPS code 02105) data are only available for 2014 and later; for computational purposes,"
"counts and population estimates for 1999-2013 are set to zero. Thus, counts and rates shown in multi-year requests for this"
"entity do not include any data for years prior to 2014, only data for 2014 and later. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Hoonah-Angoon Census Area."
"7. Petersburg Borough/Census Area, Alaska (FIPS code 02195) data are only available for 2014 and later; for computational"
"purposes, counts and population estimates for 1999-2013 are set to zero. Thus, counts and rates shown in multi-year requests for"
"this entity do not include any data for years prior to 2014, only data for 2014 and later. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Petersburg Borough/Census Area."
"8. Prince of Wales-Hyder Census Area, Alaska (FIPS code 02198) data are only available for 2014 and later; for computational"
"purposes, counts and population estimates for 1999-2013 are set to zero. Thus, counts and rates shown in multi-year requests for"
"this entity do not include any data for years prior to 2014, only data for 2014 and later. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Prince of Wales-Hyder Census Area."
"9. Skagway Municipality, Alaska (FIPS code 02230) data are only available for 2014 and later; for computational purposes, counts"
"and population estimates for 1999-2013 are set to zero. Thus, counts and rates shown in multi-year requests for this entity do"
"not include any data for years prior to 2014, only data for 2014 and later. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Skagway Municipality."
"10. Wrangell City and Borough, Alaska (FIPS code 02275) data are only available for 2014 and later; for computational purposes,"
"counts and population estimates for 1999-2013 are set to zero. Thus, counts and rates shown in multi-year requests for this"
"entity do not include any data for years prior to 2014, only data for 2014 and later. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Wrangell City and Borough."
"11. Carson City, Nevada (FIPS code 32510) data are shown separately from the adjacent counties for."
"12. Baltimore city, Maryland (FIPS code 24510) and Baltimore County, Maryland (FIPS code 24005) data are reported separately."
"13. St. Louis city, Missouri (FIPS code 29510) and St. Louis County, Missouri (FIPS code 29189) data are reported separately."
"14. Clifton Forge city, Virginia (FIPS code 51560) data are available only for 1999-2000. For 2001 and beyond, death counts and"
"population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code 51005)."
"Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 through 2000; for"
"2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Clifton Forge."
