"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Tulare County, CA"	"06107"	49	414921	11.8
	"Tuolumne County, CA"	"06109"	14	56680	24.7 (Unreliable)
	"Ventura County, CA"	"06111"	96	798183	12.0
	"Adams County, CO"	"08001"	68	406575	16.7
	"Arapahoe County, CO"	"08005"	73	531619	13.7
	"Boulder County, CO"	"08013"	42	284243	14.8
	"Denver County, CO"	"08031"	144	556895	25.9
	"Douglas County, CO"	"08035"	25	256136	9.8
	"El Paso County, CO"	"08041"	68	580251	11.7
	"Fremont County, CO"	"08043"	10	46873	21.3 (Unreliable)
	"Jefferson County, CO"	"08059"	37	521662	7.1
	"Larimer County, CO"	"08069"	37	280713	13.2
	"Pueblo County, CO"	"08101"	25	152026	16.4
	"Weld County, CO"	"08123"	15	230703	6.5 (Unreliable)
	"Fairfield County, CT"	"09001"	100	896254	11.2
	"Hartford County, CT"	"09003"	109	881298	12.4
	"Litchfield County, CT"	"09005"	19	189682	10.0 (Unreliable)
	"Middlesex County, CT"	"09007"	14	163473	8.6 (Unreliable)
	"New Haven County, CT"	"09009"	115	850207	13.5
	"New London County, CT"	"09011"	29	270814	10.7
	"Windham County, CT"	"09015"	12	116778	10.3 (Unreliable)
	"Kent County, DE"	"10001"	13	149704	8.7 (Unreliable)
	"New Castle County, DE"	"10003"	50	527174	9.5
	"Sussex County, DE"	"10005"	15	182390	8.2 (Unreliable)
	"District of Columbia, DC"	"11001"	101	570681	17.7
	"Alachua County, FL"	"12001"	13	239506	5.4 (Unreliable)
	"Bay County, FL"	"12005"	23	165644	13.9
	"Brevard County, FL"	"12009"	107	535138	20.0
	"Broward County, FL"	"12011"	258	1739348	14.8
	"Citrus County, FL"	"12017"	31	137826	22.5
	"Clay County, FL"	"12019"	17	178339	9.5 (Unreliable)
	"Collier County, FL"	"12021"	52	312621	16.6
	"Columbia County, FL"	"12023"	12	65890	18.2 (Unreliable)
	"Duval County, FL"	"12031"	150	842098	17.8
	"Escambia County, FL"	"12033"	53	300395	17.6
	"Hernando County, FL"	"12053"	29	164398	17.6
	"Highlands County, FL"	"12055"	12	97788	12.3 (Unreliable)
	"Hillsborough County, FL"	"12057"	186	1171826	15.9
	"Indian River County, FL"	"12061"	25	131463	19.0
	"Lake County, FL"	"12069"	19	281329	6.8 (Unreliable)
	"Lee County, FL"	"12071"	98	582678	16.8
	"Leon County, FL"	"12073"	13	263076	4.9 (Unreliable)
	"Manatee County, FL"	"12081"	57	313771	18.2
	"Marion County, FL"	"12083"	65	316310	20.5
	"Martin County, FL"	"12085"	23	141802	16.2
	"Miami-Dade County, FL"	"12086"	144	2405911	6.0
	"Monroe County, FL"	"12087"	20	73793	27.1
	"Nassau County, FL"	"12089"	12	67823	17.7 (Unreliable)
	"Okaloosa County, FL"	"12091"	33	184071	17.9
	"Orange County, FL"	"12095"	110	1083429	10.2
	"Osceola County, FL"	"12097"	23	242081	9.5
	"Palm Beach County, FL"	"12099"	211	1284489	16.4
	"Pasco County, FL"	"12101"	101	439529	23.0
	"Pinellas County, FL"	"12103"	217	924182	23.5
	"Polk County, FL"	"12105"	71	568324	12.5
	"St. Johns County, FL"	"12109"	11	168480	6.5 (Unreliable)
	"St. Lucie County, FL"	"12111"	34	255251	13.3
	"Santa Rosa County, FL"	"12113"	33	142983	23.1
	"Sarasota County, FL"	"12115"	83	371361	22.4
	"Seminole County, FL"	"12117"	47	413218	11.4
	"Volusia County, FL"	"12127"	81	494748	16.4
	"Walton County, FL"	"12131"	17	51145	33.2 (Unreliable)
	"Barrow County, GA"	"13013"	10	61395	16.3 (Unreliable)
	"Bartow County, GA"	"13015"	10	92983	10.8 (Unreliable)
	"Carroll County, GA"	"13045"	16	105853	15.1 (Unreliable)
	"Catoosa County, GA"	"13047"	12	61095	19.6 (Unreliable)
	"Chatham County, GA"	"13051"	20	246896	8.1
	"Cherokee County, GA"	"13057"	14	193241	7.2 (Unreliable)
	"Clayton County, GA"	"13063"	18	258552	7.0 (Unreliable)
	"Cobb County, GA"	"13067"	59	661913	8.9
	"Columbia County, GA"	"13073"	10	110845	9.0 (Unreliable)
	"DeKalb County, GA"	"13089"	35	676687	5.2
	"Douglas County, GA"	"13097"	18	119918	15.0 (Unreliable)
	"Floyd County, GA"	"13115"	19	95165	20.0 (Unreliable)
	"Fulton County, GA"	"13121"	84	845181	9.9
	"Glynn County, GA"	"13127"	13	74870	17.4 (Unreliable)
	"Gwinnett County, GA"	"13135"	47	740267	6.3
	"Hall County, GA"	"13139"	20	166524	12.0
	"Henry County, GA"	"13151"	20	180304	11.1
	"Paulding County, GA"	"13223"	20	122635	16.3
	"Richmond County, GA"	"13245"	25	196449	12.7
	"Rockdale County, GA"	"13247"	11	79911	13.8 (Unreliable)
	"Whitfield County, GA"	"13313"	13	96408	13.5 (Unreliable)
	"Hawaii County, HI"	"15001"	14	173536	8.1 (Unreliable)
	"Honolulu County, HI"	"15003"	64	926954	6.9
	"Ada County, ID"	"16001"	40	363498	11.0
	"Kootenai County, ID"	"16055"	18	129510	13.9 (Unreliable)
	"Champaign County, IL"	"17019"	10	193844	5.2 (Unreliable)
	"Cook County, IL"	"17031"	755	5165495	14.6
	"DuPage County, IL"	"17043"	70	908685	7.7
	"Kane County, IL"	"17089"	27	485179	5.6
	"Kankakee County, IL"	"17091"	11	109735	10.0 (Unreliable)
	"Lake County, IL"	"17097"	63	689891	9.1
	"LaSalle County, IL"	"17099"	21	113139	18.6
	"McHenry County, IL"	"17111"	21	300630	7.0
	"Madison County, IL"	"17119"	35	266164	13.1
	"Peoria County, IL"	"17143"	19	183446	10.4 (Unreliable)
	"St. Clair County, IL"	"17163"	20	263445	7.6
	"Sangamon County, IL"	"17167"	12	193317	6.2 (Unreliable)
	"Tazewell County, IL"	"17179"	12	131804	9.1 (Unreliable)
	"Vermilion County, IL"	"17183"	11	82715	13.3 (Unreliable)
	"Will County, IL"	"17197"	56	650779	8.6
	"Winnebago County, IL"	"17201"	44	289405	15.2
	"Allen County, IN"	"18003"	27	346314	7.8
	"Bartholomew County, IN"	"18005"	10	74508	13.4 (Unreliable)
	"Clark County, IN"	"18019"	13	104148	12.5 (Unreliable)
	"Delaware County, IN"	"18035"	22	117326	18.8
	"Floyd County, IN"	"18043"	11	72358	15.2 (Unreliable)
	"Hamilton County, IN"	"18057"	20	244738	8.2
	"Hendricks County, IN"	"18063"	10	132350	7.6 (Unreliable)
	"Henry County, IN"	"18065"	15	48375	31.0 (Unreliable)
	"Howard County, IN"	"18067"	22	83943	26.2
	"Johnson County, IN"	"18081"	14	130512	10.7 (Unreliable)
	"Lake County, IN"	"18089"	32	491432	6.5
	"La Porte County, IN"	"18091"	11	109641	10.0 (Unreliable)
	"Madison County, IN"	"18095"	42	131240	32.0
	"Marion County, IN"	"18097"	114	878515	13.0
	"Monroe County, IN"	"18105"	16	130677	12.2 (Unreliable)
	"Montgomery County, IN"	"18107"	11	38040	28.9 (Unreliable)
	"Porter County, IN"	"18127"	18	158595	11.3 (Unreliable)
	"St. Joseph County, IN"	"18141"	19	265496	7.2 (Unreliable)
	"Tippecanoe County, IN"	"18157"	12	163010	7.4 (Unreliable)
	"Vanderburgh County, IN"	"18163"	25	176822	14.1
	"Vigo County, IN"	"18167"	23	106509	21.6
	"Wabash County, IN"	"18169"	11	33665	32.7 (Unreliable)
	"Wayne County, IN"	"18177"	13	69642	18.7 (Unreliable)
	"Linn County, IA"	"19113"	13	202709	6.4 (Unreliable)
	"Polk County, IA"	"19153"	39	405990	9.6
	"Scott County, IA"	"19163"	18	159597	11.3 (Unreliable)
	"Johnson County, KS"	"20091"	35	514813	6.8
	"Sedgwick County, KS"	"20173"	69	471659	14.6
	"Shawnee County, KS"	"20177"	19	172986	11.0 (Unreliable)
	"Wyandotte County, KS"	"20209"	15	153689	9.8 (Unreliable)
	"Bell County, KY"	"21013"	11	28960	38.0 (Unreliable)
	"Boone County, KY"	"21015"	22	109295	20.1
	"Boyd County, KY"	"21019"	11	49312	22.3 (Unreliable)
	"Campbell County, KY"	"21037"	27	88036	30.7
	"Clark County, KY"	"21049"	11	34823	31.6 (Unreliable)
	"Daviess County, KY"	"21059"	19	93908	20.2 (Unreliable)
	"Fayette County, KY"	"21067"	41	279971	14.6
	"Floyd County, KY"	"21071"	18	40429	44.5 (Unreliable)
	"Henderson County, KY"	"21101"	11	45633	24.1 (Unreliable)
	"Jefferson County, KY"	"21111"	99	715149	13.8
	"Kenton County, KY"	"21117"	42	155557	27.0
	"Knott County, KY"	"21119"	11	16837	65.3 (Unreliable)
	"Knox County, KY"	"21121"	10	31599	31.6 (Unreliable)
	"Laurel County, KY"	"21125"	12	57239	21.0 (Unreliable)
	"McCracken County, KY"	"21145"	13	64678	20.1 (Unreliable)
	"Madison County, KY"	"21151"	11	80264	13.7 (Unreliable)
	"Perry County, KY"	"21193"	11	28829	38.2 (Unreliable)
	"Pike County, KY"	"21195"	15	65632	22.9 (Unreliable)
	"Pulaski County, KY"	"21199"	10	60752	16.5 (Unreliable)
	"Whitley County, KY"	"21235"	11	36149	30.4 (Unreliable)
	"Acadia Parish, LA"	"22001"	21	60522	34.7
	"Bossier Parish, LA"	"22015"	15	110606	13.6 (Unreliable)
	"Caddo Parish, LA"	"22017"	32	252740	12.7
	"Calcasieu Parish, LA"	"22019"	58	185350	31.3
	"East Baton Rouge Parish, LA"	"22033"	38	433474	8.8
	"Jefferson Parish, LA"	"22051"	121	426285	28.4
	"Lafayette Parish, LA"	"22055"	41	209424	19.6
	"Livingston Parish, LA"	"22063"	29	115722	25.1
	"Orleans Parish, LA"	"22071"	35	230172	15.2
	"Ouachita Parish, LA"	"22073"	18	151183	11.9 (Unreliable)
	"St. Bernard Parish, LA"	"22087"	14	16563	84.5 (Unreliable)
	"St. Charles Parish, LA"	"22089"	11	52453	21.0 (Unreliable)
	"St. Landry Parish, LA"	"22097"	23	85128	27.0
	"St. Tammany Parish, LA"	"22103"	70	223133	31.4
	"Tangipahoa Parish, LA"	"22105"	26	114102	22.8
	"Terrebonne Parish, LA"	"22109"	20	109994	18.2
	"Androscoggin County, ME"	"23001"	10	107932	9.3 (Unreliable)
	"Cumberland County, ME"	"23005"	22	277084	7.9
	"Kennebec County, ME"	"23011"	22	121508	18.1
	"Penobscot County, ME"	"23019"	32	151446	21.1
	"York County, ME"	"23031"	25	197635	12.6
	"Allegany County, MD"	"24001"	13	73980	17.6 (Unreliable)
	"Anne Arundel County, MD"	"24003"	70	517698	13.5
	"Baltimore County, MD"	"24005"	138	793733	17.4
	"Calvert County, MD"	"24009"	10	87043	11.5 (Unreliable)
	"Carroll County, MD"	"24013"	17	166950	10.2 (Unreliable)
	"Cecil County, MD"	"24015"	27	98821	27.3
	"Frederick County, MD"	"24021"	22	224211	9.8
	"Harford County, MD"	"24025"	43	241163	17.8
	"Howard County, MD"	"24027"	15	271793	5.5 (Unreliable)
	"Montgomery County, MD"	"24031"	43	926492	4.6
	"Prince George's County, MD"	"24033"	38	852097	4.5
	"Washington County, MD"	"24043"	20	144286	13.9
	"Wicomico County, MD"	"24045"	16	94621	16.9 (Unreliable)
	"Worcester County, MD"	"24047"	10	50678	19.7 (Unreliable)
	"Baltimore city, MD"	"24510"	241	621109	38.8
	"Barnstable County, MA"	"25001"	37	220037	16.8
	"Bristol County, MA"	"25005"	120	544487	22.0
	"Essex County, MA"	"25009"	125	729455	17.1
	"Franklin County, MA"	"25011"	10	71708	13.9 (Unreliable)
	"Hampden County, MA"	"25013"	62	461408	13.4
	"Hampshire County, MA"	"25015"	20	156168	12.8
	"Middlesex County, MA"	"25017"	168	1456528	11.5
	"Norfolk County, MA"	"25021"	77	653421	11.8
	"Plymouth County, MA"	"25023"	70	486779	14.4
	"Suffolk County, MA"	"25025"	153	687192	22.3
	"Worcester County, MA"	"25027"	118	785345	15.0
	"Bay County, MI"	"26017"	14	108711	12.9 (Unreliable)
	"Berrien County, MI"	"26021"	24	157537	15.2
	"Calhoun County, MI"	"26025"	29	138291	21.0
	"Eaton County, MI"	"26045"	10	108364	9.2 (Unreliable)
	"Genesee County, MI"	"26049"	39	441164	8.8
	"Grand Traverse County, MI"	"26055"	11	84705	13.0 (Unreliable)
	"Ingham County, MI"	"26065"	21	282104	7.4
	"Jackson County, MI"	"26075"	13	163387	8.0 (Unreliable)
	"Kalamazoo County, MI"	"26077"	33	244178	13.5
	"Kent County, MI"	"26081"	54	595191	9.1
	"Lapeer County, MI"	"26087"	10	91691	10.9 (Unreliable)
	"Livingston County, MI"	"26093"	18	181620	9.9 (Unreliable)
	"Macomb County, MI"	"26099"	144	833328	17.3
	"Midland County, MI"	"26111"	12	83693	14.3 (Unreliable)
	"Monroe County, MI"	"26115"	15	153460	9.8 (Unreliable)
	"Muskegon County, MI"	"26121"	17	173710	9.8 (Unreliable)
	"Oakland County, MI"	"26125"	89	1202256	7.4
	"Ottawa County, MI"	"26139"	19	258003	7.4 (Unreliable)
	"Saginaw County, MI"	"26145"	27	205822	13.1
	"St. Clair County, MI"	"26147"	22	168312	13.1
	"Washtenaw County, MI"	"26161"	28	344018	8.1
	"Wayne County, MI"	"26163"	328	1932490	17.0
	"Anoka County, MN"	"27003"	17	323590	5.3 (Unreliable)
	"Dakota County, MN"	"27037"	11	386228	2.8 (Unreliable)
	"Hennepin County, MN"	"27053"	91	1119507	8.1
	"Olmsted County, MN"	"27109"	10	137293	7.3 (Unreliable)
	"Ramsey County, MN"	"27123"	45	497158	9.1
	"St. Louis County, MN"	"27137"	17	198357	8.6 (Unreliable)
	"Washington County, MN"	"27163"	13	225091	5.8 (Unreliable)
	"DeSoto County, MS"	"28033"	13	145220	9.0 (Unreliable)
	"Hancock County, MS"	"28045"	20	40087	49.9
	"Harrison County, MS"	"28047"	46	174449	26.4
	"Hinds County, MS"	"28049"	16	248989	6.4 (Unreliable)
	"Jackson County, MS"	"28059"	41	132717	30.9
	"Madison County, MS"	"28089"	11	87844	12.5 (Unreliable)
	"Pearl River County, MS"	"28109"	28	55153	50.8
	"Boone County, MO"	"29019"	21	152784	13.7
	"Butler County, MO"	"29023"	11	42246	26.0 (Unreliable)
	"Cass County, MO"	"29037"	10	94494	10.6 (Unreliable)
	"Clay County, MO"	"29047"	12	206369	5.8 (Unreliable)
	"Franklin County, MO"	"29071"	14	99341	14.1 (Unreliable)
	"Greene County, MO"	"29077"	53	263046	20.1
	"Howell County, MO"	"29091"	16	39067	41.0 (Unreliable)
	"Jackson County, MO"	"29095"	89	660539	13.5
	"Jefferson County, MO"	"29099"	40	213105	18.8
	"St. Charles County, MO"	"29183"	39	337952	11.5
	"St. Francois County, MO"	"29187"	21	62917	33.4
	"St. Louis County, MO"	"29189"	112	1002050	11.2
	"St. Louis city, MO"	"29510"	80	320131	25.0
	"Flathead County, MT"	"30029"	12	85759	14.0 (Unreliable)
	"Missoula County, MT"	"30063"	11	104372	10.5 (Unreliable)
	"Yellowstone County, MT"	"30111"	15	139582	10.7 (Unreliable)
	"Douglas County, NE"	"31055"	34	493757	6.9
	"Lancaster County, NE"	"31109"	16	272286	5.9 (Unreliable)
	"Clark County, NV"	"32003"	343	1803774	19.0
	"Washoe County, NV"	"32031"	64	400453	16.0
	"Carson City, NV"	"32510"	11	55410	19.9 (Unreliable)
	"Cheshire County, NH"	"33005"	10	77658	12.9 (Unreliable)
	"Hillsborough County, NH"	"33011"	50	398169	12.6
	"Merrimack County, NH"	"33013"	12	146609	8.2 (Unreliable)
	"Rockingham County, NH"	"33015"	34	293618	11.6
	"Strafford County, NH"	"33017"	13	120363	10.8 (Unreliable)
	"Atlantic County, NJ"	"34001"	40	271759	14.7
	"Bergen County, NJ"	"34003"	49	889406	5.5
	"Burlington County, NJ"	"34005"	52	448373	11.6
	"Camden County, NJ"	"34007"	143	513195	27.9
	"Cape May County, NJ"	"34009"	28	98695	28.4
	"Cumberland County, NJ"	"34011"	19	153371	12.4 (Unreliable)
	"Essex County, NJ"	"34013"	96	781027	12.3
	"Gloucester County, NJ"	"34015"	86	280015	30.7
	"Hudson County, NJ"	"34017"	42	613577	6.8
	"Mercer County, NJ"	"34021"	10	362840	2.8 (Unreliable)
	"Middlesex County, NJ"	"34023"	46	786890	5.8
	"Monmouth County, NJ"	"34025"	56	626934	8.9
	"Morris County, NJ"	"34027"	27	487486	5.5
	"Ocean County, NJ"	"34029"	36	561302	6.4
	"Passaic County, NJ"	"34031"	36	492730	7.3
	"Salem County, NJ"	"34033"	18	65831	27.3 (Unreliable)
	"Somerset County, NJ"	"34035"	18	314993	5.7 (Unreliable)
	"Sussex County, NJ"	"34037"	10	150508	6.6 (Unreliable)
	"Union County, NJ"	"34039"	22	525153	4.2
	"Bernalillo County, NM"	"35001"	171	628632	27.2
	"Chaves County, NM"	"35005"	18	62486	28.8 (Unreliable)
	"Dona Ana County, NM"	"35013"	30	193701	15.5
	"Eddy County, NM"	"35015"	13	51366	25.3 (Unreliable)
	"Otero County, NM"	"35035"	14	62200	22.5 (Unreliable)
	"Rio Arriba County, NM"	"35039"	20	40335	49.6
	"Sandoval County, NM"	"35043"	15	114231	13.1 (Unreliable)
	"San Juan County, NM"	"35045"	14	125028	11.2 (Unreliable)
	"Santa Fe County, NM"	"35049"	25	138786	18.0
	"Valencia County, NM"	"35061"	25	71661	34.9
	"Albany County, NY"	"36001"	19	303997	6.3 (Unreliable)
	"Bronx County, NY"	"36005"	193	1348164	14.3
	"Chemung County, NY"	"36015"	10	88732	11.3 (Unreliable)
	"Dutchess County, NY"	"36027"	24	294712	8.1
	"Erie County, NY"	"36029"	55	925564	5.9
	"Kings County, NY"	"36047"	255	2436132	10.5
	"Monroe County, NY"	"36055"	55	738329	7.4
	"Nassau County, NY"	"36059"	124	1324905	9.4
	"New York County, NY"	"36061"	200	1578171	12.7
	"Niagara County, NY"	"36063"	23	216148	10.6
	"Oneida County, NY"	"36065"	16	234229	6.8 (Unreliable)
	"Onondaga County, NY"	"36067"	37	460925	8.0
	"Ontario County, NY"	"36069"	15	104644	14.3 (Unreliable)
	"Orange County, NY"	"36071"	33	366908	9.0
	"Putnam County, NY"	"36079"	10	99357	10.1 (Unreliable)
	"Queens County, NY"	"36081"	165	2173862	7.6
	"Richmond County, NY"	"36085"	47	457577	10.3
	"Rockland County, NY"	"36087"	15	299390	5.0 (Unreliable)
	"Steuben County, NY"	"36101"	10	98473	10.2 (Unreliable)
	"Suffolk County, NY"	"36103"	160	1475626	10.8
	"Sullivan County, NY"	"36105"	14	77231	18.1 (Unreliable)
	"Westchester County, NY"	"36119"	61	931426	6.5
	"Alamance County, NC"	"37001"	15	141462	10.6 (Unreliable)
	"Brunswick County, NC"	"37019"	19	93938	20.2 (Unreliable)
	"Buncombe County, NC"	"37021"	27	226524	11.9
	"Burke County, NC"	"37023"	20	89903	22.2
	"Cabarrus County, NC"	"37025"	19	157735	12.0 (Unreliable)
	"Caldwell County, NC"	"37027"	19	80897	23.5 (Unreliable)
	"Catawba County, NC"	"37035"	17	150449	11.3 (Unreliable)
	"Cleveland County, NC"	"37045"	15	96990	15.5 (Unreliable)
	"Craven County, NC"	"37049"	15	96926	15.5 (Unreliable)
	"Cumberland County, NC"	"37051"	31	307365	10.1
	"Davidson County, NC"	"37057"	33	157209	21.0
	"Durham County, NC"	"37063"	26	246929	10.5
	"Forsyth County, NC"	"37067"	43	332110	12.9
	"Gaston County, NC"	"37071"	41	196284	20.9
	"Guilford County, NC"	"37081"	50	458792	10.9
	"Haywood County, NC"	"37087"	10	57701	17.3 (Unreliable)
	"Henderson County, NC"	"37089"	10	100056	10.0 (Unreliable)
	"Iredell County, NC"	"37097"	17	146854	11.6 (Unreliable)
	"Lincoln County, NC"	"37109"	12	72179	16.6 (Unreliable)
	"Macon County, NC"	"37113"	15	32736	45.8 (Unreliable)
	"Mecklenburg County, NC"	"37119"	60	831507	7.2
	"Moore County, NC"	"37125"	11	82838	13.3 (Unreliable)
	"Nash County, NC"	"37127"	10	92127	10.9 (Unreliable)
	"New Hanover County, NC"	"37129"	26	190791	13.6
	"Onslow County, NC"	"37133"	17	161185	10.5 (Unreliable)
	"Pitt County, NC"	"37147"	15	152934	9.8 (Unreliable)
	"Randolph County, NC"	"37151"	17	137885	12.3 (Unreliable)
	"Robeson County, NC"	"37155"	12	128894	9.3 (Unreliable)
	"Rockingham County, NC"	"37157"	16	92960	17.2 (Unreliable)
	"Rowan County, NC"	"37159"	25	134045	18.7
	"Rutherford County, NC"	"37161"	16	65855	24.3 (Unreliable)
	"Stokes County, NC"	"37169"	11	46755	23.5 (Unreliable)
	"Surry County, NC"	"37171"	14	72807	19.2 (Unreliable)
	"Union County, NC"	"37179"	23	172529	13.3
	"Wake County, NC"	"37183"	52	784038	6.6
	"Wilkes County, NC"	"37193"	20	68489	29.2
	"Athens County, OH"	"39009"	12	64237	18.7 (Unreliable)
	"Butler County, OH"	"39017"	54	356691	15.1
	"Clark County, OH"	"39023"	19	140668	13.5 (Unreliable)
	"Clermont County, OH"	"39025"	34	192209	17.7
	"Columbiana County, OH"	"39029"	15	109673	13.7 (Unreliable)
	"Cuyahoga County, OH"	"39035"	186	1312816	14.2
	"Franklin County, OH"	"39049"	181	1115924	16.2
	"Greene County, OH"	"39057"	24	157850	15.2
	"Hamilton County, OH"	"39061"	121	804913	15.0
	"Hardin County, OH"	"39065"	10	31939	31.3 (Unreliable)
	"Jackson County, OH"	"39079"	15	33135	45.3 (Unreliable)
	"Jefferson County, OH"	"39081"	14	70656	19.8 (Unreliable)
	"Lake County, OH"	"39085"	31	228203	13.6
	"Licking County, OH"	"39089"	24	160263	15.0
	"Lorain County, OH"	"39093"	23	297259	7.7
	"Lucas County, OH"	"39095"	51	446769	11.4
	"Mahoning County, OH"	"39099"	32	246112	13.0
	"Medina County, OH"	"39103"	11	167298	6.6 (Unreliable)
	"Montgomery County, OH"	"39113"	144	543620	26.5
	"Muskingum County, OH"	"39119"	12	86023	13.9 (Unreliable)
	"Portage County, OH"	"39133"	13	157773	8.2 (Unreliable)
	"Richland County, OH"	"39139"	18	127292	14.1 (Unreliable)
	"Ross County, OH"	"39141"	11	76639	14.4 (Unreliable)
	"Scioto County, OH"	"39145"	23	78285	29.4
	"Stark County, OH"	"39151"	33	376180	8.8
	"Summit County, OH"	"39153"	68	544660	12.5
	"Trumbull County, OH"	"39155"	38	216185	17.6
	"Warren County, OH"	"39165"	20	200630	10.0
	"Washington County, OH"	"39167"	10	62387	16.0 (Unreliable)
	"Wood County, OH"	"39173"	10	125027	8.0 (Unreliable)
	"Carter County, OK"	"40019"	11	46430	23.7 (Unreliable)
	"Cherokee County, OK"	"40021"	13	45517	28.6 (Unreliable)
	"Cleveland County, OK"	"40027"	29	237257	12.2
	"Comanche County, OK"	"40031"	10	116653	8.6 (Unreliable)
	"Creek County, OK"	"40037"	22	67791	32.5
	"Muskogee County, OK"	"40101"	10	69958	14.3 (Unreliable)
	"Oklahoma County, OK"	"40109"	105	690153	15.2
	"Okmulgee County, OK"	"40111"	11	39426	27.9 (Unreliable)
	"Pottawatomie County, OK"	"40125"	17	67696	25.1 (Unreliable)
	"Rogers County, OK"	"40131"	11	82234	13.4 (Unreliable)
	"Sequoyah County, OK"	"40135"	10	41248	24.2 (Unreliable)
	"Tulsa County, OK"	"40143"	114	575014	19.8
	"Wagoner County, OK"	"40145"	15	66345	22.6 (Unreliable)
	"Washington County, OK"	"40147"	11	49216	22.4 (Unreliable)
	"Clackamas County, OR"	"41005"	42	363508	11.6
	"Deschutes County, OR"	"41017"	16	148149	10.8 (Unreliable)
	"Douglas County, OR"	"41019"	12	106658	11.3 (Unreliable)
	"Jackson County, OR"	"41029"	50	196858	25.4
