"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Lake County, CA"	"06033"	36	64665	55.7
	"Lassen County, CA"	"06035"	12	34895	34.4 (Unreliable)
	"Los Angeles County, CA"	"06037"	700	9818605	7.1
	"Madera County, CA"	"06039"	20	150865	13.3
	"Marin County, CA"	"06041"	35	252409	13.9
	"Mendocino County, CA"	"06045"	19	87841	21.6 (Unreliable)
	"Merced County, CA"	"06047"	29	255793	11.3
	"Monterey County, CA"	"06053"	43	415057	10.4
	"Napa County, CA"	"06055"	17	136484	12.5 (Unreliable)
	"Nevada County, CA"	"06057"	14	98764	14.2 (Unreliable)
	"Orange County, CA"	"06059"	313	3010232	10.4
	"Placer County, CA"	"06061"	27	348432	7.7
	"Riverside County, CA"	"06065"	255	2189641	11.6
	"Sacramento County, CA"	"06067"	216	1418788	15.2
	"San Bernardino County, CA"	"06071"	134	2035210	6.6
	"San Diego County, CA"	"06073"	367	3095313	11.9
	"San Francisco County, CA"	"06075"	170	805235	21.1
	"San Joaquin County, CA"	"06077"	129	685306	18.8
	"San Luis Obispo County, CA"	"06079"	40	269637	14.8
	"San Mateo County, CA"	"06081"	55	718451	7.7
	"Santa Barbara County, CA"	"06083"	48	423895	11.3
	"Santa Clara County, CA"	"06085"	133	1781642	7.5
	"Santa Cruz County, CA"	"06087"	47	262382	17.9
	"Shasta County, CA"	"06089"	49	177223	27.6
	"Siskiyou County, CA"	"06093"	13	44900	29.0 (Unreliable)
	"Solano County, CA"	"06095"	52	413344	12.6
	"Sonoma County, CA"	"06097"	83	483878	17.2
	"Stanislaus County, CA"	"06099"	90	514453	17.5
	"Sutter County, CA"	"06101"	18	94737	19.0 (Unreliable)
	"Tulare County, CA"	"06107"	26	442179	5.9
	"Tuolumne County, CA"	"06109"	18	55365	32.5 (Unreliable)
	"Ventura County, CA"	"06111"	96	823318	11.7
	"Yolo County, CA"	"06113"	15	200849	7.5 (Unreliable)
	"Adams County, CO"	"08001"	66	441603	14.9
	"Arapahoe County, CO"	"08005"	82	572003	14.3
	"Boulder County, CO"	"08013"	23	294567	7.8
	"Denver County, CO"	"08031"	127	600158	21.2
	"Douglas County, CO"	"08035"	23	285465	8.1
	"El Paso County, CO"	"08041"	79	622263	12.7
	"Jefferson County, CO"	"08059"	57	534543	10.7
	"Larimer County, CO"	"08069"	40	299630	13.3
	"Mesa County, CO"	"08077"	22	146723	15.0
	"Pueblo County, CO"	"08101"	23	159063	14.5
	"Weld County, CO"	"08123"	28	252825	11.1
	"Fairfield County, CT"	"09001"	61	916829	6.7
	"Hartford County, CT"	"09003"	84	894014	9.4
	"Litchfield County, CT"	"09005"	21	189927	11.1
	"Middlesex County, CT"	"09007"	26	165676	15.7
	"New Haven County, CT"	"09009"	116	862477	13.4
	"New London County, CT"	"09011"	30	274055	10.9
	"Windham County, CT"	"09015"	18	118428	15.2 (Unreliable)
	"Kent County, DE"	"10001"	27	162310	16.6
	"New Castle County, DE"	"10003"	84	538479	15.6
	"Sussex County, DE"	"10005"	34	197145	17.2
	"District of Columbia, DC"	"11001"	78	601723	13.0
	"Alachua County, FL"	"12001"	25	247336	10.1
	"Bay County, FL"	"12005"	27	168852	16.0
	"Brevard County, FL"	"12009"	137	543376	25.2
	"Broward County, FL"	"12011"	262	1748066	15.0
	"Charlotte County, FL"	"12015"	11	159978	6.9 (Unreliable)
	"Citrus County, FL"	"12017"	34	141236	24.1
	"Clay County, FL"	"12019"	26	190865	13.6
	"Collier County, FL"	"12021"	45	321520	14.0
	"Columbia County, FL"	"12023"	18	67531	26.7 (Unreliable)
	"Duval County, FL"	"12031"	149	864263	17.2
	"Escambia County, FL"	"12033"	34	297619	11.4
	"Flagler County, FL"	"12035"	13	95696	13.6 (Unreliable)
	"Hernando County, FL"	"12053"	57	172778	33.0
	"Highlands County, FL"	"12055"	13	98786	13.2 (Unreliable)
	"Hillsborough County, FL"	"12057"	263	1229226	21.4
	"Indian River County, FL"	"12061"	22	138028	15.9
	"Lake County, FL"	"12069"	39	297052	13.1
	"Lee County, FL"	"12071"	106	618754	17.1
	"Leon County, FL"	"12073"	13	275487	4.7 (Unreliable)
	"Levy County, FL"	"12075"	11	40801	27.0 (Unreliable)
	"Manatee County, FL"	"12081"	78	322833	24.2
	"Marion County, FL"	"12083"	59	331298	17.8
	"Martin County, FL"	"12085"	22	146318	15.0
	"Miami-Dade County, FL"	"12086"	98	2496435	3.9
	"Monroe County, FL"	"12087"	18	73090	24.6 (Unreliable)
	"Nassau County, FL"	"12089"	16	73314	21.8 (Unreliable)
	"Okaloosa County, FL"	"12091"	19	180822	10.5 (Unreliable)
	"Orange County, FL"	"12095"	155	1145956	13.5
	"Osceola County, FL"	"12097"	27	268685	10.0
	"Palm Beach County, FL"	"12099"	238	1320134	18.0
	"Pasco County, FL"	"12101"	177	464697	38.1
	"Pinellas County, FL"	"12103"	284	916542	31.0
	"Polk County, FL"	"12105"	95	602095	15.8
	"Putnam County, FL"	"12107"	23	74364	30.9
	"St. Johns County, FL"	"12109"	22	190039	11.6
	"St. Lucie County, FL"	"12111"	54	277789	19.4
	"Santa Rosa County, FL"	"12113"	23	151372	15.2
	"Sarasota County, FL"	"12115"	83	379448	21.9
	"Seminole County, FL"	"12117"	71	422718	16.8
	"Volusia County, FL"	"12127"	111	494593	22.4
	"Barrow County, GA"	"13013"	13	69367	18.7 (Unreliable)
	"Bartow County, GA"	"13015"	22	100157	22.0
	"Bibb County, GA"	"13021"	14	155547	9.0 (Unreliable)
	"Carroll County, GA"	"13045"	19	110527	17.2 (Unreliable)
	"Catoosa County, GA"	"13047"	13	63942	20.3 (Unreliable)
	"Chatham County, GA"	"13051"	26	265128	9.8
	"Cherokee County, GA"	"13057"	26	214346	12.1
	"Clayton County, GA"	"13063"	20	259424	7.7
	"Cobb County, GA"	"13067"	60	688078	8.7
	"Columbia County, GA"	"13073"	15	124053	12.1 (Unreliable)
	"DeKalb County, GA"	"13089"	43	691893	6.2
	"Douglas County, GA"	"13097"	15	132403	11.3 (Unreliable)
	"Fannin County, GA"	"13111"	11	23682	46.4 (Unreliable)
	"Floyd County, GA"	"13115"	21	96317	21.8
	"Forsyth County, GA"	"13117"	16	175511	9.1 (Unreliable)
	"Fulton County, GA"	"13121"	110	920581	11.9
	"Gwinnett County, GA"	"13135"	60	805321	7.5
	"Habersham County, GA"	"13137"	10	43041	23.2 (Unreliable)
	"Hall County, GA"	"13139"	24	179684	13.4
	"Haralson County, GA"	"13143"	14	28780	48.6 (Unreliable)
	"Henry County, GA"	"13151"	28	203922	13.7
	"Houston County, GA"	"13153"	16	139900	11.4 (Unreliable)
	"Jackson County, GA"	"13157"	12	60485	19.8 (Unreliable)
	"Murray County, GA"	"13213"	10	39628	25.2 (Unreliable)
	"Muscogee County, GA"	"13215"	27	189885	14.2
	"Paulding County, GA"	"13223"	35	142324	24.6
	"Polk County, GA"	"13233"	11	41475	26.5 (Unreliable)
	"Richmond County, GA"	"13245"	39	200549	19.4
	"Walker County, GA"	"13295"	10	68756	14.5 (Unreliable)
	"Walton County, GA"	"13297"	11	83768	13.1 (Unreliable)
	"Whitfield County, GA"	"13313"	14	102599	13.6 (Unreliable)
	"Hawaii County, HI"	"15001"	19	185079	10.3 (Unreliable)
	"Honolulu County, HI"	"15003"	107	953207	11.2
	"Maui County, HI"	"15009"	20	154834	12.9
	"Ada County, ID"	"16001"	47	392365	12.0
	"Bannock County, ID"	"16005"	13	82839	15.7 (Unreliable)
	"Bonneville County, ID"	"16019"	19	104234	18.2 (Unreliable)
	"Canyon County, ID"	"16027"	20	188923	10.6
	"Kootenai County, ID"	"16055"	13	138494	9.4 (Unreliable)
	"Twin Falls County, ID"	"16083"	15	77230	19.4 (Unreliable)
	"Champaign County, IL"	"17019"	14	201081	7.0 (Unreliable)
	"Cook County, IL"	"17031"	488	5194675	9.4
	"DuPage County, IL"	"17043"	75	916924	8.2
	"Franklin County, IL"	"17055"	10	39561	25.3 (Unreliable)
	"Kane County, IL"	"17089"	32	515269	6.2
	"Kankakee County, IL"	"17091"	12	113449	10.6 (Unreliable)
	"Lake County, IL"	"17097"	95	703462	13.5
	"LaSalle County, IL"	"17099"	29	113924	25.5
	"McHenry County, IL"	"17111"	40	308760	13.0
	"McLean County, IL"	"17113"	20	169572	11.8
	"Madison County, IL"	"17119"	63	269282	23.4
	"Marion County, IL"	"17121"	14	39437	35.5 (Unreliable)
	"Peoria County, IL"	"17143"	21	186494	11.3
	"Rock Island County, IL"	"17161"	10	147546	6.8 (Unreliable)
	"St. Clair County, IL"	"17163"	28	270056	10.4
	"Sangamon County, IL"	"17167"	12	197465	6.1 (Unreliable)
	"Stephenson County, IL"	"17177"	10	47711	21.0 (Unreliable)
	"Tazewell County, IL"	"17179"	14	135394	10.3 (Unreliable)
	"Vermilion County, IL"	"17183"	12	81625	14.7 (Unreliable)
	"Will County, IL"	"17197"	62	677560	9.2
	"Williamson County, IL"	"17199"	16	66357	24.1 (Unreliable)
	"Winnebago County, IL"	"17201"	58	295266	19.6
	"Allen County, IN"	"18003"	44	355329	12.4
	"Bartholomew County, IN"	"18005"	15	76794	19.5 (Unreliable)
	"Clark County, IN"	"18019"	20	110232	18.1
	"Dearborn County, IN"	"18029"	11	50047	22.0 (Unreliable)
	"Delaware County, IN"	"18035"	13	117671	11.0 (Unreliable)
	"Elkhart County, IN"	"18039"	14	197559	7.1 (Unreliable)
	"Floyd County, IN"	"18043"	14	74578	18.8 (Unreliable)
	"Grant County, IN"	"18053"	14	70061	20.0 (Unreliable)
	"Greene County, IN"	"18055"	10	33165	30.2 (Unreliable)
	"Hamilton County, IN"	"18057"	27	274569	9.8
	"Hancock County, IN"	"18059"	10	70002	14.3 (Unreliable)
	"Hendricks County, IN"	"18063"	14	145448	9.6 (Unreliable)
	"Henry County, IN"	"18065"	15	49462	30.3 (Unreliable)
	"Howard County, IN"	"18067"	27	82752	32.6
	"Jackson County, IN"	"18071"	10	42376	23.6 (Unreliable)
	"Johnson County, IN"	"18081"	21	139654	15.0
	"Lake County, IN"	"18089"	18	496005	3.6 (Unreliable)
	"La Porte County, IN"	"18091"	13	111467	11.7 (Unreliable)
	"Madison County, IN"	"18095"	42	131636	31.9
	"Marion County, IN"	"18097"	151	903393	16.7
	"Monroe County, IN"	"18105"	25	137974	18.1
	"Morgan County, IN"	"18109"	16	68894	23.2 (Unreliable)
	"Porter County, IN"	"18127"	33	164343	20.1
	"St. Joseph County, IN"	"18141"	29	266931	10.9
	"Tippecanoe County, IN"	"18157"	12	172780	6.9 (Unreliable)
	"Vanderburgh County, IN"	"18163"	51	179703	28.4
	"Vigo County, IN"	"18167"	18	107848	16.7 (Unreliable)
	"Wabash County, IN"	"18169"	10	32888	30.4 (Unreliable)
	"Wayne County, IN"	"18177"	14	68917	20.3 (Unreliable)
	"Black Hawk County, IA"	"19013"	11	131090	8.4 (Unreliable)
	"Linn County, IA"	"19113"	20	211226	9.5
	"Polk County, IA"	"19153"	49	430640	11.4
	"Scott County, IA"	"19163"	17	165224	10.3 (Unreliable)
	"Webster County, IA"	"19187"	10	38013	26.3 (Unreliable)
	"Butler County, KS"	"20015"	14	65880	21.3 (Unreliable)
	"Douglas County, KS"	"20045"	10	110826	9.0 (Unreliable)
	"Johnson County, KS"	"20091"	38	544179	7.0
	"Sedgwick County, KS"	"20173"	55	498365	11.0
	"Shawnee County, KS"	"20177"	26	177934	14.6
	"Wyandotte County, KS"	"20209"	23	157505	14.6
	"Bell County, KY"	"21013"	26	28691	90.6
	"Boone County, KY"	"21015"	31	118811	26.1
	"Boyd County, KY"	"21019"	22	49542	44.4
	"Breathitt County, KY"	"21025"	12	13878	86.5 (Unreliable)
	"Bullitt County, KY"	"21029"	11	74319	14.8 (Unreliable)
	"Campbell County, KY"	"21037"	28	90336	31.0
	"Carter County, KY"	"21043"	16	27720	57.7 (Unreliable)
	"Clark County, KY"	"21049"	10	35613	28.1 (Unreliable)
	"Clay County, KY"	"21051"	16	21730	73.6 (Unreliable)
	"Daviess County, KY"	"21059"	16	96656	16.6 (Unreliable)
	"Fayette County, KY"	"21067"	54	295803	18.3
	"Floyd County, KY"	"21071"	39	39451	98.9
	"Greenup County, KY"	"21089"	13	36910	35.2 (Unreliable)
	"Hardin County, KY"	"21093"	17	105543	16.1 (Unreliable)
	"Harlan County, KY"	"21095"	14	29278	47.8 (Unreliable)
	"Jefferson County, KY"	"21111"	113	741096	15.2
	"Johnson County, KY"	"21115"	21	23356	89.9
	"Kenton County, KY"	"21117"	67	159720	41.9
	"Knott County, KY"	"21119"	11	16346	67.3 (Unreliable)
	"Knox County, KY"	"21121"	10	31883	31.4 (Unreliable)
	"Laurel County, KY"	"21125"	12	58849	20.4 (Unreliable)
	"Letcher County, KY"	"21133"	16	24519	65.3 (Unreliable)
	"McCracken County, KY"	"21145"	13	65565	19.8 (Unreliable)
	"Madison County, KY"	"21151"	22	82916	26.5
	"Pike County, KY"	"21195"	36	65024	55.4
	"Powell County, KY"	"21197"	16	12613	126.9 (Unreliable)
	"Warren County, KY"	"21227"	11	113792	9.7 (Unreliable)
	"Whitley County, KY"	"21235"	19	35637	53.3 (Unreliable)
	"Acadia Parish, LA"	"22001"	21	61773	34.0
	"Bossier Parish, LA"	"22015"	12	116979	10.3 (Unreliable)
	"Caddo Parish, LA"	"22017"	22	254969	8.6
	"Calcasieu Parish, LA"	"22019"	26	192768	13.5
	"East Baton Rouge Parish, LA"	"22033"	37	440171	8.4
	"Jefferson Parish, LA"	"22051"	64	432552	14.8
	"Jefferson Davis Parish, LA"	"22053"	10	31594	31.7 (Unreliable)
	"Lafayette Parish, LA"	"22055"	32	221578	14.4
	"Lafourche Parish, LA"	"22057"	23	96318	23.9
	"Livingston Parish, LA"	"22063"	36	128026	28.1
	"Orleans Parish, LA"	"22071"	19	343829	5.5 (Unreliable)
	"Ouachita Parish, LA"	"22073"	13	153720	8.5 (Unreliable)
	"Rapides Parish, LA"	"22079"	18	131613	13.7 (Unreliable)
	"St. Bernard Parish, LA"	"22087"	11	35897	30.6 (Unreliable)
	"St. John the Baptist Parish, LA"	"22095"	10	45924	21.8 (Unreliable)
	"St. Landry Parish, LA"	"22097"	10	83384	12.0 (Unreliable)
	"St. Tammany Parish, LA"	"22103"	47	233740	20.1
	"Tangipahoa Parish, LA"	"22105"	30	121097	24.8
	"Terrebonne Parish, LA"	"22109"	23	111860	20.6
	"Androscoggin County, ME"	"23001"	15	107702	13.9 (Unreliable)
	"Cumberland County, ME"	"23005"	28	281674	9.9
	"Kennebec County, ME"	"23011"	15	122151	12.3 (Unreliable)
	"Penobscot County, ME"	"23019"	15	153923	9.7 (Unreliable)
	"York County, ME"	"23031"	21	197131	10.7
	"Allegany County, MD"	"24001"	12	75087	16.0 (Unreliable)
	"Anne Arundel County, MD"	"24003"	66	537656	12.3
	"Baltimore County, MD"	"24005"	129	805029	16.0
	"Calvert County, MD"	"24009"	11	88737	12.4 (Unreliable)
	"Carroll County, MD"	"24013"	15	167134	9.0 (Unreliable)
	"Cecil County, MD"	"24015"	28	101108	27.7
	"Charles County, MD"	"24017"	13	146551	8.9 (Unreliable)
	"Frederick County, MD"	"24021"	16	233385	6.9 (Unreliable)
	"Harford County, MD"	"24025"	39	244826	15.9
	"Howard County, MD"	"24027"	14	287085	4.9 (Unreliable)
	"Montgomery County, MD"	"24031"	32	971777	3.3
	"Prince George's County, MD"	"24033"	51	863420	5.9
	"St. Mary's County, MD"	"24037"	15	105151	14.3 (Unreliable)
	"Washington County, MD"	"24043"	18	147430	12.2 (Unreliable)
	"Wicomico County, MD"	"24045"	10	98733	10.1 (Unreliable)
	"Baltimore city, MD"	"24510"	145	620961	23.4
	"Barnstable County, MA"	"25001"	28	215888	13.0
	"Berkshire County, MA"	"25003"	10	131219	7.6 (Unreliable)
	"Bristol County, MA"	"25005"	108	548285	19.7
	"Essex County, MA"	"25009"	68	743159	9.2
	"Hampden County, MA"	"25013"	61	463490	13.2
	"Hampshire County, MA"	"25015"	16	158080	10.1 (Unreliable)
	"Middlesex County, MA"	"25017"	126	1503085	8.4
	"Norfolk County, MA"	"25021"	79	670850	11.8
	"Plymouth County, MA"	"25023"	51	494919	10.3
	"Suffolk County, MA"	"25025"	83	722023	11.5
	"Worcester County, MA"	"25027"	98	798552	12.3
	"Allegan County, MI"	"26005"	12	111408	10.8 (Unreliable)
	"Bay County, MI"	"26017"	15	107771	13.9 (Unreliable)
	"Berrien County, MI"	"26021"	21	156813	13.4
	"Calhoun County, MI"	"26025"	33	136146	24.2
	"Eaton County, MI"	"26045"	13	107759	12.1 (Unreliable)
	"Genesee County, MI"	"26049"	110	425790	25.8
	"Grand Traverse County, MI"	"26055"	12	86986	13.8 (Unreliable)
	"Ingham County, MI"	"26065"	35	280895	12.5
	"Ionia County, MI"	"26067"	10	63905	15.6 (Unreliable)
	"Jackson County, MI"	"26075"	10	160248	6.2 (Unreliable)
	"Kalamazoo County, MI"	"26077"	24	250331	9.6
	"Kent County, MI"	"26081"	57	602622	9.5
	"Lapeer County, MI"	"26087"	19	88319	21.5 (Unreliable)
	"Livingston County, MI"	"26093"	19	180967	10.5 (Unreliable)
	"Macomb County, MI"	"26099"	203	840978	24.1
	"Monroe County, MI"	"26115"	21	152021	13.8
	"Muskegon County, MI"	"26121"	39	172188	22.6
	"Newaygo County, MI"	"26123"	10	48460	20.6 (Unreliable)
	"Oakland County, MI"	"26125"	84	1202362	7.0
	"Ottawa County, MI"	"26139"	22	263801	8.3
	"Saginaw County, MI"	"26145"	24	200169	12.0
	"St. Clair County, MI"	"26147"	46	163040	28.2
	"Shiawassee County, MI"	"26155"	19	70648	26.9 (Unreliable)
	"Van Buren County, MI"	"26159"	18	76258	23.6 (Unreliable)
	"Washtenaw County, MI"	"26161"	44	344791	12.8
	"Wayne County, MI"	"26163"	272	1820584	14.9
	"Anoka County, MN"	"27003"	36	330844	10.9
	"Dakota County, MN"	"27037"	33	398552	8.3
	"Hennepin County, MN"	"27053"	109	1152425	9.5
	"Ramsey County, MN"	"27123"	48	508640	9.4
	"St. Louis County, MN"	"27137"	23	200226	11.5
	"Washington County, MN"	"27163"	14	238136	5.9 (Unreliable)
	"DeSoto County, MS"	"28033"	17	161252	10.5 (Unreliable)
	"Hancock County, MS"	"28045"	14	43929	31.9 (Unreliable)
	"Harrison County, MS"	"28047"	36	187105	19.2
	"Jackson County, MS"	"28059"	42	139668	30.1
	"Lee County, MS"	"28081"	11	82910	13.3 (Unreliable)
	"Marion County, MS"	"28091"	10	27088	36.9 (Unreliable)
	"Pearl River County, MS"	"28109"	16	55834	28.7 (Unreliable)
	"Rankin County, MS"	"28121"	32	141617	22.6
	"Boone County, MO"	"29019"	23	162642	14.1
	"Cape Girardeau County, MO"	"29031"	13	75674	17.2 (Unreliable)
	"Cass County, MO"	"29037"	11	99478	11.1 (Unreliable)
	"Christian County, MO"	"29043"	15	77422	19.4 (Unreliable)
	"Clay County, MO"	"29047"	27	221939	12.2
	"Cole County, MO"	"29051"	11	75990	14.5 (Unreliable)
	"Franklin County, MO"	"29071"	23	101492	22.7
	"Greene County, MO"	"29077"	86	275174	31.3
	"Jackson County, MO"	"29095"	112	674158	16.6
	"Jasper County, MO"	"29097"	24	117404	20.4
	"Jefferson County, MO"	"29099"	57	218733	26.1
	"Lincoln County, MO"	"29113"	10	52566	19.0 (Unreliable)
	"Newton County, MO"	"29145"	11	58114	18.9 (Unreliable)
	"Pemiscot County, MO"	"29155"	12	18296	65.6 (Unreliable)
	"Phelps County, MO"	"29161"	12	45156	26.6 (Unreliable)
	"Platte County, MO"	"29165"	10	89322	11.2 (Unreliable)
	"Polk County, MO"	"29167"	10	31137	32.1 (Unreliable)
	"St. Charles County, MO"	"29183"	51	360485	14.1
	"St. Francois County, MO"	"29187"	14	65359	21.4 (Unreliable)
	"St. Louis County, MO"	"29189"	151	998954	15.1
	"St. Louis city, MO"	"29510"	76	319294	23.8
	"Cascade County, MT"	"30013"	12	81327	14.8 (Unreliable)
	"Missoula County, MT"	"30063"	20	109299	18.3
	"Yellowstone County, MT"	"30111"	25	147972	16.9
	"Douglas County, NE"	"31055"	44	517110	8.5
	"Lancaster County, NE"	"31109"	20	285407	7.0
	"Sarpy County, NE"	"31153"	10	158840	6.3 (Unreliable)
	"Clark County, NV"	"32003"	390	1951269	20.0
	"Douglas County, NV"	"32005"	13	46997	27.7 (Unreliable)
	"Lyon County, NV"	"32019"	14	51980	26.9 (Unreliable)
	"Nye County, NV"	"32023"	21	43946	47.8
	"Washoe County, NV"	"32031"	103	421407	24.4
	"Carson City, NV"	"32510"	10	55274	18.1 (Unreliable)
	"Grafton County, NH"	"33009"	10	89118	11.2 (Unreliable)
	"Hillsborough County, NH"	"33011"	58	400721	14.5
	"Merrimack County, NH"	"33013"	11	146445	7.5 (Unreliable)
	"Rockingham County, NH"	"33015"	30	295223	10.2
	"Strafford County, NH"	"33017"	18	123143	14.6 (Unreliable)
	"Atlantic County, NJ"	"34001"	48	274549	17.5
	"Bergen County, NJ"	"34003"	56	905116	6.2
	"Burlington County, NJ"	"34005"	52	448734	11.6
	"Camden County, NJ"	"34007"	98	513657	19.1
	"Cumberland County, NJ"	"34011"	10	156898	6.4 (Unreliable)
	"Essex County, NJ"	"34013"	77	783969	9.8
	"Gloucester County, NJ"	"34015"	50	288288	17.3
	"Hudson County, NJ"	"34017"	40	634266	6.3
	"Mercer County, NJ"	"34021"	38	366513	10.4
	"Middlesex County, NJ"	"34023"	61	809858	7.5
	"Monmouth County, NJ"	"34025"	73	630380	11.6
	"Morris County, NJ"	"34027"	45	492276	9.1
	"Ocean County, NJ"	"34029"	64	576567	11.1
	"Passaic County, NJ"	"34031"	42	501226	8.4
	"Somerset County, NJ"	"34035"	17	323444	5.3 (Unreliable)
	"Sussex County, NJ"	"34037"	23	149265	15.4
	"Union County, NJ"	"34039"	38	536499	7.1
	"Warren County, NJ"	"34041"	15	108692	13.8 (Unreliable)
	"Bernalillo County, NM"	"35001"	186	662564	28.1
	"Dona Ana County, NM"	"35013"	40	209233	19.1
	"Eddy County, NM"	"35015"	20	53829	37.2
	"Lea County, NM"	"35025"	12	64727	18.5 (Unreliable)
	"McKinley County, NM"	"35031"	10	71492	14.0 (Unreliable)
	"Otero County, NM"	"35035"	13	63797	20.4 (Unreliable)
	"Rio Arriba County, NM"	"35039"	19	40246	47.2 (Unreliable)
	"Sandoval County, NM"	"35043"	19	131561	14.4 (Unreliable)
	"San Juan County, NM"	"35045"	19	130044	14.6 (Unreliable)
	"Santa Fe County, NM"	"35049"	33	144170	22.9
	"Valencia County, NM"	"35061"	22	76569	28.7
	"Albany County, NY"	"36001"	26	304204	8.5
	"Bronx County, NY"	"36005"	111	1385108	8.0
	"Broome County, NY"	"36007"	18	200600	9.0 (Unreliable)
	"Chautauqua County, NY"	"36013"	12	134905	8.9 (Unreliable)
	"Dutchess County, NY"	"36027"	55	297488	18.5
	"Erie County, NY"	"36029"	79	919040	8.6
	"Kings County, NY"	"36047"	180	2504700	7.2
	"Monroe County, NY"	"36055"	63	744344	8.5
	"Nassau County, NY"	"36059"	101	1339532	7.5
	"New York County, NY"	"36061"	99	1585873	6.2
	"Niagara County, NY"	"36063"	30	216469	13.9
	"Oneida County, NY"	"36065"	17	234878	7.2 (Unreliable)
	"Onondaga County, NY"	"36067"	40	467026	8.6
	"Orange County, NY"	"36071"	53	372813	14.2
	"Oswego County, NY"	"36075"	12	122109	9.8 (Unreliable)
	"Queens County, NY"	"36081"	132	2230722	5.9
	"Rensselaer County, NY"	"36083"	13	159429	8.2 (Unreliable)
	"Richmond County, NY"	"36085"	69	468730	14.7
	"Rockland County, NY"	"36087"	17	311687	5.5 (Unreliable)
	"Suffolk County, NY"	"36103"	199	1493350	13.3
	"Ulster County, NY"	"36111"	14	182493	7.7 (Unreliable)
	"Westchester County, NY"	"36119"	48	949113	5.1
	"Alamance County, NC"	"37001"	10	151131	6.6 (Unreliable)
	"Alexander County, NC"	"37003"	10	37198	26.9 (Unreliable)
	"Brunswick County, NC"	"37019"	23	107431	21.4
	"Buncombe County, NC"	"37021"	28	238318	11.7
	"Burke County, NC"	"37023"	23	90912	25.3
	"Cabarrus County, NC"	"37025"	23	178011	12.9
	"Caldwell County, NC"	"37027"	13	83029	15.7 (Unreliable)
	"Carteret County, NC"	"37031"	11	66469	16.5 (Unreliable)
	"Catawba County, NC"	"37035"	21	154358	13.6
	"Cherokee County, NC"	"37039"	13	27444	47.4 (Unreliable)
