AK,02013,NaN
AK,02016,NaN
AK,02020,75.1
AK,02050,NaN
AK,02060,NaN
AK,02068,NaN
AK,02070,NaN
AK,02090,54.8
AK,02100,NaN
AK,02105,NaN
AK,02110,92.2
AK,02122,103.0
AK,02130,137.5
AK,02150,62.2
AK,02164,NaN
AK,02170,100.5
AK,02180,NaN
AK,02185,NaN
AK,02188,NaN
AK,02195,107.8
AK,02198,NaN
AK,02220,NaN
AK,02230,NaN
AK,02240,NaN
AK,02261,61.4
AK,02270,NaN
AK,02275,48.2
AK,02282,NaN
AK,02290,NaN
AL,01001,151.7
AL,01003,143.8
AL,01005,97.0
AL,01007,58.9
AL,01009,60.1
AL,01011,53.8
AL,01013,117.5
AL,01015,182.5
AL,01017,150.3
AL,01019,165.6
AL,01021,114.7
AL,01023,110.3
AL,01025,166.6
AL,01027,127.2
AL,01029,19.8
AL,01031,134.0
AL,01033,209.6
AL,01035,187.8
AL,01037,50.6
AL,01039,185.9
AL,01041,116.9
AL,01043,178.8
AL,01045,79.1
AL,01047,126.0
AL,01049,81.2
AL,01051,113.4
AL,01053,145.7
AL,01055,163.1
AL,01057,46.7
AL,01059,197.5
AL,01061,29.9
AL,01063,41.2
AL,01065,91.1
AL,01067,40.3
AL,01069,192.6
AL,01071,132.8
AL,01073,138.0
AL,01075,46.5
AL,01077,145.0
AL,01079,64.3
AL,01081,74.3
AL,01083,75.3
AL,01085,16.7
AL,01087,55.7
AL,01089,132.8
AL,01091,128.7
AL,01093,229.9
AL,01095,217.8
AL,01097,149.6
AL,01099,122.5
AL,01101,105.5
AL,01103,158.6
AL,01105,NaN
AL,01107,117.7
AL,01109,117.4
AL,01111,95.4
AL,01113,157.8
AL,01115,109.5
AL,01117,124.2
AL,01119,49.4
AL,01121,147.4
AL,01123,95.3
AL,01125,118.7
AL,01127,338.1
AL,01129,38.2
AL,01131,51.2
AL,01133,139.3
AR,05001,82.7
AR,05003,46.8
AR,05005,171.4
AR,05007,97.8
AR,05009,169.8
AR,05011,139.2
AR,05013,125.1
AR,05015,61.6
AR,05017,NaN
AR,05019,96.3
AR,05021,65.1
AR,05023,132.0
AR,05025,NaN
AR,05027,128.9
AR,05029,94.9
AR,05031,171.8
AR,05033,139.7
AR,05035,99.9
AR,05037,103.7
AR,05039,99.0
AR,05041,135.0
AR,05043,130.8
AR,05045,112.6
AR,05047,59.0
AR,05049,115.7
AR,05051,210.3
AR,05053,31.8
AR,05055,168.5
AR,05057,134.3
AR,05059,120.3
AR,05061,176.0
AR,05063,206.7
AR,05065,130.9
AR,05067,174.1
AR,05069,92.8
AR,05071,37.7
AR,05073,NaN
AR,05075,41.9
AR,05077,NaN
AR,05079,41.5
AR,05081,45.1
AR,05083,54.5
AR,05085,115.3
AR,05087,30.6
AR,05089,60.1
AR,05091,136.0
AR,05093,142.8
AR,05095,NaN
AR,05097,100.8
AR,05099,NaN
AR,05101,NaN
AR,05103,104.8
AR,05105,91.1
AR,05107,189.5
AR,05109,NaN
AR,05111,40.4
AR,05113,85.8
AR,05115,161.9
AR,05117,123.5
AR,05119,122.8
AR,05121,96.6
AR,05123,101.3
AR,05125,117.2
AR,05127,186.9
AR,05129,116.5
AR,05131,220.8
AR,05133,39.2
AR,05135,117.2
AR,05137,66.5
AR,05139,140.6
AR,05141,73.7
AR,05143,116.3
AR,05145,137.9
AR,05147,24.6
AR,05149,34.2
AZ,04001,19.7
AZ,04003,84.6
AZ,04005,58.2
AZ,04007,139.2
AZ,04009,126.0
AZ,04011,NaN
AZ,04012,102.9
AZ,04013,87.0
AZ,04015,146.5
AZ,04017,81.8
AZ,04019,97.0
AZ,04021,66.3
AZ,04023,36.5
AZ,04025,112.2
AZ,04027,77.4
CA,06001,43.4
CA,06003,NaN
CA,06005,132.1
CA,06007,169.1
CA,06009,103.9
CA,06011,46.4
CA,06013,60.2
CA,06015,140.4
CA,06017,83.3
CA,06019,70.1
CA,06021,79.0
CA,06023,142.4
CA,06025,55.9
CA,06027,71.1
CA,06029,66.8
CA,06031,82.0
CA,06033,169.7
CA,06035,120.1
CA,06037,41.0
CA,06039,61.9
CA,06041,54.3
CA,06043,65.7
CA,06045,135.1
CA,06047,71.0
CA,06049,129.4
CA,06051,56.4
CA,06053,69.8
CA,06055,43.8
CA,06057,119.3
CA,06059,51.8
CA,06061,73.6
CA,06063,121.8
CA,06065,56.9
CA,06067,64.3
CA,06069,50.5
CA,06071,54.8
CA,06073,47.0
CA,06075,44.9
CA,06077,66.8
CA,06079,85.2
CA,06081,40.8
CA,06083,69.2
CA,06085,32.2
CA,06087,85.8
CA,06089,164.0
CA,06091,NaN
CA,06093,131.3
CA,06095,56.5
CA,06097,69.4
CA,06099,106.9
CA,06101,147.3
CA,06103,124.6
CA,06105,144.9
CA,06107,89.4
CA,06109,185.4
CA,06111,63.6
CA,06113,62.3
CA,06115,111.2
CO,08001,60.1
CO,08003,210.6
CO,08005,64.6
CO,08007,81.1
CO,08009,82.8
CO,08011,45.0
CO,08013,63.0
CO,08014,67.3
CO,08015,103.6
CO,08017,82.5
CO,08019,50.4
CO,08021,6.4
CO,08023,NaN
CO,08025,38.3
CO,08027,NaN
CO,08029,92.6
CO,08031,49.6
CO,08033,NaN
CO,08035,61.2
CO,08037,65.4
CO,08039,33.9
CO,08041,79.0
CO,08043,76.0
CO,08045,96.0
CO,08047,NaN
CO,08049,55.1
CO,08051,56.3
CO,08053,NaN
CO,08055,112.5
CO,08057,NaN
CO,08059,83.3
CO,08061,122.1
CO,08063,NaN
CO,08065,86.4
CO,08067,82.0
CO,08069,80.4
CO,08071,161.5
CO,08073,NaN
CO,08075,87.2
CO,08077,96.0
CO,08079,NaN
CO,08081,182.1
CO,08083,94.8
CO,08085,106.2
CO,08087,90.7
CO,08089,113.8
CO,08091,36.0
CO,08093,13.8
CO,08095,17.5
CO,08097,NaN
CO,08099,93.8
CO,08101,125.3
CO,08103,15.3
CO,08105,47.9
CO,08107,78.6
CO,08109,NaN
CO,08111,NaN
CO,08113,45.6
CO,08115,26.6
CO,08117,93.0
CO,08119,137.1
CO,08121,NaN
CO,08123,65.3
CO,08125,78.8
CT,09001,54.0
CT,09003,71.1
CT,09005,73.0
CT,09007,68.6
CT,09009,76.3
CT,09011,83.6
CT,09013,56.3
CT,09015,81.1
DC,11001,37.1
DE,10001,86.8
DE,10003,93.3
DE,10005,134.0
FL,12001,85.3
FL,12003,157.5
