AK,02013,NaN
AK,02016,NaN
AK,02020,68.2
AK,02050,NaN
AK,02060,NaN
AK,02068,NaN
AK,02070,NaN
AK,02090,50.5
AK,02100,NaN
AK,02105,NaN
AK,02110,81.3
AK,02122,100.1
AK,02130,101.8
AK,02150,34.2
AK,02164,NaN
AK,02170,78.9
AK,02180,NaN
AK,02185,NaN
AK,02188,NaN
AK,02195,80.3
AK,02198,63.9
AK,02220,10.5
AK,02230,NaN
AK,02240,NaN
AK,02261,43.0
AK,02270,NaN
AK,02275,0.4
AK,02282,NaN
AK,02290,NaN
AL,01001,129.9
AL,01003,132.1
AL,01005,93.3
AL,01007,69.4
AL,01009,57.9
AL,01011,23.4
AL,01013,140.5
AL,01015,165.4
AL,01017,147.3
AL,01019,169.2
AL,01021,120.6
AL,01023,97.0
AL,01025,165.6
AL,01027,139.7
AL,01029,51.1
AL,01031,131.9
AL,01033,222.9
AL,01035,102.8
AL,01037,26.8
AL,01039,198.8
AL,01041,94.0
AL,01043,172.0
AL,01045,63.8
AL,01047,115.7
AL,01049,117.6
AL,01051,113.1
AL,01053,174.3
AL,01055,171.9
AL,01057,162.0
AL,01059,222.4
AL,01061,56.4
AL,01063,78.7
AL,01065,85.1
AL,01067,49.2
AL,01069,146.6
AL,01071,117.3
AL,01073,123.4
AL,01075,107.9
AL,01077,140.2
AL,01079,126.2
AL,01081,63.2
AL,01083,70.2
AL,01085,0.4
AL,01087,62.3
AL,01089,117.4
AL,01091,130.8
AL,01093,192.9
AL,01095,200.4
AL,01097,143.0
AL,01099,134.5
AL,01101,87.0
AL,01103,138.0
AL,01105,4.0
AL,01107,98.9
AL,01109,104.7
AL,01111,112.1
AL,01113,117.9
AL,01115,107.6
AL,01117,103.4
AL,01119,41.3
AL,01121,140.1
AL,01123,103.1
AL,01125,114.0
AL,01127,249.9
AL,01129,37.8
AL,01131,63.5
AL,01133,169.3
AR,05001,84.3
AR,05003,120.7
AR,05005,140.5
AR,05007,93.2
AR,05009,169.5
AR,05011,129.3
AR,05013,88.7
AR,05015,72.2
AR,05017,85.4
AR,05019,99.7
AR,05021,144.2
AR,05023,111.9
AR,05025,0.6
AR,05027,116.6
AR,05029,133.7
AR,05031,164.4
AR,05033,164.7
AR,05035,106.5
AR,05037,128.1
AR,05039,106.5
AR,05041,163.3
AR,05043,116.6
AR,05045,97.4
AR,05047,29.5
AR,05049,93.7
AR,05051,182.5
AR,05053,80.9
AR,05055,174.4
AR,05057,119.6
AR,05059,104.3
AR,05061,170.8
AR,05063,164.7
AR,05065,76.7
AR,05067,148.4
AR,05069,112.4
AR,05071,136.0
AR,05073,1.7
AR,05075,39.5
AR,05077,51.3
AR,05079,81.8
AR,05081,163.8
AR,05083,39.8
AR,05085,110.1
AR,05087,79.7
AR,05089,85.4
AR,05091,129.7
AR,05093,137.0
AR,05095,102.8
AR,05097,108.4
AR,05099,NaN
AR,05101,1.8
AR,05103,142.5
AR,05105,48.3
AR,05107,161.4
AR,05109,4.7
AR,05111,98.4
AR,05113,123.3
AR,05115,134.1
AR,05117,88.6
AR,05119,111.6
AR,05121,114.4
AR,05123,92.4
AR,05125,96.9
AR,05127,155.5
AR,05129,86.0
AR,05131,174.6
AR,05133,65.2
AR,05135,147.0
AR,05137,159.5
AR,05139,136.3
AR,05141,109.0
AR,05143,101.6
AR,05145,125.3
AR,05147,4.7
AR,05149,69.3
AZ,04001,18.8
AZ,04003,83.5
AZ,04005,56.2
AZ,04007,116.3
AZ,04009,99.2
AZ,04011,0.5
AZ,04012,82.6
AZ,04013,73.7
AZ,04015,133.9
AZ,04017,70.3
AZ,04019,79.4
AZ,04021,63.2
AZ,04023,24.8
AZ,04025,104.5
AZ,04027,58.0
CA,06001,33.6
CA,06003,NaN
CA,06005,114.7
CA,06007,136.9
CA,06009,92.2
CA,06011,41.2
CA,06013,45.8
CA,06015,147.0
CA,06017,68.8
CA,06019,59.6
CA,06021,66.8
CA,06023,100.7
CA,06025,53.7
CA,06027,60.7
CA,06029,62.4
CA,06031,67.7
CA,06033,137.0
CA,06035,93.4
CA,06037,35.3
CA,06039,52.6
CA,06041,39.4
CA,06043,69.8
CA,06045,118.2
CA,06047,68.5
CA,06049,100.2
CA,06051,54.0
CA,06053,55.6
CA,06055,46.4
CA,06057,86.0
CA,06059,43.9
CA,06061,66.5
CA,06063,90.2
CA,06065,52.4
CA,06067,53.8
CA,06069,50.4
CA,06071,54.8
CA,06073,42.7
CA,06075,35.4
CA,06077,59.2
CA,06079,77.3
CA,06081,33.2
CA,06083,57.6
CA,06085,26.1
CA,06087,62.3
CA,06089,132.5
CA,06091,28.7
CA,06093,124.0
CA,06095,46.7
CA,06097,58.0
CA,06099,90.8
CA,06101,108.8
CA,06103,103.9
CA,06105,110.2
CA,06107,68.8
CA,06109,126.4
CA,06111,56.7
CA,06113,47.6
CA,06115,92.0
CO,08001,56.6
CO,08003,165.5
CO,08005,63.6
CO,08007,77.6
CO,08009,81.2
CO,08011,65.5
CO,08013,51.3
CO,08014,55.4
CO,08015,97.9
CO,08017,73.0
CO,08019,36.1
CO,08021,1.3
CO,08023,NaN
CO,08025,32.3
CO,08027,NaN
CO,08029,90.4
CO,08031,44.3
CO,08033,NaN
CO,08035,54.9
CO,08037,48.6
CO,08039,35.1
CO,08041,72.5
CO,08043,76.4
CO,08045,86.2
CO,08047,NaN
CO,08049,47.4
CO,08051,54.5
CO,08053,NaN
CO,08055,77.7
CO,08057,NaN
CO,08059,76.3
CO,08061,131.5
CO,08063,42.6
CO,08065,53.5
CO,08067,63.6
CO,08069,70.0
CO,08071,135.6
CO,08073,1.2
CO,08075,90.9
CO,08077,86.2
CO,08079,NaN
CO,08081,109.8
CO,08083,99.5
CO,08085,88.9
CO,08087,74.4
CO,08089,111.4
CO,08091,39.9
CO,08093,0.0
CO,08095,33.2
CO,08097,28.4
CO,08099,88.4
CO,08101,116.5
CO,08103,29.2
CO,08105,91.7
CO,08107,69.3
CO,08109,NaN
CO,08111,NaN
CO,08113,41.6
CO,08115,3.5
CO,08117,66.1
CO,08119,115.6
CO,08121,NaN
CO,08123,63.0
CO,08125,77.7
CT,09001,48.2
CT,09003,62.7
CT,09005,66.9
CT,09007,70.5
CT,09009,70.6
CT,09011,74.9
CT,09013,52.3
CT,09015,78.1
DC,11001,35.7
DE,10001,84.4
DE,10003,78.3
DE,10005,100.1
FL,12001,69.3
FL,12003,116.9
